x,t=2.00e+07s,t=3.98e+08s,t=7.77e+08s,t=1.16e+09s
9.249249249249250169e-06,1.299597815237958267e+24,6.494240607782204290e+23,3.336233845991283381e+23,1.701612071637603142e+23
9.269269269269269802e-06,1.299595721052099189e+24,6.493000647791517882e+23,3.335531159189051272e+23,1.701228690007869903e+23
9.289289289289289435e-06,1.299593590598336088e+24,6.491728595879627546e+23,3.334809346868752312e+23,1.700834497044108112e+23
9.309309309309309069e-06,1.299591422988638306e+24,6.490423400578837832e+23,3.334067746915487423e+23,1.700429103873220925e+23
9.329329329329328702e-06,1.299589217304326833e+24,6.489083968394499027e+23,3.333305669359998085e+23,1.700012104688325152e+23
9.349349349349350029e-06,1.299586972594715490e+24,6.487709161854920200e+23,3.332522395030242565e+23,1.699583075907145365e+23
9.369369369369369663e-06,1.299584687875694663e+24,6.486297797458997606e+23,3.331717174130370413e+23,1.699141575284582389e+23
9.389389389389389296e-06,1.299582362128228331e+24,6.484848643515564278e+23,3.330889224742874099e+23,1.698687140976834558e+23
9.409409409409408929e-06,1.299579994296772983e+24,6.483360417868222374e+23,3.330037731249466439e+23,1.698219290554303838e+23
9.429429429429430257e-06,1.299577583287603386e+24,6.481831785498786314e+23,3.329161842665905665e+23,1.697737519960348783e+23
9.449449449449449890e-06,1.299575127967049770e+24,6.480261356002331916e+23,3.328260670885748403e+23,1.697241302412758069e+23
9.469469469469469523e-06,1.299572627159627636e+24,6.478647680926190341e+23,3.327333288827719558e+23,1.696730087244726052e+23
9.489489489489489157e-06,1.299570079646075224e+24,6.476989250964631155e+23,3.326378728480915660e+23,1.696203298681786005e+23
9.509509509509510484e-06,1.299567484161250057e+24,6.475284493000856610e+23,3.325395978841962945e+23,1.695660334551115403e+23
9.529529529529530117e-06,1.299564839391932061e+24,6.473531766986891780e+23,3.324383983737664218e+23,1.695100564919307521e+23
9.549549549549549751e-06,1.299562143974477978e+24,6.471729362651618298e+23,3.323341639526316927e+23,1.694523330654549259e+23
9.569569569569569384e-06,1.299559396492338874e+24,6.469875496026517589e+23,3.322267792670627809e+23,1.693927941908897475e+23
9.589589589589589017e-06,1.299556595473426789e+24,6.467968305777998320e+23,3.321161237174471717e+23,1.693313676516146796e+23
9.609609609609610345e-06,1.299553739387328373e+24,6.466005849334307629e+23,3.320020711875463013e+23,1.692679778300455729e+23
9.629629629629629978e-06,1.299550826642328479e+24,6.463986098794393586e+23,3.318844897584744917e+23,1.692025455290770375e+23
9.649649649649649611e-06,1.299547855582269194e+24,6.461906936605255485e+23,3.317632414064840467e+23,1.691349877835678729e+23
9.669669669669669245e-06,1.299544824483192523e+24,6.459766150993062333e+23,3.316381816835906784e+23,1.690652176613179874e+23
9.689689689689690572e-06,1.299541731549770997e+24,6.457561431132906455e+23,3.315091593800190756e+23,1.689931440529449083e+23
9.709709709709710206e-06,1.299538574911517099e+24,6.455290362040384162e+23,3.313760161673702424e+23,1.689186714500507338e+23
9.729729729729729839e-06,1.299535352618734989e+24,6.452950419167528312e+23,3.312385862213672077e+23,1.688416997110279349e+23
9.749749749749749472e-06,1.299532062638197617e+24,6.450538962684133172e+23,3.310966958229467169e+23,1.687621238138290590e+23
9.769769769769770800e-06,1.299528702848549769e+24,6.448053231424328192e+23,3.309501629364062692e+23,1.686798335949886791e+23
9.789789789789790433e-06,1.299525271035385764e+24,6.445490336476711103e+23,3.307987967632296274e+23,1.685947134741570430e+23
9.809809809809810066e-06,1.299521764885990268e+24,6.442847254395055537e+23,3.306423972701335978e+23,1.685066421633647106e+23
9.829829829829829700e-06,1.299518181983719938e+24,6.440120820004634073e+23,3.304807546897940548e+23,1.684154923602089481e+23
9.849849849849849333e-06,1.299514519801970603e+24,6.437307718777760079e+23,3.303136489926162341e+23,1.683211304241160048e+23
9.869869869869870660e-06,1.299510775697737234e+24,6.434404478750130438e+23,3.301408493278231223e+23,1.682234160347973272e+23
9.889889889889890294e-06,1.299506946904680787e+24,6.431407461947339346e+23,3.299621134320222203e+23,1.681222018319834415e+23
9.909909909909909927e-06,1.299503030525711603e+24,6.428312855289059648e+23,3.297771870033252587e+23,1.680173330354872202e+23
9.929929929929929560e-06,1.299499023524995401e+24,6.425116660935639454e+23,3.295858030389607593e+23,1.679086470446088265e+23
9.949949949949950888e-06,1.299494922719376223e+24,6.421814686039621627e+23,3.293876811342245758e+23,1.677959730158682201e+23
9.969969969969970521e-06,1.299490724769133136e+24,6.418402531861680599e+23,3.291825267404718809e+23,1.676791314180136281e+23
9.989989989989990154e-06,1.299486426168015899e+24,6.414875582207530222e+23,3.289700303797429364e+23,1.675579335632283144e+23
1.001001001001000979e-05,1.299482023232507820e+24,6.411228991139222399e+23,3.287498668134666034e+23,1.674321811134309005e+23
1.003003003003002942e-05,1.299477512090221556e+24,6.407457669910610869e+23,3.285216941625597200e+23,1.673016655605362390e+23
1.005005005005005075e-05,1.299472888667356736e+24,6.403556273073020606e+23,3.282851529760849852e+23,1.671661676795280711e+23
1.007007007007007038e-05,1.299468148675126254e+24,6.399519183693079023e+23,3.280398652454870440e+23,1.670254569531775501e+23
1.009009009009009002e-05,1.299463287595051642e+24,6.395340497620178295e+23,3.277854333612691649e+23,1.668792909672291353e+23
1.011011011011010965e-05,1.299458300663005387e+24,6.391014006736273350e+23,3.275214390088070773e+23,1.667274147748746499e+23
1.013013013013013098e-05,1.299453182851885038e+24,6.386533181115489677e+23,3.272474419998467471e+23,1.665695602293397237e+23
1.015015015015015061e-05,1.299447928852765269e+24,6.381891150015254390e+23,3.269629790360393283e+23,1.664054452834170736e+23
1.017017017017017024e-05,1.299442533054377611e+24,6.377080681614730299e+23,3.266675624007249942e+23,1.662347732548131530e+23
1.019019019019018988e-05,1.299436989520737689e+24,6.372094161409545297e+23,3.263606785749724713e+23,1.660572320561982897e+23
1.021021021021021120e-05,1.299431291966705520e+24,6.366923569164491854e+23,3.260417867737258053e+23,1.658724933889142880e+23
1.023023023023023084e-05,1.299425433731275919e+24,6.361560454318206201e+23,3.257103173977229933e+23,1.656802118993498383e+23
1.025025025025025047e-05,1.299419407748318492e+24,6.355995909725207973e+23,3.253656703966743510e+23,1.654800242970866924e+23
1.027027027027027010e-05,1.299413206514487523e+24,6.350220543611260287e+23,3.250072135390242674e+23,1.652715484340206908e+23
1.029029029029028974e-05,1.299406822053972105e+24,6.344224449608205677e+23,3.246342805834406843e+23,1.650543823437965558e+23
1.031031031031031106e-05,1.299400245879711239e+24,6.337997174723070394e+23,3.242461693470239013e+23,1.648281032410509827e+23
1.033033033033033070e-05,1.299393468950643342e+24,6.331527685084586212e+23,3.238421396650732269e+23,1.645922664801486881e+23
1.035035035035035033e-05,1.299386481624504022e+24,6.324804329296955085e+23,3.234214112371142390e+23,1.643464044733187689e+23
1.037037037037036996e-05,1.299379273605612961e+24,6.317814799216675033e+23,3.229831613537739216e+23,1.640900255683598835e+23
1.039039039039039129e-05,1.299371833887010241e+24,6.310546087952656252e+23,3.225265224989952484e+23,1.638226128863930436e+23
1.041041041041041092e-05,1.299364150686206315e+24,6.302984444872869838e+23,3.220505798220159428e+23,1.635436231204889648e+23
1.043043043043043056e-05,1.299356211373682345e+24,6.295115327382621258e+23,3.215543684735110448e+23,1.632524852964085046e+23
1.045045045045045019e-05,1.299348002393172658e+24,6.286923349218996005e+23,3.210368708003095212e+23,1.629485994971663549e+23
1.047047047047047152e-05,1.299339509172574773e+24,6.278392224984629196e+23,3.204970133931655472e+23,1.626313355536572801e+23
1.049049049049049115e-05,1.299330716024164158e+24,6.269504710619474952e+23,3.199336639821904536e+23,1.623000317041976290e+23
1.051051051051051079e-05,1.299321606032553031e+24,6.260242539483644004e+23,3.193456281747650029e+23,1.619539932265245636e+23
1.053053053053053042e-05,1.299312160928582871e+24,6.250586353695448640e+23,3.187316460310435841e+23,1.615924910465743134e+23
1.055055055055055005e-05,1.299302360947002624e+24,6.240515630338060992e+23,3.180903884725659778e+23,1.612147603292396517e+23
1.057057057057057138e-05,1.299292184665436956e+24,6.230008602114197281e+23,3.174204535200235766e+23,1.608199990572946366e+23
1.059059059059059101e-05,1.299281608821619022e+24,6.219042171991263690e+23,3.167203623569067585e+23,1.604073666057739352e+23
1.061061061061061065e-05,1.299270608105389492e+24,6.207591821339324800e+23,3.159885552166086367e+23,1.599759823203309642e+23
1.063063063063063028e-05,1.299259154921200432e+24,6.195631511020599845e+23,3.152233870916238149e+23,1.595249241094652858e+23
1.065065065065065161e-05,1.299247219116054627e+24,6.183133574841452168e+23,3.144231232647700729e+23,1.590532270620349794e+23
1.067067067067067124e-05,1.299234767666822563e+24,6.170068604726626474e+23,3.135859346639401811e+23,1.585598821031463910e+23
1.069069069069069087e-05,1.299221764319500879e+24,6.156405326919500867e+23,3.127098930437918997e+23,1.580438347033809686e+23
1.071071071071071051e-05,1.299208169171510960e+24,6.142110468451885143e+23,3.117929660000516272e+23,1.575039836583504747e+23
1.073073073073073014e-05,1.299193938186054366e+24,6.127148613062311176e+23,3.108330118248339289e+23,1.569391799578244132e+23
1.075075075075075147e-05,1.299179022625122929e+24,6.111482045671585538e+23,3.098277742145897308e+23,1.563482257661172761e+23
1.077077077077077110e-05,1.299163368384537416e+24,6.095070584450772160e+23,3.087748768461195617e+23,1.557298735380978372e+23
1.079079079079079073e-05,1.299146915210440540e+24,6.077871399437219303e+23,3.076718178405679408e+23,1.550828252980858533e+23
1.081081081081081037e-05,1.299129595771427521e+24,6.059838816571612652e+23,3.065159641406021818e+23,1.544057321120374593e+23
1.083083083083083169e-05,1.299111334553876479e+24,6.040924105941871944e+23,3.053045458321561218e+23,1.536971937868098474e+23
1.085085085085085133e-05,1.299092046539312173e+24,6.021075252930548439e+23,3.040346504493534827e+23,1.529557588339219770e+23
1.087087087087087096e-05,1.299071635611202116e+24,6.000236710871483548e+23,3.027032173096474688e+23,1.521799247391063529e+23
1.089089089089089059e-05,1.299049992623345226e+24,5.978349133731639580e+23,3.013070319360239143e+23,1.513681385830627630e+23
1.091091091091091192e-05,1.299026993041740438e+24,5.955349087248124981e+23,2.998427206344907529e+23,1.505187980631637712e+23
1.093093093093093156e-05,1.299002494044136767e+24,5.931168736871851900e+23,2.983067453082698777e+23,1.496302529704144132e+23
1.095095095095095119e-05,1.298976330923743642e+24,5.905735510804631451e+23,2.966953986053310115e+23,1.487008071806860415e+23
1.097097097097097082e-05,1.298948312591016365e+24,5.878971736372128168e+23,2.950047995134929776e+23,1.477287212241048788e+23
1.099099099099099046e-05,1.298918215893439725e+24,5.850794247961800281e+23,2.932308895375145818e+23,1.467122155014087749e+23
1.101101101101101178e-05,1.298885778366755726e+24,5.821113964785362776e+23,2.913694296157934248e+23,1.456494742210176468e+23
1.103103103103103142e-05,1.298850688873934195e+24,5.789835436817205753e+23,2.894159979608175909e+23,1.445386501354127329e+23
1.105105105105105105e-05,1.298812575345903474e+24,5.756856357436432486e+23,2.873659890377685027e+23,1.433778701600450738e+23
1.107107107107107068e-05,1.298770988438508911e+24,5.722067041591068983e+23,2.852146139300512263e+23,1.421652419622772377e+23
1.109109109109109201e-05,1.298725379186168724e+24,5.685349868747397131e+23,2.829569023794465514e+23,1.408988616115913323e+23
1.111111111111111164e-05,1.298675067174070665e+24,5.646578690537492012e+23,2.805877068323988083e+23,1.395768223852875366e+23
1.113113113113113128e-05,1.298619191935383913e+24,5.605618203939305758e+23,2.781017088730653964e+23,1.381972248258569830e+23
1.115115115115115091e-05,1.298556630181222573e+24,5.562323292103730476e+23,2.754934284784108485e+23,1.367581881468670464e+23
1.117117117117117224e-05,1.298485833868691468e+24,5.516538336692410264e+23,2.727572365909989135e+23,1.352578630831544772e+23
1.119119119119119187e-05,1.298404466998659313e+24,5.468096507953126457e+23,2.698873715711972087e+23,1.336944462779925460e+23
1.121121121121121150e-05,1.298308501563571314e+24,5.416819041920358044e+23,2.668779601619618376e+23,1.320661962941828746e+23
1.123123123123123114e-05,1.298189829982995828e+24,5.362514518322997719e+23,2.637230436755537427e+23,1.303714513272034956e+23
1.125125125125125077e-05,1.298029843332027157e+24,5.304978158308581295e+23,2.604166101912317413e+23,1.286086486860004652e+23
1.127127127127127210e-05,1.297782221211110335e+24,5.243991168332008669e+23,2.569526336343071324e+23,1.267763460900986804e+23
1.129129129129129173e-05,1.297328475697150282e+24,5.179320165980657806e+23,2.533251206870744558e+23,1.248732448097167003e+23
1.131131131131131136e-05,1.296370827807566229e+24,5.110716735702738131e+23,2.495281665570431220e+23,1.228982146477503755e+23
1.133133133133133100e-05,1.294191650991300726e+24,5.037917178089124240e+23,2.455560206920583846e+23,1.208503207281055697e+23
1.135135135135135233e-05,1.289152441921266979e+24,4.960642536385222657e+23,2.414031635778260183e+23,1.187288520131522173e+23
1.137137137137137196e-05,1.277745960885492895e+24,4.878599009274957587e+23,2.370643957713259054e+23,1.165333514233861678e+23
1.139139139139139159e-05,1.253136487046027154e+24,4.791478890789355745e+23,2.325349403010478396e+23,1.142636473741538671e+23
1.141141141141141123e-05,1.203893691335014068e+24,4.698962217592539086e+23,2.278105594862263735e+23,1.119198864771609956e+23
1.143143143143143086e-05,1.114947553063176621e+24,4.600719351919954866e+23,2.228876870729645330e+23,1.095025670783443162e+23
1.145145145145145219e-05,9.735671052731099571e+23,4.496414785722324741e+23,2.177635763323769612e+23,1.070125732188413703e+23
1.147147147147147182e-05,7.805705519079340177e+23,4.385712517854811946e+23,2.124364643879578428e+23,1.044512085130222261e+23
1.149149149149149145e-05,5.601744860895301903e+23,4.268283429504466865e+23,2.069057525067225173e+23,1.018202293382622290e+23
1.151151151151151109e-05,3.555168977252771525e+23,4.143815158577797634e+23,2.011722013700527269e+23,9.912187662753368900e+22
1.153153153153153241e-05,2.022208901918021952e+23,4.012025041729528917e+23,1.952381394051884793e+23,9.635890545102492480e+22
1.155155155155155205e-05,1.064763315834704206e+23,3.872676735815732838e+23,1.891076810814171958e+23,9.353461147097741499e+22
1.157157157157157168e-05,5.359261002762180100e+22,3.725601120419528028e+23,1.827869506410080413e+23,9.065285325991651679e+22
1.159159159159159131e-05,2.634871970085918999e+22,3.570721976134886658e+23,1.762843050470396993e+23,8.771806939277139798e+22
1.161161161161161264e-05,1.280474706251565603e+22,3.408086667011067614e+23,1.696105480198054562e+23,8.473528916534019018e+22
1.163163163163163227e-05,6.187788503875822027e+21,3.237901547854902969e+23,1.627791249718855221e+23,8.171013576342346347e+22
1.165165165165165191e-05,2.982083360068670063e+21,3.060570973871058767e+23,1.558062865631028697e+23,7.864882071747860365e+22
1.167167167167167154e-05,1.435277609740494438e+21,2.876737531326831306e+23,1.487112066678602177e+23,7.555812853573420371e+22
1.169169169169169117e-05,6.903645734427424195e+20,2.687319426328333921e+23,1.415160390360055006e+23,7.244539052261859603e+22
1.171171171171171250e-05,3.319626756405763768e+20,2.493539030441327235e+23,1.342458961581669823e+23,6.931844696601478038e+22
1.173173173173173214e-05,1.596012625992468070e+20,2.296934843942430992e+23,1.269287341889959861e+23,6.618559712079661079e+22
1.175175175175175177e-05,7.672774779175783629e+19,2.099348394698077823e+23,1.195951296166305213e+23,6.305553672844928772e+22
1.177177177177177140e-05,3.688530552790044672e+19,1.902878813047572063e+23,1.122779370179471123e+23,5.993728319008226987e+22
1.179179179179179273e-05,1.773154982560246784e+19,1.709801709233250081e+23,1.050118228890811598e+23,5.684008894420485774e+22
1.181181181181181236e-05,8.523854453070856192e+18,1.522455367265007090e+23,9.783267813371450648e+22,5.377334407686676441e+22
1.183183183183183200e-05,4.097539251483212288e+18,1.343104782492361388e+23,9.077692094917108354e+22,5.074646968976471281e+22
1.185185185185185163e-05,1.969739669570053632e+18,1.173800395768814381e+23,8.388071182835497566e+22,4.776880404590718930e+22
1.187187187187187296e-05,9.468769825422424320e+17,1.016251190241705570e+23,7.717911211466896808e+22,4.484948397234380918e+22
1.189189189189189259e-05,4.551740599585701120e+17,8.717298957159895348e+22,7.070522571556159016e+22,4.199732439305243381e+22
1.191191191191191222e-05,2.188067731605642880e+17,7.410218949362242604e+22,6.448936890202354772e+22,3.922069916032172032e+22
1.193193193193193186e-05,1.051824736155165760e+17,6.244210294908574184e+22,5.855831455160107794e+22,3.652742652124560831e+22
1.195195195195195149e-05,5.056213275802626400e+16,5.217673902072869893e+22,5.293465417877652976e+22,3.392466257500736324e+22
1.197197197197197282e-05,2.430562475261317200e+16,4.325163817453375350e+22,4.763631373538695945e+22,3.141880593353626406e+22
1.199199199199199245e-05,1.168389378993940200e+16,3.558257907356611379e+22,4.267624822225969873e+22,2.901541649126501489e+22
1.201201201201201208e-05,5.616526670858208000e+15,2.906480418551372972e+22,3.806232694409693181e+22,2.671915074992595796e+22
1.203203203203203172e-05,2.699898690467459500e+15,2.358173496508487303e+22,3.379740737918149329e+22,2.453371555461606670e+22
1.205205205205205304e-05,1.297856068926175750e+15,1.901249149877508846e+22,2.987958274884089833e+22,2.246184141126366763e+22
1.207207207207207268e-05,6.238856851885712500e+14,1.523787141058981685e+22,2.630257781886485633e+22,2.050527581446260497e+22
1.209209209209209231e-05,2.999044692460331875e+14,1.214471937411028877e+22,2.305626014821650111e+22,1.866479626369638387e+22
1.211211211211211194e-05,1.441651491547685938e+14,9.628808821869121634e+21,2.012723028324528003e+22,1.694024193051195553e+22
1.213213213213213158e-05,6.930061165141688281e+13,7.596464460703748588e+21,1.749945413410858467e+22,1.533056230033467218e+22
1.215215215215215291e-05,3.331296489486674219e+13,5.965194884994488599e+21,1.515490342574880719e+22,1.383388058400114868e+22
1.217217217217217254e-05,1.601359892193855469e+13,4.663599899845825921e+21,1.307417491131562197e+22,1.244756929941827328e+22
1.219219219219219217e-05,7.697754390183104492e+12,3.630786234666707845e+21,1.123706511399900624e+22,1.116833517556733890e+22
1.221221221221221181e-05,3.700314177026902832e+12,2.815482791066535461e+21,9.623083917867520885e+21,9.992310430712429806e+21
1.223223223223223313e-05,1.778740520229779297e+12,2.175002213197289882e+21,8.211896693824689275e+21,8.915147515350149497e+21
1.225225225225225277e-05,8.550392472394598389e+11,1.674155052338938905e+21,6.983690341786679509e+21,7.932114571172545298e+21
1.227227227227227240e-05,4.110162157040794067e+11,1.284188760929073365e+21,5.919463362829779730e+21,7.038189117287328383e+21
1.229229229229229203e-05,1.975746953956787720e+11,9.817968782169617203e+20,5.001243721733503975e+21,6.228147808113501667e+21
1.231231231231231336e-05,9.497365391800421143e+10,7.482236271474923274e+20,4.212240829228623856e+21,5.496650486895749366e+21
1.233233233233233299e-05,4.565353770903488922e+10,5.684747655907752673e+20,3.536939563554100478e+21,4.838317159127245128e+21
1.235235235235235263e-05,2.194548552067008591e+10,4.306357967989239972e+20,2.961145014670463599e+21,4.247796908681130934e+21
1.237237237237237226e-05,1.054910026469118118e+10,3.252924590471702774e+20,2.471986745293421937e+21,3.719828157432684085e+21
1.239239239239239189e-05,5.070900853291996002e+09,2.450448392393195520e+20,2.057890993020592456e+21,3.249290012362341876e+21
1.241241241241241322e-05,2.437554270886152267e+09,1.841047204991155569e+20,1.708528543244830114e+21,2.831244742864334750e+21
1.243243243243243285e-05,1.171717581734925032e+09,1.379652810051290235e+20,1.414745115065070649e+21,2.460971679764519059e+21
1.245245245245245249e-05,5.632368752154047489e+08,1.031325625185945846e+20,1.168480126776262656e+21,2.133993024586100507e+21
1.247247247247247212e-05,2.707439108840710521e+08,7.690889804300581274e+19,9.626787221685792932e+20,1.846092204108898632e+21
1.249249249249249345e-05,1.301444948710754812e+08,5.721950215185480909e+19,7.912009986932140933e+20,1.593325504726273098e+21
1.251251251251251308e-05,6.255937417748463899e+07,4.247453205450195763e+19,6.487315187785143419e+20,1.372027778560681574e+21
1.253253253253253271e-05,3.007173467887647450e+07,3.146002430452253901e+19,5.306914258185616097e+20,1.178813034712007574e+21
1.255255255255255235e-05,1.445519854310483672e+07,2.325214212780827443e+19,4.331548344889482281e+20,1.010570720726675620e+21
1.257257257257257368e-05,6.948469229916658252e+06,1.715009979127135027e+19,3.527706205933757399e+20,8.644584676818240143e+20
1.259259259259259331e-05,3.340055753513729665e+06,1.262394969773761331e+19,2.866902925713837588e+20,7.378920231138135900e+20
1.261261261261261294e-05,1.605527677241785452e+06,9.274123270547161088e+18,2.325022756904428175e+20,6.285330347418411336e+20
1.263263263263263258e-05,7.717584306466841372e+05,6.800213702145682432e+18,1.881726696764150907e+20,5.342752792104478966e+20
1.265265265265265221e-05,3.709748570340916631e+05,4.976986824718984192e+18,1.519923394401965179e+20,4.532298578106647839e+20
1.267267267267267354e-05,1.783228844757436600e+05,3.636017114551575040e+18,1.225300552444247245e+20,3.837098085055317279e+20
1.269269269269269317e-05,8.571744117403899145e+04,2.651681010926678528e+18,9.859130251439279309e+19,3.242145130388682834e+20
1.271271271271271280e-05,4.120318909722488024e+04,1.930510740048653568e+18,7.918232299925582643e+19,2.734142112635585167e+20
1.273273273273273244e-05,1.980578148052258985e+04,1.403129193511673088e+18,6.347891980685876429e+19,2.301348733434584105e+20
1.275275275275275376e-05,9.520344320633035750e+03,1.018159469785267456e+18,5.079955186832316826e+19,1.933436249415900529e+20
1.277277277277277340e-05,4.576282769395592368e+03,7.376395619107063040e+17,4.058225271374615347e+19,1.621348712987063747e+20
1.279279279279279303e-05,2.199746187808214017e+03,5.335802733938132480e+17,3.236492921528947098e+19,1.357172233127777567e+20
1.281281281281281266e-05,1.057381783564280795e+03,3.853885551282551680e+17,2.576862429933612646e+19,1.134012921987663954e+20
1.283283283283283230e-05,5.082654693740487915e+02,2.779438645900272640e+17,2.048336050209423770e+19,9.458838871401594880e+19
1.285285285285285362e-05,2.443143184696278922e+02,2.001657665938218560e+17,1.625621631089354957e+19,7.876013783584500941e+19
1.287287287287287326e-05,1.174374928369398248e+02,1.439499892730486720e+17,1.288132275636065075e+19,6.546899965967011021e+19
1.289289289289289289e-05,5.645002777034380159e+01,1.033800607104382880e+17,1.019150244319816909e+19,5.432967159742878515e+19
1.291291291291291252e-05,2.713445415512869019e+01,7.414450404414864000e+16,8.051306263106903040e+18,4.501133513834763878e+19
1.293293293293293385e-05,1.304300204738973434e+01,5.310696154375548800e+16,6.351233862830949376e+18,3.723070194113142784e+19
1.295295295295295349e-05,6.269509731852119572e+00,3.798980774345324800e+16,5.002952220689084416e+18,3.074580834090694656e+19
1.297297297297297312e-05,3.013624564353565738e+00,2.714177965466568400e+16,3.935352272227069952e+18,2.535050399634732237e+19
1.299299299299299275e-05,1.448585934052750712e+00,1.936766067844080800e+16,3.091306406905749504e+18,2.086957893780140442e+19
1.301301301301301408e-05,6.963040691100866875e-01,1.380369326042513800e+16,2.425009912913408512e+18,1.715447331888649011e+19
1.303303303303303371e-05,3.346980310113910617e-01,9.826616779736564000e+15,1.899807218701823232e+18,1.407951538319754240e+19
1.305305305305305335e-05,1.608818083239408336e-01,6.987378725588878000e+15,1.486419249107056640e+18,1.153863524269732454e+19
1.307307307307307298e-05,7.733218485839039869e-02,4.962913616873239000e+15,1.161501583493836288e+18,9.442504777712908288e+18
1.309309309309309261e-05,3.717176507000187480e-02,3.521126481605994500e+15,9.064745836702951680e+17,7.716057104003488768e+18
1.311311311311311394e-05,1.786757654079685134e-02,2.495508274014027000e+15,7.065764591124549120e+17,6.296342441120058368e+18
1.313313313313313357e-05,8.588507222783526435e-03,1.766764202873470500e+15,5.500985567892677760e+17,5.130680722336968704e+18
1.315315315315315321e-05,4.128281354033308884e-03,1.249538911537061250e+15,4.277691905032977920e+17,4.175074802907144192e+18
1.317317317317317284e-05,1.984359989696097420e-03,8.828394928157773750e+14,3.322582329624560000e+17,3.392851568365642240e+18
1.319319319319319417e-05,9.538305076190665933e-04,6.231367884358328750e+14,2.577796392331324800e+17,2.753501557351063552e+18
1.321321321321321380e-05,4.584811993154871870e-04,4.394033354998627500e+14,1.997731926359773760e+17,2.231690850950997760e+18
1.323323323323323343e-05,2.203796209510623097e-04,3.095494465684115000e+14,1.546501871402127040e+17,1.806421914476848384e+18
1.325325325325325307e-05,1.059304730954544241e-04,2.178670805958941875e+14,1.195905921104776160e+17,1.460322791206813952e+18
1.327327327327327439e-05,5.091784023966443355e-05,1.531990409919107500e+14,9.238157980716816000e+16,1.179046533701469184e+18
1.329329329329329403e-05,2.447477007227640266e-05,1.076294364298918281e+14,7.128921428118868000e+16,9.507650167475392000e+17
1.331331331331331366e-05,1.176432065436829493e-05,7.554821390877339062e+13,5.495667150437313600e+16,7.657433122201973760e+17
1.333333333333333329e-05,5.654766476903078993e-06,5.298376072044372656e+13,4.232364364999628000e+16,6.159826295490420480e+17
1.335335335335335293e-05,2.718079072234649904e-06,3.712734899156564844e+13,3.256262520551732000e+16,4.949214481375623040e+17
1.337337337337337426e-05,1.306499029763409280e-06,2.599468924336345703e+13,2.502862697831010400e+16,3.971859038851656960e+17
1.339339339339339389e-05,6.279942846317963461e-07,1.818534814529472656e+13,1.921955113938541200e+16,3.183817557114750720e+17
1.341341341341341352e-05,3.018574423499976299e-07,1.271193039655977148e+13,1.474501549239929800e+16,2.549213648454821440e+17
1.343343343343343316e-05,1.450934086713779135e-07,8.878931769491869141e+12,1.130186243587007800e+16,2.038800846504607360e+17
1.345345345345345448e-05,6.974178851218862262e-08,6.196914784506572266e+12,8.654947679545906000e+15,1.628772964685764800e+17
1.347347347347347412e-05,3.352262976890463924e-08,4.321773809060028320e+12,6.622092216530245000e+15,1.299780512313347040e+17
1.349349349349349375e-05,1.611323295719336186e-08,3.011800530679646484e+12,5.062311913490347000e+15,1.036119003572431680e+17
1.351351351351351338e-05,7.745097664936608500e-09,2.097364214779988525e+12,3.866623465782195500e+15,8.250603473598624000e+16
1.353353353353353302e-05,3.722808702176621442e-09,1.459522013273561768e+12,2.950872427977983000e+15,6.563030834619681600e+16
1.355355355355355434e-05,1.789427690694955523e-09,1.014944109480834717e+12,2.250145935912071750e+15,5.215211321148318400e+16
1.357357357357357398e-05,8.601163436664371766e-10,7.052996831462255859e+11,1.714425553437730750e+15,4.139940389957780800e+16
1.359359359359359361e-05,4.134279765238219542e-10,4.897907817127459106e+11,1.305209232229979000e+15,3.283045058194945200e+16
1.361361361361361324e-05,1.987202573217802630e-10,3.399053742142446899e+11,9.928895585340696250e+14,2.600913685842156800e+16
1.363363363363363457e-05,9.551774018450944460e-11,2.357333291465032654e+11,7.547214077949925000e+14,2.058481833381986800e+16
1.365365365365365420e-05,4.591193094547387891e-11,1.633820698053554993e+11,5.732483492244051250e+14,1.627592576028869800e+16
1.367367367367367384e-05,2.206818932077499601e-11,1.131652381321040649e+11,4.350856492070348750e+14,1.285663717767736000e+16
1.369369369369369347e-05,1.060736391183918527e-11,7.833423781025515747e+10,3.299801220029058750e+14,1.014606101322408600e+16
1.371371371371371480e-05,5.098563859358908291e-12,5.419069451024507904e+10,2.500846494244423125e+14,7.999470095962543000e+15
1.373373373373373443e-05,2.450687223464218776e-12,3.746595480494071198e+10,1.893989570342388125e+14,6.301208057839200000e+15
1.375375375375375406e-05,1.177951856005308732e-12,2.588762829567570877e+10,1.433390018640494688e+14,4.958957250487743000e+15
1.377377377377377370e-05,5.661960400729311442e-13,1.787703028921866608e+10,1.084057366681161406e+14,3.899113337910893500e+15
1.379379379379379333e-05,2.721483771858751321e-13,1.233815798015862846e+10,8.193057521511614062e+13,3.063058030393057500e+15
1.381381381381381466e-05,1.308110123564081593e-13,8.510620227911812782e+09,6.187999227673576562e+13,2.404159613519225000e+15
1.383383383383383429e-05,6.287565216074066430e-14,5.867215437458995819e+09,4.670566615219350781e+13,1.885362357988742500e+15
1.385385385385385393e-05,3.022180080332864631e-14,4.042655350250795841e+09,3.522965887938479688e+13,1.477251716224496000e+15
1.387387387387387356e-05,1.452639391111529455e-14,2.783999121594935417e+09,2.655652458812277344e+13,1.156503382321148250e+15
