x,t=2.00e+07s,t=3.98e+08s,t=7.77e+08s,t=1.16e+09s
4.604604604604604604e-06,1.299721848197744723e+24,6.545645567655213447e+23,3.364477778907631966e+23,1.716685359382483121e+23
4.624624624624625084e-06,1.299722045530072704e+24,6.545753762526979928e+23,3.364535304933751589e+23,1.716715355452854103e+23
4.644644644644644718e-06,1.299722237615904322e+24,6.545859541093822811e+23,3.364591536817774558e+23,1.716744673391291033e+23
4.664664664664664351e-06,1.299722424483093515e+24,6.545962933525565386e+23,3.364646491244471727e+23,1.716773322126841338e+23
4.684684684684684831e-06,1.299722606158733472e+24,6.546063969171545889e+23,3.364700184437594176e+23,1.716801310339128927e+23
4.704704704704704465e-06,1.299722782669162007e+24,6.546162676578657711e+23,3.364752632170397219e+23,1.716828646464182603e+23
4.724724724724724945e-06,1.299722954039975247e+24,6.546259083508750725e+23,3.364803849775781899e+23,1.716855338700077227e+23
4.744744744744744578e-06,1.299723120296032997e+24,6.546353216955432661e+23,3.364853852156130461e+23,1.716881395012378265e+23
4.764764764764765059e-06,1.299723281461471634e+24,6.546445103160355088e+23,3.364902653792757964e+23,1.716906823139379967e+23
4.784784784784784692e-06,1.299723437559708928e+24,6.546534767628988019e+23,3.364950268755074655e+23,1.716931630597187526e+23
4.804804804804805172e-06,1.299723588613457205e+24,6.546622235145771753e+23,3.364996710709447696e+23,1.716955824684604945e+23
4.824824824824824806e-06,1.299723734644719849e+24,6.546707529788848614e+23,3.365041992927699156e+23,1.716979412487861185e+23
4.844844844844845286e-06,1.299723875674816004e+24,6.546790674944269893e+23,3.365086128295410066e+23,1.717002400885171552e+23
4.864864864864864919e-06,1.299724011724374400e+24,6.546871693319672640e+23,3.365129129319819798e+23,1.717024796551127960e+23
4.884884884884885400e-06,1.299724142813347842e+24,6.546950606957635667e+23,3.365171008137563052e+23,1.717046605960957657e+23
4.904904904904905033e-06,1.299724268961015097e+24,6.547027437248367150e+23,3.365211776522049143e+23,1.717067835394605460e+23
4.924924924924924666e-06,1.299724390185992165e+24,6.547102204942162718e+23,3.365251445890658085e+23,1.717088490940694518e+23
4.944944944944945147e-06,1.299724506506236571e+24,6.547174930161306540e+23,3.365290027311611867e+23,1.717108578500326017e+23
4.964964964964964780e-06,1.299724617939051396e+24,6.547245632411604657e+23,3.365327531510655143e+23,1.717128103790753727e+23
4.984984984984985261e-06,1.299724724501099504e+24,6.547314330593519678e+23,3.365363968877491640e+23,1.717147072348932381e+23
5.005005005005004894e-06,1.299724826208394143e+24,6.547381043012842438e+23,3.365399349471950123e+23,1.717165489534914726e+23
5.025025025025025374e-06,1.299724923076324717e+24,6.547445787391140844e+23,3.365433683029971844e+23,1.717183360535152275e+23
5.045045045045045008e-06,1.299725015119641755e+24,6.547508580875631591e+23,3.365466978969362450e+23,1.717200690365649083e+23
5.065065065065065488e-06,1.299725102352477847e+24,6.547569440048855919e+23,3.365499246395328456e+23,1.717217483875010174e+23
5.085085085085085121e-06,1.299725184788343617e+24,6.547628380937900366e+23,3.365530494105803681e+23,1.717233745747377882e+23
5.105105105105105602e-06,1.299725262440132289e+24,6.547685419023361177e+23,3.365560730596594481e+23,1.717249480505254457e+23
5.125125125125125235e-06,1.299725335320131497e+24,6.547740569247832227e+23,3.365589964066291450e+23,1.717264692512201512e+23
5.145145145145144868e-06,1.299725403440020061e+24,6.547793846024273501e+23,3.365618202421052939e+23,1.717279385975457275e+23
5.165165165165165349e-06,1.299725466810875239e+24,6.547845263243845378e+23,3.365645453279125507e+23,1.717293564948433034e+23
5.185185185185184982e-06,1.299725525443175946e+24,6.547894834283568442e+23,3.365671723975232172e+23,1.717307233333117987e+23
5.205205205205205462e-06,1.299725579346806512e+24,6.547942572013634317e+23,3.365697021564786175e+23,1.717320394882383421e+23
5.225225225225225096e-06,1.299725628531060173e+24,6.547988488804410495e+23,3.365721352827906776e+23,1.717333053202186906e+23
5.245245245245245576e-06,1.299725673004641485e+24,6.548032596533170007e+23,3.365744724273265262e+23,1.717345211753699308e+23
5.265265265265265209e-06,1.299725712775672769e+24,6.548074906590537906e+23,3.365767142141798080e+23,1.717356873855303963e+23
5.285285285285285690e-06,1.299725747851689544e+24,6.548115429886615618e+23,3.365788612410226025e+23,1.717368042684561626e+23
5.305305305305305323e-06,1.299725778239652878e+24,6.548154176856907999e+23,3.365809140794424453e+23,1.717378721280034488e+23
5.325325325325325803e-06,1.299725803945943751e+24,6.548191157467912161e+23,3.365828732752643154e+23,1.717388912543060533e+23
5.345345345345345437e-06,1.299725824976369765e+24,6.548226381222464706e+23,3.365847393488573909e+23,1.717398619239425560e+23
5.365365365365365070e-06,1.299725841336166752e+24,6.548259857164846026e+23,3.365865127954265020e+23,1.717407844000966744e+23
5.385385385385385550e-06,1.299725853029996631e+24,6.548291593885630931e+23,3.365881940852884185e+23,1.717416589327078229e+23
5.405405405405405184e-06,1.299725860061955727e+24,6.548321599526234604e+23,3.365897836641358562e+23,1.717424857586159332e+23
5.425425425425425664e-06,1.299725862435575040e+24,6.548349881783329709e+23,3.365912819532847057e+23,1.717432651016967794e+23
5.445445445445445297e-06,1.299725860153812729e+24,6.548376447912847417e+23,3.365926893499094506e+23,1.717439971729906933e+23
5.465465465465465778e-06,1.299725853219068876e+24,6.548401304733951596e+23,3.365940062272649618e+23,1.717446821708234605e+23
5.485485485485485411e-06,1.299725841633176625e+24,6.548424458632592894e+23,3.365952329348917169e+23,1.717453202809196674e+23
5.505505505505505891e-06,1.299725825397407019e+24,6.548445915564950086e+23,3.365963697988126303e+23,1.717459116765097734e+23
5.525525525525525525e-06,1.299725804512468460e+24,6.548465681060557341e+23,3.365974171217137102e+23,1.717464565184278215e+23
5.545545545545546005e-06,1.299725778978509391e+24,6.548483760225312047e+23,3.365983751831128375e+23,1.717469549552058604e+23
5.565565565565565638e-06,1.299725748795114007e+24,6.548500157744136344e+23,3.365992442395138479e+23,1.717474071231568240e+23
5.585585585585586119e-06,1.299725713961308154e+24,6.548514877883544712e+23,3.366000245245524931e+23,1.717478131464542230e+23
5.605605605605605752e-06,1.299725674475553968e+24,6.548527924493865273e+23,3.366007162491251563e+23,1.717481731372036831e+23
5.625625625625625385e-06,1.299725630335753891e+24,6.548539301011375197e+23,3.366013196015087754e+23,1.717484871955073026e+23
5.645645645645645866e-06,1.299725581539245851e+24,6.548549010460103242e+23,3.366018347474650629e+23,1.717487554095224057e+23
5.665665665665665499e-06,1.299725528082810501e+24,6.548557055453506138e+23,3.366022618303380828e+23,1.717489778555121765e+23
5.685685685685685980e-06,1.299725469962658338e+24,6.548563438195912768e+23,3.366026009711339079e+23,1.717491545978924675e+23
5.705705705705705613e-06,1.299725407174441512e+24,6.548568160483701256e+23,3.366028522685911521e+23,1.717492856892683400e+23
5.725725725725726093e-06,1.299725339713245507e+24,6.548571223706396871e+23,3.366030157992406968e+23,1.717493711704677532e+23
5.745745745745745727e-06,1.299725267573584576e+24,6.548572628847378007e+23,3.366030916174521303e+23,1.717494110705661594e+23
5.765765765765766207e-06,1.299725190749411405e+24,6.548572376484591572e+23,3.366030797554679064e+23,1.717494054069068376e+23
5.785785785785785840e-06,1.299725109234106376e+24,6.548570466790860338e+23,3.366029802234270334e+23,1.717493541851126720e+23
5.805805805805806321e-06,1.299725023020479446e+24,6.548566899534143328e+23,3.366027930093770202e+23,1.717492573990942042e+23
5.825825825825825954e-06,1.299724932100764775e+24,6.548561674077471391e+23,3.366025180792735400e+23,1.717491150310476538e+23
5.845845845845845587e-06,1.299724836466621271e+24,6.548554789378768692e+23,3.366021553769693577e+23,1.717489270514511606e+23
5.865865865865866068e-06,1.299724736109133653e+24,6.548546243990403081e+23,3.366017048241893655e+23,1.717486934190508254e+23
5.885885885885885701e-06,1.299724631018799844e+24,6.548536036058595538e+23,3.366011663204975651e+23,1.717484140808420878e+23
5.905905905905906181e-06,1.299724521185540361e+24,6.548524163322541045e+23,3.366005397432492863e+23,1.717480889720447613e+23
5.925925925925925815e-06,1.299724406598685432e+24,6.548510623113392559e+23,3.365998249475324667e+23,1.717477180160711904e+23
5.945945945945946295e-06,1.299724287246978483e+24,6.548495412353051709e+23,3.365990217660983285e+23,1.717473011244888710e+23
5.965965965965965928e-06,1.299724163118568359e+24,6.548478527552614553e+23,3.365981300092784985e+23,1.717468381969747490e+23
5.985985985985986409e-06,1.299724034201008780e+24,6.548459964810837476e+23,3.365971494648914588e+23,1.717463291212652243e+23
6.006006006006006042e-06,1.299723900481253247e+24,6.548439719812130627e+23,3.365960798981366491e+23,1.717457737730982695e+23
6.026026026026026522e-06,1.299723761945653428e+24,6.548417787824592975e+23,3.365949210514761533e+23,1.717451720161496431e+23
6.046046046046046156e-06,1.299723618579947614e+24,6.548394163697615184e+23,3.365936726445033007e+23,1.717445237019616194e+23
6.066066066066065789e-06,1.299723470369268240e+24,6.548368841859419393e+23,3.365923343738042875e+23,1.717438286698659814e+23
6.086086086086086269e-06,1.299723317298129264e+24,6.548341816314305079e+23,3.365909059127975849e+23,1.717430867468998662e+23
6.106106106106105903e-06,1.299723159350418117e+24,6.548313080639696258e+23,3.365893869115706641e+23,1.717422977477143628e+23
6.126126126126126383e-06,1.299722996509404291e+24,6.548282627982967240e+23,3.365877769966986000e+23,1.717414614744767345e+23
6.146146146146146016e-06,1.299722828757720816e+24,6.548250451058032158e+23,3.365860757710502615e+23,1.717405777167653934e+23
6.166166166166166497e-06,1.299722656077363727e+24,6.548216542141730479e+23,3.365842828135828910e+23,1.717396462514580299e+23
6.186186186186186130e-06,1.299722478449689107e+24,6.548180893069952145e+23,3.365823976791238666e+23,1.717386668426118908e+23
6.206206206206206610e-06,1.299722295855401279e+24,6.548143495233539901e+23,3.365804198981364917e+23,1.717376392413369766e+23
6.226226226226226244e-06,1.299722108274553609e+24,6.548104339573974195e+23,3.365783489764741758e+23,1.717365631856627973e+23
6.246246246246246724e-06,1.299721915686538040e+24,6.548063416578772199e+23,3.365761843951211255e+23,1.717354384003959001e+23
6.266266266266266357e-06,1.299721718070078108e+24,6.548020716276684151e+23,3.365739256099180034e+23,1.717342645969707535e+23
6.286286286286286838e-06,1.299721515403226531e+24,6.547976228232633348e+23,3.365715720512725550e+23,1.717330414732928468e+23
6.306306306306306471e-06,1.299721307663351784e+24,6.547929941542355495e+23,3.365691231238571489e+23,1.717317687135728975e+23
6.326326326326326104e-06,1.299721094827137831e+24,6.547881844826848792e+23,3.365665782062923582e+23,1.717304459881541471e+23
6.346346346346346585e-06,1.299720876870569095e+24,6.547831926226516684e+23,3.365639366508116852e+23,1.717290729533304618e+23
6.366366366366366218e-06,1.299720653768932333e+24,6.547780173395056919e+23,3.365611977829144068e+23,1.717276492511561132e+23
6.386386386386386699e-06,1.299720425496798118e+24,6.547726573493062048e+23,3.365583609010021802e+23,1.717261745092474710e+23
6.406406406406406332e-06,1.299720192028020031e+24,6.547671113181379680e+23,3.365554252759969248e+23,1.717246483405748652e+23
6.426426426426426812e-06,1.299719953335723120e+24,6.547613778614100941e+23,3.365523901509461554e+23,1.717230703432464954e+23
6.446446446446446446e-06,1.299719709392296919e+24,6.547554555431386538e+23,3.365492547406075108e+23,1.717214401002822403e+23
6.466466466466466926e-06,1.299719460169382028e+24,6.547493428751891515e+23,3.365460182310196599e+23,1.717197571793780390e+23
6.486486486486486559e-06,1.299719205637865815e+24,6.547430383164912168e+23,3.365426797790532762e+23,1.717180211326612448e+23
6.506506506506507040e-06,1.299718945767874904e+24,6.547365402722217555e+23,3.365392385119457724e+23,1.717162314964359814e+23
6.526526526526526673e-06,1.299718680528751283e+24,6.547298470929612575e+23,3.365356935268138882e+23,1.717143877909165858e+23
6.546546546546546306e-06,1.299718409889060890e+24,6.547229570738098379e+23,3.365320438901533940e+23,1.717124895199538383e+23
6.566566566566566787e-06,1.299718133816568922e+24,6.547158684534744233e+23,3.365282886373131587e+23,1.717105361707467633e+23
6.586586586586586420e-06,1.299717852278235001e+24,6.547085794133213079e+23,3.365244267719536484e+23,1.717085272135465110e+23
6.606606606606606900e-06,1.299717565240202169e+24,6.547010880763913988e+23,3.365204572654824734e+23,1.717064621013471204e+23
6.626626626626626534e-06,1.299717272667780779e+24,6.546933925063809659e+23,3.365163790564712126e+23,1.717043402695651078e+23
6.646646646646647014e-06,1.299716974525441521e+24,6.546854907065885702e+23,3.365121910500478765e+23,1.717021611357075459e+23
6.666666666666666647e-06,1.299716670776803873e+24,6.546773806188127333e+23,3.365078921172693727e+23,1.716999240990273936e+23
6.686686686686687128e-06,1.299716361384613827e+24,6.546690601222275953e+23,3.365034810944708181e+23,1.716976285401661068e+23
6.706706706706706761e-06,1.299716046310746031e+24,6.546605270322035441e+23,3.364989567825898866e+23,1.716952738207832987e+23
6.726726726726727241e-06,1.299715725516177217e+24,6.546517790990956317e+23,3.364943179464697499e+23,1.716928592831732798e+23
6.746746746746746875e-06,1.299715398960977881e+24,6.546428140069819274e+23,3.364895633141347710e+23,1.716903842498680749e+23
6.766766766766766508e-06,1.299715066604296977e+24,6.546336293723675117e+23,3.364846915760413685e+23,1.716878480232251402e+23
6.786786786786786988e-06,1.299714728404353332e+24,6.546242227428388095e+23,3.364797013843043848e+23,1.716852498850011215e+23
6.806806806806806622e-06,1.299714384318405043e+24,6.546145915956674565e+23,3.364745913518918478e+23,1.716825890959108478e+23
6.826826826826827102e-06,1.299714034302754037e+24,6.546047333363757812e+23,3.364693600517983232e+23,1.716798648951700854e+23
6.846846846846846735e-06,1.299713678312714403e+24,6.545946452972469874e+23,3.364640060161833042e+23,1.716770765000228230e+23
6.866866866866867216e-06,1.299713316302605672e+24,6.545843247357868848e+23,3.364585277354830924e+23,1.716742231052506051e+23
6.886886886886886849e-06,1.299712948225728397e+24,6.545737688331340806e+23,3.364529236574916082e+23,1.716713038826671692e+23
6.906906906906907329e-06,1.299712574034355291e+24,6.545629746924162143e+23,3.364471921864099276e+23,1.716683179805932173e+23
6.926926926926926963e-06,1.299712193679701968e+24,6.545519393370504933e+23,3.364413316818623990e+23,1.716652645233137749e+23
6.946946946946947443e-06,1.299711807111922648e+24,6.545406597089898697e+23,3.364353404578786024e+23,1.716621426105166898e+23
6.966966966966967076e-06,1.299711414280080629e+24,6.545291326669081480e+23,3.364292167818432962e+23,1.716589513167112356e+23
6.986986986986987557e-06,1.299711015132133524e+24,6.545173549843240242e+23,3.364229588734069053e+23,1.716556896906283256e+23
7.007007007007007190e-06,1.299710609614912860e+24,6.545053233476674110e+23,3.364165649033615146e+23,1.716523567545961656e+23
7.027027027027026824e-06,1.299710197674099647e+24,6.544930343542742246e+23,3.364100329924778053e+23,1.716489515038985924e+23
7.047047047047047304e-06,1.299709779254210963e+24,6.544804845103223847e+23,3.364033612103014574e+23,1.716454729061080792e+23
7.067067067067066937e-06,1.299709354298571491e+24,6.544676702286927867e+23,3.363965475739097566e+23,1.716419199003972317e+23
7.087087087087087418e-06,1.299708922749296885e+24,6.544545878267642386e+23,3.363895900466258557e+23,1.716382913968263607e+23
7.107107107107107051e-06,1.299708484547265039e+24,6.544412335241309538e+23,3.363824865366894151e+23,1.716345862756044458e+23
7.127127127127127531e-06,1.299708039632093278e+24,6.544276034402485073e+23,3.363752348958798643e+23,1.716308033863279192e+23
7.147147147147147165e-06,1.299707587942126004e+24,6.544136935919971121e+23,3.363678329180950364e+23,1.716269415471893856e+23
7.167167167167167645e-06,1.299707129414387184e+24,6.543994998911712111e+23,3.363602783378812824e+23,1.716229995441614435e+23
7.187187187187187278e-06,1.299706663984576864e+24,6.543850181418733713e+23,3.363525688289115767e+23,1.716189761301505439e+23
7.207207207207207759e-06,1.299706191587033584e+24,6.543702440378383854e+23,3.363447020024140954e+23,1.716148700241227290e+23
7.227227227227227392e-06,1.299705712154706730e+24,6.543551731596508036e+23,3.363366754055430823e+23,1.716106799101965888e+23
7.247247247247247025e-06,1.299705225619133449e+24,6.543398009718826064e+23,3.363284865196987106e+23,1.716064044367071265e+23
7.267267267267267506e-06,1.299704731910409122e+24,6.543241228201307511e+23,3.363201327587858097e+23,1.716020422152349611e+23
7.287287287287287139e-06,1.299704230957153272e+24,6.543081339279501626e+23,3.363116114674120592e+23,1.715975918196023120e+23
7.307307307307307619e-06,1.299703722686485405e+24,6.542918293936985426e+23,3.363029199190293417e+23,1.715930517848327109e+23
7.327327327327327253e-06,1.299703207023989037e+24,6.542752041872562229e+23,3.362940553140011417e+23,1.715884206060749780e+23
7.347347347347347733e-06,1.299702683893682976e+24,6.542582531466542134e+23,3.362850147776152511e+23,1.715836967374884102e+23
7.367367367367367366e-06,1.299702153217987765e+24,6.542409709745743405e+23,3.362757953580152054e+23,1.715788785910885080e+23
7.387387387387387847e-06,1.299701614917687295e+24,6.542233522347397297e+23,3.362663940240694428e+23,1.715739645355522701e+23
7.407407407407407480e-06,1.299701068911899010e+24,6.542053913481804660e+23,3.362568076631593294e+23,1.715689528949790957e+23
7.427427427427427960e-06,1.299700515118038206e+24,6.541870825893708075e+23,3.362470330788932296e+23,1.715638419476099105e+23
7.447447447447447594e-06,1.299699953451775885e+24,6.541684200822371474e+23,3.362370669887395767e+23,1.715586299244975730e+23
7.467467467467467227e-06,1.299699383827005736e+24,6.541493977960309536e+23,3.362269060215763926e+23,1.715533150081311761e+23
7.487487487487487707e-06,1.299698806155800652e+24,6.541300095410584966e+23,3.362165467151532976e+23,1.715478953310097150e+23
7.507507507507507341e-06,1.299698220348374342e+24,6.541102489642609263e+23,3.362059855134630577e+23,1.715423689741643169e+23
7.527527527527527821e-06,1.299697626313043749e+24,6.540901095446539561e+23,3.361952187640256890e+23,1.715367339656271186e+23
7.547547547547547454e-06,1.299697023956176708e+24,6.540695845885926609e+23,3.361842427150643820e+23,1.715309882788427994e+23
7.567567567567567935e-06,1.299696413182156241e+24,6.540486672248909186e+23,3.361730535125922391e+23,1.715251298310234749e+23
7.587587587587587568e-06,1.299695793893330091e+24,6.540273503997546904e+23,3.361616471973847252e+23,1.715191564814417490e+23
7.607607607607608048e-06,1.299695165989965093e+24,6.540056268715530325e+23,3.361500197018497104e+23,1.715130660296617246e+23
7.627627627627627682e-06,1.299694529370202070e+24,6.539834892053971762e+23,3.361381668467799375e+23,1.715068562137033411e+23
7.647647647647647315e-06,1.299693883930001881e+24,6.539609297675326430e+23,3.361260843379897276e+23,1.715005247081393349e+23
7.667667667667668643e-06,1.299693229563094420e+24,6.539379407195329853e+23,3.361137677628282042e+23,1.714940691221202925e+23
7.687687687687688276e-06,1.299692566160926266e+24,6.539145140122912618e+23,3.361012125865652802e+23,1.714874869973266224e+23
7.707707707707707909e-06,1.299691893612610761e+24,6.538906413797948848e+23,3.360884141486444999e+23,1.714807758058413380e+23
7.727727727727727543e-06,1.299691211804862235e+24,6.538663143326831692e+23,3.360753676587969660e+23,1.714739329479449950e+23
7.747747747747747176e-06,1.299690520621947694e+24,6.538415241515714772e+23,3.360620681930144722e+23,1.714669557498244938e+23
7.767767767767768503e-06,1.299689819945621321e+24,6.538162618801368576e+23,3.360485106893674135e+23,1.714598414611960499e+23
7.787787787787788137e-06,1.299689109655063001e+24,6.537905183179560536e+23,3.360346899436731766e+23,1.714525872528362591e+23
7.807807807807807770e-06,1.299688389626818462e+24,6.537642840130858129e+23,3.360206006049958202e+23,1.714451902140174985e+23
7.827827827827827403e-06,1.299687659734727066e+24,6.537375492543732850e+23,3.360062371709814718e+23,1.714376473498470937e+23
7.847847847847848731e-06,1.299686919849867049e+24,6.537103040634821468e+23,3.359915939830141414e+23,1.714299555784989774e+23
7.867867867867868364e-06,1.299686169840465861e+24,6.536825381866394196e+23,3.359766652211889994e+23,1.714221117283403227e+23
7.887887887887887997e-06,1.299685409571848092e+24,6.536542410860671439e+23,3.359614448990938569e+23,1.714141125349455681e+23
7.907907907907907631e-06,1.299684638906346350e+24,6.536254019311025342e+23,3.359459268583903262e+23,1.714059546379911556e+23
7.927927927927927264e-06,1.299683857703233078e+24,6.535960095889949385e+23,3.359301047631885548e+23,1.713976345780290710e+23
7.947947947947948591e-06,1.299683065818638147e+24,6.535660526153565146e+23,3.359139720942013047e+23,1.713891487931320049e+23
7.967967967967968225e-06,1.299682263105464026e+24,6.535355192442536067e+23,3.358975221426750300e+23,1.713804936154044967e+23
7.987987987987987858e-06,1.299681449413306598e+24,6.535043973779365393e+23,3.358807480040817101e+23,1.713716652673546269e+23
8.008008008008007491e-06,1.299680624588366306e+24,6.534726745761742733e+23,3.358636425715652000e+23,1.713626598581182713e+23
8.028028028028028819e-06,1.299679788473355810e+24,6.534403380451940604e+23,3.358461985291298144e+23,1.713534733795336682e+23
8.048048048048048452e-06,1.299678940907404962e+24,6.534073746261933451e+23,3.358284083445594031e+23,1.713441017020527443e+23
8.068068068068068085e-06,1.299678081725971418e+24,6.533737707834233774e+23,3.358102642620559786e+23,1.713345405704888281e+23
8.088088088088087719e-06,1.299677210760728698e+24,6.533395125918105810e+23,3.357917582945854129e+23,1.713247855995880357e+23
8.108108108108109046e-06,1.299676327839480022e+24,6.533045857241038628e+23,3.357728822159160451e+23,1.713148322694183550e+23
8.128128128128128679e-06,1.299675432786035093e+24,6.532689754375297476e+23,3.357536275523365744e+23,1.713046759205687441e+23
8.148148148148148313e-06,1.299674525420110242e+24,6.532326665599244650e+23,3.357339855740423698e+23,1.712943117491478777e+23
8.168168168168167946e-06,1.299673605557208977e+24,6.531956434753317167e+23,3.357139472861663697e+23,1.712837348015739817e+23
8.188188188188187579e-06,1.299672673008504132e+24,6.531578901090345807e+23,3.356935034194517557e+23,1.712729399691444853e+23
8.208208208208208907e-06,1.299671727580720570e+24,6.531193899119988714e+23,3.356726444205352598e+23,1.712619219823801863e+23
8.228228228228228540e-06,1.299670769076000690e+24,6.530801258447033933e+23,3.356513604418354020e+23,1.712506754051246035e+23
8.248248248248248173e-06,1.299669797291780949e+24,6.530400803603342709e+23,3.356296413310206943e+23,1.712391946283959661e+23
8.268268268268267807e-06,1.299668812020652544e+24,6.529992353873024181e+23,3.356074766200398236e+23,1.712274738639740223e+23
8.288288288288289134e-06,1.299667813050216190e+24,6.529575723110633444e+23,3.355848555136945561e+23,1.712155071377108957e+23
8.308308308308308768e-06,1.299666800162946557e+24,6.529150719552131254e+23,3.355617668777328803e+23,1.712032882825534416e+23
8.328328328328328401e-06,1.299665773136033626e+24,6.528717145618144989e+23,3.355381992264408456e+23,1.711908109312617003e+23
8.348348348348348034e-06,1.299664731741228072e+24,6.528274797709247696e+23,3.355141407097069272e+23,1.711780685088095228e+23
8.368368368368369362e-06,1.299663675744679931e+24,6.527823465992974689e+23,3.354895790995387135e+23,1.711650542244525381e+23
8.388388388388388995e-06,1.299662604906769219e+24,6.527362934182008618e+23,3.354645017760008482e+23,1.711517610634452077e+23
8.408408408408408628e-06,1.299661518981930645e+24,6.526892979303310216e+23,3.354388957125484552e+23,1.711381817783921043e+23
8.428428428428428262e-06,1.299660417718477245e+24,6.526413371457730322e+23,3.354127474607298739e+23,1.711243088802124074e+23
8.448448448448447895e-06,1.299659300858407114e+24,6.525923873569563623e+23,3.353860431342214610e+23,1.711101346287015785e+23
8.468468468468469222e-06,1.299658168137210126e+24,6.525424241125713951e+23,3.353587683921698950e+23,1.710956510226683380e+23
8.488488488488488856e-06,1.299657019283666614e+24,6.524914221903904726e+23,3.353309084218027263e+23,1.710808497896259385e+23
8.508508508508508489e-06,1.299655854019637447e+24,6.524393555689432574e+23,3.353024479202747582e+23,1.710657223750139102e+23
8.528528528528528122e-06,1.299654672059843652e+24,6.523861973979931271e+23,3.352733710757073099e+23,1.710502599309315906e+23
8.548548548548549450e-06,1.299653473111640382e+24,6.523319199677630634e+23,3.352436615473913030e+23,1.710344533043499825e+23
8.568568568568569083e-06,1.299652256874783922e+24,6.522764946768346627e+23,3.352133024450984039e+23,1.710182930247854661e+23
8.588588588588588716e-06,1.299651023041183653e+24,6.522198919986810811e+23,3.351822763074688154e+23,1.710017692913999324e+23
8.608608608608608350e-06,1.299649771294644886e+24,6.521620814467474727e+23,3.351505650794198834e+23,1.709848719595005930e+23
8.628628628628627983e-06,1.299648501310615735e+24,6.521030315380194673e+23,3.351181500885343121e+23,1.709675905264100751e+23
8.648648648648649310e-06,1.299647212755894514e+24,6.520427097550035825e+23,3.350850120203690018e+23,1.709499141166724400e+23
8.668668668668668944e-06,1.299645905288356210e+24,6.519810825060441423e+23,3.350511308926353827e+23,1.709318314665594910e+23
8.688688688688688577e-06,1.299644578556651021e+24,6.519181150838863713e+23,3.350164860281910502e+23,1.709133309078441527e+23
8.708708708708708210e-06,1.299643232199888148e+24,6.518537716224161428e+23,3.349810560267835104e+23,1.708944003507987751e+23
8.728728728728729538e-06,1.299641865847320913e+24,6.517880150514707485e+23,3.349448187354796660e+23,1.708750272663811869e+23
8.748748748748749171e-06,1.299640479118004238e+24,6.517208070496284836e+23,3.349077512177153422e+23,1.708551986675613853e+23
8.768768768768768804e-06,1.299639071620440850e+24,6.516521079948840345e+23,3.348698297208941209e+23,1.708349010897473571e+23
8.788788788788788438e-06,1.299637642952227208e+24,6.515818769130937049e+23,3.348310296424542802e+23,1.708141205702602685e+23
8.808808808808809765e-06,1.299636192699655152e+24,6.515100714240855213e+23,3.347913254943344495e+23,1.707928426268065456e+23
8.828828828828829398e-06,1.299634720437327230e+24,6.514366476853022829e+23,3.347506908657409411e+23,1.707710522348964130e+23
8.848848848848849032e-06,1.299633225727735524e+24,6.513615603328819921e+23,3.347090983841400514e+23,1.707487338041498340e+23
8.868868868868868665e-06,1.299631708120828665e+24,6.512847624200046730e+23,3.346665196743687647e+23,1.707258711534296231e+23
8.888888888888888298e-06,1.299630167153563008e+24,6.512062053523967265e+23,3.346229253157776901e+23,1.707024474847399568e+23
8.908908908908909626e-06,1.299628602349419984e+24,6.511258388208306870e+23,3.345782847972873161e+23,1.706784453558206569e+23
8.928928928928929259e-06,1.299627013217929629e+24,6.510436107304722057e+23,3.345325664702566498e+23,1.706538466513687287e+23
8.948948948948948892e-06,1.299625399254132906e+24,6.509594671269021913e+23,3.344857374990406947e+23,1.706286325528090053e+23
8.968968968968968526e-06,1.299623759938065506e+24,6.508733521186460690e+23,3.344377638091130835e+23,1.706027835065366898e+23
8.988988988988989853e-06,1.299622094734176144e+24,6.507852077960218500e+23,3.343886100326248182e+23,1.705762791905463317e+23
9.009009009009009487e-06,1.299620403090742718e+24,6.506949741461219249e+23,3.343382394512533545e+23,1.705490984793575805e+23
9.029029029029029120e-06,1.299618684439259196e+24,6.506025889637045717e+23,3.342866139362017747e+23,1.705212194071447706e+23
9.049049049049048753e-06,1.299616938193781176e+24,6.505079877577984159e+23,3.342336938851836981e+23,1.704926191289690027e+23
9.069069069069070081e-06,1.299615163750257479e+24,6.504111036537727468e+23,3.341794381562350844e+23,1.704632738800064224e+23
9.089089089089089714e-06,1.299613360485813155e+24,6.503118672906390780e+23,3.341238039981700552e+23,1.704331589326642799e+23
9.109109109109109347e-06,1.299611527758011292e+24,6.502102067133202144e+23,3.340667469775057841e+23,1.704022485514601848e+23
9.129129129129128981e-06,1.299609664904071865e+24,6.501060472596165107e+23,3.340082209016446578e+23,1.703705159455452021e+23
9.149149149149148614e-06,1.299607771240055691e+24,6.499993114415744460e+23,3.339481777381174149e+23,1.703379332187328810e+23
9.169169169169169941e-06,1.299605846060004096e+24,6.498899188209553884e+23,3.338865675296598319e+23,1.703044713168977495e+23
9.189189189189189575e-06,1.299603888635041265e+24,6.497777858784733031e+23,3.338233383048914288e+23,1.702700999725897660e+23
9.209209209209209208e-06,1.299601898212429352e+24,6.496628258764584754e+23,3.337584359843442689e+23,1.702347876467117497e+23
9.229229229229228841e-06,1.299599874014567748e+24,6.495449487145765395e+23,3.336918042815822089e+23,1.701985014670900404e+23
