x,t=1.00e-01s,t=2.00e-01s,t=5.00e-01s,t=1.00e+00s
3.240999999999999971e-06,7.033868444917620736e+18,1.060534443605732557e+19,1.357531415950732698e+19,1.394119810090376602e+19
3.248000000000000073e-06,7.035517366723911680e+18,1.060823196955642880e+19,1.357927402919161037e+19,1.394529038147017523e+19
3.254999999999999752e-06,7.037120880796306432e+18,1.061104025573982208e+19,1.358312539361971405e+19,1.394927054435122790e+19
3.261999999999999855e-06,7.038679006455844864e+18,1.061376930600058470e+19,1.358686825409691443e+19,1.395313858958102938e+19
3.268999999999999957e-06,7.040191762478607360e+18,1.061641913141191066e+19,1.359050261189188608e+19,1.395689451719273062e+19
3.276000000000000059e-06,7.041659167095823360e+18,1.061898974272708403e+19,1.359402846823662387e+19,1.396053832721851392e+19
3.282999999999999738e-06,7.043081237993870336e+18,1.062148115037932749e+19,1.359744582432652083e+19,1.396407001968961741e+19
3.289999999999999841e-06,7.044457992314380288e+18,1.062389336448176333e+19,1.360075468132028416e+19,1.396748959463630643e+19
3.296999999999999943e-06,7.045789446654258176e+18,1.062622639482729677e+19,1.360395504033994957e+19,1.397079705208791245e+19
3.304000000000000045e-06,7.047075617065755648e+18,1.062848025088856678e+19,1.360704690247089766e+19,1.397399239207277158e+19
3.310999999999999724e-06,7.048316519056496640e+18,1.063065494181781504e+19,1.361003026876178227e+19,1.397707561461829632e+19
3.317999999999999827e-06,7.049512167589557248e+18,1.063275047644687360e+19,1.361290514022459597e+19,1.398004671975092019e+19
3.324999999999999929e-06,7.050662577083486208e+18,1.063476686328703795e+19,1.361567151783456563e+19,1.398290570749612851e+19
3.332000000000000031e-06,7.051767761412360192e+18,1.063670411052901990e+19,1.361832940253024870e+19,1.398565257787844198e+19
3.338999999999999710e-06,7.052827733905819648e+18,1.063856222604288410e+19,1.362087879521344307e+19,1.398828733092141056e+19
3.345999999999999813e-06,7.053842507349138432e+18,1.064034121737796198e+19,1.362331969674920550e+19,1.399080996664766054e+19
3.352999999999999915e-06,7.054812093983204352e+18,1.064204109176280883e+19,1.362565210796587008e+19,1.399322048507880858e+19
3.360000000000000017e-06,7.055736505504637952e+18,1.064366185610513203e+19,1.362787602965497446e+19,1.399551888623554765e+19
3.367000000000000120e-06,7.056615753065756672e+18,1.064520351699172966e+19,1.362999146257132544e+19,1.399770517013758976e+19
3.373999999999999799e-06,7.057449847274650624e+18,1.064666608068845363e+19,1.363199840743293952e+19,1.399977933680371098e+19
3.380999999999999901e-06,7.058238798195197952e+18,1.064804955314013594e+19,1.363389686492106138e+19,1.400174138625169203e+19
3.388000000000000003e-06,7.058982615347117056e+18,1.064935393997054566e+19,1.363568683568014950e+19,1.400359131849838182e+19
3.395000000000000106e-06,7.059681307705964544e+18,1.065057924648235827e+19,1.363736832031787213e+19,1.400532913355965440e+19
3.401999999999999785e-06,7.060334883703196672e+18,1.065172547765708595e+19,1.363894131940508877e+19,1.400695483145041920e+19
3.408999999999999887e-06,7.060943351226169344e+18,1.065279263815504486e+19,1.364040583347587277e+19,1.400846841218463744e+19
3.415999999999999989e-06,7.061506717618187264e+18,1.065378073231532851e+19,1.364176186302747034e+19,1.400986987577529958e+19
3.423000000000000092e-06,7.062024989678500864e+18,1.065468976415576883e+19,1.364300940852032102e+19,1.401115922223442739e+19
3.429999999999999771e-06,7.062498173662352384e+18,1.065551973737287475e+19,1.364414847037805158e+19,1.401233645157311078e+19
3.436999999999999873e-06,7.062926275280975872e+18,1.065627065534183014e+19,1.364517904898746778e+19,1.401340156380141773e+19
3.443999999999999975e-06,7.063309299701623808e+18,1.065694252111646106e+19,1.364610114469851750e+19,1.401435455892852736e+19
3.451000000000000078e-06,7.063647251547590656e+18,1.065753533742921318e+19,1.364691475782436864e+19,1.401519543696260710e+19
3.457999999999999757e-06,7.063940134898215936e+18,1.065804910669110886e+19,1.364761988864132506e+19,1.401592419791087206e+19
3.464999999999999859e-06,7.064187953288900608e+18,1.065848383099174502e+19,1.364821653738884710e+19,1.401654084177959117e+19
3.471999999999999961e-06,7.064390709711117312e+18,1.065883951209928499e+19,1.364870470426958438e+19,1.401704536857404416e+19
3.479000000000000064e-06,7.064548406612419584e+18,1.065911615146040525e+19,1.364908438944934093e+19,1.401743777829858304e+19
3.485999999999999743e-06,7.064661045896463360e+18,1.065931375020032410e+19,1.364935559305704038e+19,1.401771807095654400e+19
3.492999999999999845e-06,7.064728628922987520e+18,1.065943230912277914e+19,1.364951831518482022e+19,1.401788624655037030e+19
3.499999999999999947e-06,7.064751156507833344e+18,1.065947182871000678e+19,1.364957255588793958e+19,1.401794230508148122e+19
3.507000000000000050e-06,7.064728628922960896e+18,1.065943230912276070e+19,1.364951831518481613e+19,1.401788624655037235e+19
3.513999999999999729e-06,7.064661045896407040e+18,1.065931375020027904e+19,1.364935559305704243e+19,1.401771807095654605e+19
3.520999999999999831e-06,7.064548406612337664e+18,1.065911615146034790e+19,1.364908438944932454e+19,1.401743777829858099e+19
3.527999999999999934e-06,7.064390709711004672e+18,1.065883951209920102e+19,1.364870470426957619e+19,1.401704536857404416e+19
3.535000000000000036e-06,7.064187953288762368e+18,1.065848383099165491e+19,1.364821653738884096e+19,1.401654084177959322e+19
3.541999999999999715e-06,7.063940134898053120e+18,1.065804910669099008e+19,1.364761988864130048e+19,1.401592419791087616e+19
3.548999999999999817e-06,7.063647251547402240e+18,1.065753533742907597e+19,1.364691475782435226e+19,1.401519543696260710e+19
3.555999999999999920e-06,7.063309299701407744e+18,1.065694252111630950e+19,1.364610114469849498e+19,1.401435455892852531e+19
3.563000000000000022e-06,7.062926275280731136e+18,1.065627065534165197e+19,1.364517904898744320e+19,1.401340156380142182e+19
3.569999999999999701e-06,7.062498173662081024e+18,1.065551973737268224e+19,1.364414847037802496e+19,1.401233645157310669e+19
3.576999999999999803e-06,7.062024989678201856e+18,1.065468976415555174e+19,1.364300940852029645e+19,1.401115922223442739e+19
3.583999999999999906e-06,7.061506717617859584e+18,1.065378073231510118e+19,1.364176186302743962e+19,1.400986987577529754e+19
3.591000000000000008e-06,7.060943351225818112e+18,1.065279263815479091e+19,1.364040583347584410e+19,1.400846841218463949e+19
3.598000000000000110e-06,7.060334883702813696e+18,1.065172547765680947e+19,1.363894131940505600e+19,1.400695483145042125e+19
3.604999999999999789e-06,7.059681307705551872e+18,1.065057924648206541e+19,1.363736832031783526e+19,1.400532913355964621e+19
3.611999999999999892e-06,7.058982615346676736e+18,1.064935393997023437e+19,1.363568683568011878e+19,1.400359131849837773e+19
3.618999999999999994e-06,7.058238798194734080e+18,1.064804955313980211e+19,1.363389686492101837e+19,1.400174138625168998e+19
3.626000000000000096e-06,7.057449847274153984e+18,1.064666608068810138e+19,1.363199840743289651e+19,1.399977933680370893e+19
3.632999999999999775e-06,7.056615753065233408e+18,1.064520351699136102e+19,1.362999146257127219e+19,1.399770517013759181e+19
3.639999999999999878e-06,7.055736505504083968e+18,1.064366185610473472e+19,1.362787602965492531e+19,1.399551888623554560e+19
3.646999999999999980e-06,7.054812093982625792e+18,1.064204109176239718e+19,1.362565210796581274e+19,1.399322048507880038e+19
3.654000000000000082e-06,7.053842507348524032e+18,1.064034121737752986e+19,1.362331969674915226e+19,1.399080996664765235e+19
3.660999999999999761e-06,7.052827733905182720e+18,1.063856222604242534e+19,1.362087879521338163e+19,1.398828733092141261e+19
3.667999999999999864e-06,7.051767761411689472e+18,1.063670411052854682e+19,1.361832940253019136e+19,1.398565257787843789e+19
3.674999999999999966e-06,7.050662577082788864e+18,1.063476686328653824e+19,1.361567151783450214e+19,1.398290570749612851e+19
3.682000000000000068e-06,7.049512167588832256e+18,1.063275047644635955e+19,1.361290514022453453e+19,1.398004671975091610e+19
3.688999999999999747e-06,7.048316519055741952e+18,1.063065494181727437e+19,1.361003026876171264e+19,1.397707561461829018e+19
3.695999999999999850e-06,7.047075617064969216e+18,1.062848025088801178e+19,1.360704690247082803e+19,1.397399239207276749e+19
3.702999999999999952e-06,7.045789446653448192e+18,1.062622639482672128e+19,1.360395504033987584e+19,1.397079705208790835e+19
3.710000000000000054e-06,7.044457992313538560e+18,1.062389336448116531e+19,1.360075468132021043e+19,1.396748959463630438e+19
3.716999999999999733e-06,7.043081237993000960e+18,1.062148115037871104e+19,1.359744582432644096e+19,1.396407001968960922e+19
3.723999999999999836e-06,7.041659167094923264e+18,1.061898974272645120e+19,1.359402846823654810e+19,1.396053832721850982e+19
3.730999999999999938e-06,7.040191762477679616e+18,1.061641913141125530e+19,1.359050261189179802e+19,1.395689451719272448e+19
3.738000000000000040e-06,7.038679006454886400e+18,1.061376930599990682e+19,1.358686825409683046e+19,1.395313858958102528e+19
3.744999999999999719e-06,7.037120880795318272e+18,1.061104025573912371e+19,1.358312539361962394e+19,1.394927054435121766e+19
3.751999999999999822e-06,7.035517366722890752e+18,1.060823196955570995e+19,1.357927402919151616e+19,1.394529038147016909e+19
3.758999999999999924e-06,7.033868444916571136e+18,1.060534443605658214e+19,1.357531415950723686e+19,1.394119810090375987e+19
3.766000000000000027e-06,7.032174095510336512e+18,1.060237764352896205e+19,1.357124578322489549e+19,1.393699370261694259e+19
3.772999999999999705e-06,7.030434298093099008e+18,1.059933157994034381e+19,1.356706889896600781e+19,1.393267718657369088e+19
3.779999999999999808e-06,7.028649031708656640e+18,1.059620623293872128e+19,1.356278350531552051e+19,1.392824855273705062e+19
3.786999999999999910e-06,7.026818274855629824e+18,1.059300158985260851e+19,1.355838960082178253e+19,1.392370780106908058e+19
3.794000000000000013e-06,7.024942005487367168e+18,1.058971763769120973e+19,1.355388718399662694e+19,1.391905493153089946e+19
3.800999999999999691e-06,7.023020201011916800e+18,1.058635436314443162e+19,1.354927625331530547e+19,1.391428994408267776e+19
3.807999999999999794e-06,7.021052838291938304e+18,1.058291175258310656e+19,1.354455680721658266e+19,1.390941283868361933e+19
3.814999999999999896e-06,7.019039893644625920e+18,1.057938979205905203e+19,1.353972884410268672e+19,1.390442361529197568e+19
3.821999999999999999e-06,7.016981342841659392e+18,1.057578846730516480e+19,1.353479236233937306e+19,1.389932227386506445e+19
3.829000000000000101e-06,7.014877161109089280e+18,1.057210776373558477e+19,1.352974736025590989e+19,1.389410881435921408e+19
3.836000000000000203e-06,7.012727323127316480e+18,1.056834766644581171e+19,1.352459383614509466e+19,1.388878323672984371e+19
3.843000000000000306e-06,7.010531803030969344e+18,1.056450816021279539e+19,1.351933178826330931e+19,1.388334554093137510e+19
3.849999999999999561e-06,7.008290574408847360e+18,1.056058922949509939e+19,1.351396121483046912e+19,1.387779572691731046e+19
3.856999999999999663e-06,7.006003610303840256e+18,1.055659085843301990e+19,1.350848211403012301e+19,1.387213379464019558e+19
3.863999999999999766e-06,7.003670883212839936e+18,1.055251303084871475e+19,1.350289448400940442e+19,1.386635974405161370e+19
3.870999999999999868e-06,7.001292365086665728e+18,1.054835573024634675e+19,1.349719832287907430e+19,1.386047357510221414e+19
3.877999999999999971e-06,6.998868027329971200e+18,1.054411893981220250e+19,1.349139362871354163e+19,1.385447528774166938e+19
3.885000000000000073e-06,6.996397840801170432e+18,1.053980264241487667e+19,1.348548039955089408e+19,1.384836488191873843e+19
3.892000000000000175e-06,6.993881775812336640e+18,1.053540682060537037e+19,1.347945863339287142e+19,1.384214235758119731e+19
3.899000000000000278e-06,6.991319802129130496e+18,1.053093145661724467e+19,1.347332832820495974e+19,1.383580771467590656e+19
3.905999999999999533e-06,6.988711888970692608e+18,1.052637653236680704e+19,1.346708948191632998e+19,1.382936095314875597e+19
3.912999999999999636e-06,6.986058005009565696e+18,1.052174202945323008e+19,1.346074209241992397e+19,1.382280207294467891e+19
3.919999999999999738e-06,6.983358118371606528e+18,1.051702792915869901e+19,1.345428615757242982e+19,1.381613107400770560e+19
3.926999999999999840e-06,6.980612196635864064e+18,1.051223421244858778e+19,1.344772167519433933e+19,1.380934795628086272e+19
3.933999999999999943e-06,6.977820206834523136e+18,1.050736085997163930e+19,1.344104864306994586e+19,1.380245271970629222e+19
3.941000000000000045e-06,6.974982115452770304e+18,1.050240785206007603e+19,1.343426705894736282e+19,1.379544536422512230e+19
3.948000000000000147e-06,6.972097888428724224e+18,1.049737516872980070e+19,1.342737692053857075e+19,1.378832588977761280e+19
3.955000000000000250e-06,6.969167491153318912e+18,1.049226278968056422e+19,1.342037822551940915e+19,1.378109429630300365e+19
3.961999999999999505e-06,6.966190888470220800e+18,1.048707069429612954e+19,1.341327097152963994e+19,1.377375058373966438e+19
3.968999999999999608e-06,6.963168044675692544e+18,1.048179886164443136e+19,1.340605515617290854e+19,1.376629475202495488e+19
3.975999999999999710e-06,6.960098923518541824e+18,1.047644727047779533e+19,1.339873077701683610e+19,1.375872680109534003e+19
3.982999999999999812e-06,6.956983488199961600e+18,1.047101589923305062e+19,1.339129783159299686e+19,1.375104673088633037e+19
3.989999999999999915e-06,6.953821701373468672e+18,1.046550472603178598e+19,1.338375631739698176e+19,1.374325454133248205e+19
3.997000000000000017e-06,6.950613525144762368e+18,1.045991372868047053e+19,1.337610623188834509e+19,1.373535023236742758e+19
4.004000000000000120e-06,6.947358921071640576e+18,1.045424288467068314e+19,1.336834757249075610e+19,1.372733380392385331e+19
4.011000000000000222e-06,6.944057850163886080e+18,1.044849217117929062e+19,1.336048033659188019e+19,1.371920525593350758e+19
4.017999999999999477e-06,6.940710272883137536e+18,1.044266156506862592e+19,1.335250452154354278e+19,1.371096458832720486e+19
4.024999999999999580e-06,6.937316149142797312e+18,1.043675104288669286e+19,1.334442012466163507e+19,1.370261180103481139e+19
4.031999999999999682e-06,6.933875438307920896e+18,1.043076058086738330e+19,1.333622714322622464e+19,1.369414689398526976e+19
4.038999999999999784e-06,6.930388099195077632e+18,1.042469015493064294e+19,1.332792557448154522e+19,1.368556986710657843e+19
4.045999999999999887e-06,6.926854090072259584e+18,1.041853974068270080e+19,1.331951541563603354e+19,1.367688072032579789e+19
4.052999999999999989e-06,6.923273368658759680e+18,1.041230931341626163e+19,1.331099666386234163e+19,1.366807945356905677e+19
4.060000000000000092e-06,6.919645892125040640e+18,1.040599884811072512e+19,1.330236931629739213e+19,1.365916606676156621e+19
4.067000000000000194e-06,6.915971617092632576e+18,1.039960831943239680e+19,1.329363337004239258e+19,1.365014055982757478e+19
4.074000000000000296e-06,6.912250499634012160e+18,1.039313770173467443e+19,1.328478882216284774e+19,1.364100293269041971e+19
4.080999999999999552e-06,6.908482495272458240e+18,1.038658696905832038e+19,1.327583566968862925e+19,1.363175318527249818e+19
4.087999999999999654e-06,6.904667558981964800e+18,1.037995609513162957e+19,1.326677390961393664e+19,1.362239131749527142e+19
4.094999999999999756e-06,6.900805645187098624e+18,1.037324505337068134e+19,1.325760353889743053e+19,1.361291732927929344e+19
4.101999999999999859e-06,6.896896707762860032e+18,1.036645381687952794e+19,1.324832455446214246e+19,1.360333122054416589e+19
4.108999999999999961e-06,6.892940700034604032e+18,1.035958235845049754e+19,1.323893695319560806e+19,1.359363299120856064e+19
4.116000000000000064e-06,6.888937574777848832e+18,1.035263065056432947e+19,1.322944073194983834e+19,1.358382264119024435e+19
4.123000000000000166e-06,6.884887284218221568e+18,1.034559866539048755e+19,1.321983588754135245e+19,1.357390017040603750e+19
4.130000000000000268e-06,6.880789780031264768e+18,1.033848637478733210e+19,1.321012241675125760e+19,1.356386557877183078e+19
4.136999999999999524e-06,6.876645013342352384e+18,1.033129375030243328e+19,1.320030031632522240e+19,1.355371886620261786e+19
4.143999999999999626e-06,6.872452934726530048e+18,1.032402076317270426e+19,1.319036958297352397e+19,1.354346003261242368e+19
4.150999999999999729e-06,6.868213494208412672e+18,1.031666738432478618e+19,1.318033021337113805e+19,1.353308907791440077e+19
4.157999999999999831e-06,6.863926641262027776e+18,1.030923358437515059e+19,1.317018220415765709e+19,1.352260600202073498e+19
4.164999999999999933e-06,6.859592324810694656e+18,1.030171933363046195e+19,1.315992555193744794e+19,1.351201080484271104e+19
4.172000000000000036e-06,6.855210493226889216e+18,1.029412460208774963e+19,1.314956025327959245e+19,1.350130348629070029e+19
4.179000000000000138e-06,6.850781094332112896e+18,1.028644935943473766e+19,1.313908630471796941e+19,1.349048404627412582e+19
4.186000000000000240e-06,6.846304075396749312e+18,1.027869357505002906e+19,1.312850370275128525e+19,1.347955248470152397e+19
4.192999999999999496e-06,6.841779383139938304e+18,1.027085721800341709e+19,1.311781244384307200e+19,1.346850880148048896e+19
4.199999999999999598e-06,6.837206963729429504e+18,1.026294025705611674e+19,1.310701252442177536e+19,1.345735299651771802e+19
4.206999999999999701e-06,6.832586762781462528e+18,1.025494266066107597e+19,1.309610394088074650e+19,1.344608506971896832e+19
4.213999999999999803e-06,6.827918725360595968e+18,1.024686439696316006e+19,1.308508668957832192e+19,1.343470502098910413e+19
4.220999999999999905e-06,6.823202795979608064e+18,1.023870543379954688e+19,1.307396076683778458e+19,1.342321285023205990e+19
4.228000000000000008e-06,6.818438918599332864e+18,1.023046573869986406e+19,1.306272616894749901e+19,1.341160855735085466e+19
4.235000000000000110e-06,6.813627036628521984e+18,1.022214527888655770e+19,1.305138289216086221e+19,1.339989214224761242e+19
4.242000000000000212e-06,6.808767092923713536e+18,1.021374402127516672e+19,1.303993093269639578e+19,1.338806360482352742e+19
4.248999999999999468e-06,6.803859029789081600e+18,1.020526193247455846e+19,1.302837028673775821e+19,1.337612294497890509e+19
4.255999999999999570e-06,6.798902788976299008e+18,1.019669897878723584e+19,1.301670095043376947e+19,1.336407016261310054e+19
4.262999999999999673e-06,6.793898311684398080e+18,1.018805512620965683e+19,1.300492291989849498e+19,1.335190525762460467e+19
4.269999999999999775e-06,6.788845538559619072e+18,1.017933034043246182e+19,1.299303619121123533e+19,1.333962822991097856e+19
4.276999999999999877e-06,6.783744409695271936e+18,1.017052458684082790e+19,1.298104076041660416e+19,1.332723907936887398e+19
4.283999999999999980e-06,6.778594864631597056e+18,1.016163783051473920e+19,1.296893662352451789e+19,1.331473780589405184e+19
4.291000000000000082e-06,6.773396842355603456e+18,1.015267003622925722e+19,1.295672377651029606e+19,1.330212440938135142e+19
4.298000000000000185e-06,6.768150281300950016e+18,1.014362116845487718e+19,1.294440221531466342e+19,1.328939888972471706e+19
4.305000000000000287e-06,6.762855119347783680e+18,1.013449119135779021e+19,1.293197193584378061e+19,1.327656124681719808e+19
4.311999999999999542e-06,6.757511293822582784e+18,1.012528006880021299e+19,1.291943293396932403e+19,1.326361148055092224e+19
4.318999999999999645e-06,6.752118741498046464e+18,1.011598776434067866e+19,1.290678520552848589e+19,1.325054959081714074e+19
4.325999999999999747e-06,6.746677398592906240e+18,1.010661424123436237e+19,1.289402874632404787e+19,1.323737557750618522e+19
4.332999999999999849e-06,6.741187200771813376e+18,1.009715946243340083e+19,1.288116355212439552e+19,1.322408944050749030e+19
4.339999999999999952e-06,6.735648083145164800e+18,1.008762339058719539e+19,1.286818961866357555e+19,1.321069117970960998e+19
4.347000000000000054e-06,6.730059980268983296e+18,1.007800598804272947e+19,1.285510694164134502e+19,1.319718079500019302e+19
4.354000000000000157e-06,6.724422826144749568e+18,1.006830721684491469e+19,1.284191551672317952e+19,1.318355828626598502e+19
4.361000000000000259e-06,6.718736554219259904e+18,1.005852703873689600e+19,1.282861533954036941e+19,1.316982365339284685e+19
4.367999999999999514e-06,6.713001097384471552e+18,1.004866541516039168e+19,1.281520640569001984e+19,1.315597689626574848e+19
4.374999999999999617e-06,6.707216387977374720e+18,1.003872230725601690e+19,1.280168871073508557e+19,1.314201801476875059e+19
4.381999999999999719e-06,6.701382357779830784e+18,1.002869767586361958e+19,1.278806225020448563e+19,1.312794700878506803e+19
4.388999999999999822e-06,6.695498938018406400e+18,1.001859148152262246e+19,1.277432701959305830e+19,1.311376387819696128e+19
4.395999999999999924e-06,6.689566059364276224e+18,1.000840368447236301e+19,1.276048301436165120e+19,1.309946862288584909e+19
4.403000000000000026e-06,6.683583651933003776e+18,9.998134244652417024e+18,1.274653022993718682e+19,1.308506124273225318e+19
4.410000000000000129e-06,6.677551645284456448e+18,9.987783121702963200e+18,1.273246866171265434e+19,1.307054173761580237e+19
4.417000000000000231e-06,6.671469968422630400e+18,9.977350274965147648e+18,1.271829830504718746e+19,1.305591010741525504e+19
4.423999999999999486e-06,6.665338549795486720e+18,9.966835663481378816e+18,1.270401915526611763e+19,1.304116635200846234e+19
4.430999999999999589e-06,6.659157317294830592e+18,9.956239245995730944e+18,1.268963120766099866e+19,1.302631047127241728e+19
4.437999999999999691e-06,6.652926198256160768e+18,9.945560980954286080e+18,1.267513445748965171e+19,1.301134246508321997e+19
4.444999999999999794e-06,6.646645119458492416e+18,9.934800826505484288e+18,1.266052889997626163e+19,1.299626233331608166e+19
4.451999999999999896e-06,6.640314007124233216e+18,9.923958740500494336e+18,1.264581453031132774e+19,1.298107007584537190e+19
4.458999999999999998e-06,6.633932786919050240e+18,9.913034680493582336e+18,1.263099134365181542e+19,1.296576569254452429e+19
4.466000000000000101e-06,6.627501383951676416e+18,9.902028603742431232e+18,1.261605933512113357e+19,1.295034918328615731e+19
4.473000000000000203e-06,6.621019722773812224e+18,9.890940467208609792e+18,1.260101849980922470e+19,1.293482054794195763e+19
4.479999999999999458e-06,6.614487727379941376e+18,9.879770227557849088e+18,1.258586883277257114e+19,1.291917978638279885e+19
4.486999999999999561e-06,6.607905321207203840e+18,9.868517841160443904e+18,1.257061032903428506e+19,1.290342689847861453e+19
4.493999999999999663e-06,6.601272427135245312e+18,9.857183264091672576e+18,1.255524298358414746e+19,1.288756188409853952e+19
4.500999999999999766e-06,6.594588967486070784e+18,9.845766452132120576e+18,1.253976679137861632e+19,1.287158474311078093e+19
4.507999999999999868e-06,6.587854864023892992e+18,9.834267360768102400e+18,1.252418174734094746e+19,1.285549547538270208e+19
4.514999999999999970e-06,6.581070037954999296e+18,9.822685945192013824e+18,1.250848784636119245e+19,1.283929408078079181e+19
4.522000000000000073e-06,6.574234409927595008e+18,9.811022160302768128e+18,1.249268508329625805e+19,1.282298055917068698e+19
4.529000000000000175e-06,6.567347900031659008e+18,9.799275960706146304e+18,1.247677345296997581e+19,1.280655491041713766e+19
4.536000000000000278e-06,6.560410427798823936e+18,9.787447300715192320e+18,1.246075295017313485e+19,1.279001713438406042e+19
4.542999999999999533e-06,6.553421912202185728e+18,9.775536134350657536e+18,1.244462356966353510e+19,1.277336723093448499e+19
4.549999999999999635e-06,6.546382271656210432e+18,9.763542415341324288e+18,1.242838530616603853e+19,1.275660519993057485e+19
4.556999999999999738e-06,6.539291424016568320e+18,9.751466097124487168e+18,1.241203815437266330e+19,1.273973104123367424e+19
4.563999999999999840e-06,6.532149286579978240e+18,9.739307132846292992e+18,1.239558210894253261e+19,1.272274475470422221e+19
4.570999999999999942e-06,6.524955776084111360e+18,9.727065475362197504e+18,1.237901716450204672e+19,1.270564634020183450e+19
4.578000000000000045e-06,6.517710808707394560e+18,9.714741077237344256e+18,1.236234331564486246e+19,1.268843579758525235e+19
4.585000000000000147e-06,6.510414300068923392e+18,9.702333890746998784e+18,1.234556055693197312e+19,1.267111312671238144e+19
4.592000000000000250e-06,6.503066165228278784e+18,9.689843867876931584e+18,1.232866888289173504e+19,1.265367832744024883e+19
4.598999999999999505e-06,6.495666318685440000e+18,9.677270960323909632e+18,1.231166828801998234e+19,1.263613139962506445e+19
4.605999999999999607e-06,6.488214674380589056e+18,9.664615119496013824e+18,1.229455876678000230e+19,1.261847234312216576e+19
4.612999999999999710e-06,6.480711145694028800e+18,9.651876296513163264e+18,1.227734031360264397e+19,1.260070115778604442e+19
4.619999999999999812e-06,6.473155645446005760e+18,9.639054442207471616e+18,1.226001292288636109e+19,1.258281784347035648e+19
4.626999999999999914e-06,6.465548085896617984e+18,9.626149507123716096e+18,1.224257658899725517e+19,1.256482240002789171e+19
4.634000000000000017e-06,6.457888378745637888e+18,9.613161441519755264e+18,1.222503130626915738e+19,1.254671482731063091e+19
4.641000000000000119e-06,6.450176435132414976e+18,9.600090195366975488e+18,1.220737706900364083e+19,1.252849512516967834e+19
4.648000000000000222e-06,6.442412165635733504e+18,9.586935718350706688e+18,1.218961387147012506e+19,1.251016329345531085e+19
4.654999999999999477e-06,6.434595480273677312e+18,9.573697959870689280e+18,1.217174170790590669e+19,1.249171933201698202e+19
4.661999999999999579e-06,6.426726288503505920e+18,9.560376869041500160e+18,1.215376057251620659e+19,1.247316324070327091e+19
4.668999999999999682e-06,6.418804499221542912e+18,9.546972394693011456e+18,1.213567045947426406e+19,1.245449501936197018e+19
4.675999999999999784e-06,6.410830020763010048e+18,9.533484485370828800e+18,1.211747136292134093e+19,1.243571466783997338e+19
4.682999999999999887e-06,6.402802760901955584e+18,9.519913089336748032e+18,1.209916327696684237e+19,1.241682218598340403e+19
4.689999999999999989e-06,6.394722626851099648e+18,9.506258154569216000e+18,1.208074619568832102e+19,1.239781757363752550e+19
4.697000000000000091e-06,6.386589525261692928e+18,9.492519628763774976e+18,1.206222011313155686e+19,1.237870083064676147e+19
4.704000000000000194e-06,6.378403362223453184e+18,9.478697459333539840e+18,1.204358502331063501e+19,1.235947195685472461e+19
4.711000000000000296e-06,6.370164043264398336e+18,9.464791593409634304e+18,1.202484092020794982e+19,1.234013095210419610e+19
4.717999999999999551e-06,6.361871473350750208e+18,9.450801977841698816e+18,1.200598779777435034e+19,1.232067781623712358e+19
4.724999999999999654e-06,6.353525556886809600e+18,9.436728559198310400e+18,1.198702564992908288e+19,1.230111254909464781e+19
4.731999999999999756e-06,6.345126197714849792e+18,9.422571283767484416e+18,1.196795447055998771e+19,1.228143515051706368e+19
4.738999999999999859e-06,6.336673299115001856e+18,9.408330097557153792e+18,1.194877425352344576e+19,1.226164562034387354e+19
4.745999999999999961e-06,6.328166763805145088e+18,9.394004946295611392e+18,1.192948499264448717e+19,1.224174395841372365e+19
4.753000000000000063e-06,6.319606493940793344e+18,9.379595775432032256e+18,1.191008668171687117e+19,1.222173016456449024e+19
4.760000000000000166e-06,6.310992391114985472e+18,9.365102530136913920e+18,1.189057931450309222e+19,1.220160423863318118e+19
4.767000000000000268e-06,6.302324356358197248e+18,9.350525155302606848e+18,1.187096288473449677e+19,1.218136618045603021e+19
4.773999999999999524e-06,6.293602290138216448e+18,9.335863595543758848e+18,1.185123738611131802e+19,1.216101598986844774e+19
4.780999999999999626e-06,6.284826092360050688e+18,9.321117795197822976e+18,1.183140281230272922e+19,1.214055366670501274e+19
4.787999999999999728e-06,6.275995662365839360e+18,9.306287698325567488e+18,1.181145915694693171e+19,1.211997921079954432e+19
4.794999999999999831e-06,6.267110898934724608e+18,9.291373248711555072e+18,1.179140641365120819e+19,1.209929262198497894e+19
4.801999999999999933e-06,6.258171700282797056e+18,9.276374389864615936e+18,1.177124457599196570e+19,1.207849390009351987e+19
4.809000000000000035e-06,6.249177964062957568e+18,9.261291065018404864e+18,1.175097363751482368e+19,1.205758304495652250e+19
4.816000000000000138e-06,6.240129587364871168e+18,9.246123217131872256e+18,1.173059359173468570e+19,1.203656005640454144e+19
4.823000000000000240e-06,6.231026466714839040e+18,9.230870788889761792e+18,1.171010443213575168e+19,1.201542493426735104e+19
4.829999999999999496e-06,6.221868498075738112e+18,9.215533722703143936e+18,1.168950615217165517e+19,1.199417767837393510e+19
4.836999999999999598e-06,6.212655576846915584e+18,9.200111960709916672e+18,1.166879874526548173e+19,1.197281828855241728e+19
4.843999999999999700e-06,6.203387597864136704e+18,9.184605444775319552e+18,1.164798220480980582e+19,1.195134676463020237e+19
4.850999999999999803e-06,6.194064455399465984e+18,9.169014116492448768e+18,1.162705652416685466e+19,1.192976310643385139e+19
4.857999999999999905e-06,6.184686043161213952e+18,9.153337917182799872e+18,1.160602169666846720e+19,1.190806731378913690e+19
