t (s), T (K), flux (H/m2/s)
2.118000000000000000e+03,5.719999999999970441e+02,2.202009391559576832e+18
2.118500000000000000e+03,5.739999999999997726e+02,2.098196462188188672e+18
2.119000000000000000e+03,5.759999999999974989e+02,1.991695773919234304e+18
2.119500000000000000e+03,5.779999999999997726e+02,1.883256882439188992e+18
2.120000000000000000e+03,5.800000000000025011e+02,1.773588600340775936e+18
2.120500000000000000e+03,5.820000000000001137e+02,1.663354052532279040e+18
2.121000000000000000e+03,5.840000000000023874e+02,1.553169155747777536e+18
2.121500000000000000e+03,5.859999999999979536e+02,1.443604598596549632e+18
2.122000000000000000e+03,5.880000000000022737e+02,1.335191040489497856e+18
2.122500000000000000e+03,5.899999999999987494e+02,1.228426871331472128e+18
2.123000000000000000e+03,5.920000000000025011e+02,1.123787528039578624e+18
2.123500000000000000e+03,5.939999999999971578e+02,1.021735093915420160e+18
2.124000000000000000e+03,5.960000000000009095e+02,9.227267497344101120e+17
2.124500000000000000e+03,5.979999999999980673e+02,8.272206279674882560e+17
2.125000000000000000e+03,6.000000000000018190e+02,7.356777601278627840e+17
2.125500000000000000e+03,6.019999999999967031e+02,6.485591079321296640e+17
2.126000000000000000e+03,6.040000000000022737e+02,5.663171270628861440e+17
2.126500000000000000e+03,6.059999999999965894e+02,4.893819093837268480e+17
2.127000000000000000e+03,6.080000000000026148e+02,4.181426477525248000e+17
2.127500000000000000e+03,6.099999999999987494e+02,3.529259033685135360e+17
2.128000000000000000e+03,6.120000000000032969e+02,2.939728351018827520e+17
2.128500000000000000e+03,6.139999999999988631e+02,2.414180536888090240e+17
2.129000000000000000e+03,6.160000000000013642e+02,1.952729620252099520e+17
2.129500000000000000e+03,6.179999999999982947e+02,1.554162285379318720e+17
2.130000000000000000e+03,6.200000000000017053e+02,1.215933666103818880e+17
2.130500000000000000e+03,6.219999999999985221e+02,9.342630677464971200e+16
2.131000000000000000e+03,6.240000000000018190e+02,7.043250509174426400e+16
2.131500000000000000e+03,6.259999999999988631e+02,5.205177305315152800e+16
2.132000000000000000e+03,6.280000000000003411e+02,3.767791600133823200e+16
2.132500000000000000e+03,6.299999999999968168e+02,2.669165894168529600e+16
2.133000000000000000e+03,6.320000000000002274e+02,1.849134241853155200e+16
2.133500000000000000e+03,6.339999999999974989e+02,1.251845957882255000e+16
2.134000000000000000e+03,6.360000000000007958e+02,8.276118974615523000e+15
2.134500000000000000e+03,6.379999999999956799e+02,5.339712681513474000e+15
2.135000000000000000e+03,6.399999999999997726e+02,3.360192889759454500e+15
2.135500000000000000e+03,6.420000000000034106e+02,2.061214674456726750e+15
2.136000000000000000e+03,6.439999999999994316e+02,1.231885042103105250e+15
2.136500000000000000e+03,6.460000000000035243e+02,7.169653153186047500e+14
2.137000000000000000e+03,6.479999999999996589e+02,4.061797460098966875e+14
2.137500000000000000e+03,6.500000000000036380e+02,2.239030822121919062e+14
2.138000000000000000e+03,6.519999999999977263e+02,1.200526711566499219e+14
2.138500000000000000e+03,6.540000000000021600e+02,6.259228056358517188e+13
2.139000000000000000e+03,6.559999999999984084e+02,3.172438574073399219e+13
2.139500000000000000e+03,6.580000000000031832e+02,1.562769840326029297e+13
2.140000000000000000e+03,6.599999999999980673e+02,7.480840148378300781e+12
2.140500000000000000e+03,6.620000000000028422e+02,3.479383581718029785e+12
2.141000000000000000e+03,6.639999999999969305e+02,1.572214265571089600e+12
2.141500000000000000e+03,6.660000000000015916e+02,6.901707038388724365e+11
2.142000000000000000e+03,6.679999999999979536e+02,2.943272116726348267e+11
2.142500000000000000e+03,6.700000000000014779e+02,1.219387461591470337e+11
2.143000000000000000e+03,6.719999999999978400e+02,4.908082494342215729e+10
2.143500000000000000e+03,6.740000000000020464e+02,1.919436411983728790e+10
2.144000000000000000e+03,6.759999999999986358e+02,7.294073801307462692e+09
2.144500000000000000e+03,6.780000000000021600e+02,2.693718089245190620e+09
2.145000000000000000e+03,6.799999999999989768e+02,9.668905416777895689e+08
2.145500000000000000e+03,6.820000000000017053e+02,3.373714628037561178e+08
2.146000000000000000e+03,6.839999999999985221e+02,1.144488935057503432e+08
2.146500000000000000e+03,6.860000000000009095e+02,3.775338353144137561e+07
2.147000000000000000e+03,6.879999999999972715e+02,1.211187563375995867e+07
2.147500000000000000e+03,6.900000000000010232e+02,1.234502953182467259e+07
2.148000000000000000e+03,6.919999999999965894e+02,3.832285986644126475e+06
2.148500000000000000e+03,6.940000000000014779e+02,3.905200392949639354e+06
2.149000000000000000e+03,6.959999999999973852e+02,3.979071059381911997e+06
2.149500000000000000e+03,6.980000000000000000e+02,4.053903695410801098e+06
2.150000000000000000e+03,6.999999999999960210e+02,4.129703971064241603e+06
