x,t=steady
9.935117056856186411e-07,1.579200717867062682e+19
1.003444816053511668e-06,1.579190129567830630e+19
1.013377926421404694e-06,1.579179541339588403e+19
1.023311036789297721e-06,1.579168953182338048e+19
1.033244147157190536e-06,1.579158365096080179e+19
1.043177257525083563e-06,1.579147777080813978e+19
1.053110367892976589e-06,1.579137189136537600e+19
1.063043478260869616e-06,1.579126601263251046e+19
1.072976588628762431e-06,1.579116013460955341e+19
1.082909698996655458e-06,1.579105425729648435e+19
1.092842809364548484e-06,1.579094838069328691e+19
1.102775919732441511e-06,1.579084250480000205e+19
1.112709030100334326e-06,1.579073662961657242e+19
1.122642140468227353e-06,1.579063075514301235e+19
1.132575250836120379e-06,1.579052488137933824e+19
1.142508361204013406e-06,1.579041900832550298e+19
1.152441471571906433e-06,1.579031313598154957e+19
1.162374581939799248e-06,1.579020726434744320e+19
1.172307692307692274e-06,1.579010139342317978e+19
1.182240802675585301e-06,1.578999552320875315e+19
1.192173913043478328e-06,1.578988965370418381e+19
1.202107023411371142e-06,1.578978378490944307e+19
1.212040133779264169e-06,1.578967791682453299e+19
1.221973244147157196e-06,1.578957204944944538e+19
1.231906354515050222e-06,1.578946618278419046e+19
1.241839464882943037e-06,1.578936031682873344e+19
1.251772575250836064e-06,1.578925445158309888e+19
1.261705685618729091e-06,1.578914858704727040e+19
1.271638795986622117e-06,1.578904272322123571e+19
1.281571906354514932e-06,1.578893686010500915e+19
1.291505016722407959e-06,1.578883099769857229e+19
1.301438127090300986e-06,1.578872513600192512e+19
1.311371237458194012e-06,1.578861927501505741e+19
1.321304347826087039e-06,1.578851341473797734e+19
1.331237458193979854e-06,1.578840755517065830e+19
1.341170568561872881e-06,1.578830169631310029e+19
1.351103678929765907e-06,1.578819583816530739e+19
1.361036789297658934e-06,1.578808998072730214e+19
1.370969899665551749e-06,1.578798412399901696e+19
1.380903010033444775e-06,1.578787826798048870e+19
1.390836120401337802e-06,1.578777241267171123e+19
1.400769230769230829e-06,1.578766655807265792e+19
1.410702341137123644e-06,1.578756070418334515e+19
1.420635451505016670e-06,1.578745485100377907e+19
1.430568561872909697e-06,1.578734899853392077e+19
1.440501672240802724e-06,1.578724314677377843e+19
1.450434782608695539e-06,1.578713729572336435e+19
1.460367892976588565e-06,1.578703144538266010e+19
1.470301003344481592e-06,1.578692559575165542e+19
1.480234113712374619e-06,1.578681974683037901e+19
1.490167224080267645e-06,1.578671389861876736e+19
1.500100334448160460e-06,1.578660805111686349e+19
1.510033444816053487e-06,1.578650220432463667e+19
1.519966555183946514e-06,1.578639635824211968e+19
1.529899665551839540e-06,1.578629051286926131e+19
1.539832775919732355e-06,1.578618466820607181e+19
1.549765886287625382e-06,1.578607882425257984e+19
1.559698996655518409e-06,1.578597298100871987e+19
1.569632107023411435e-06,1.578586713847454106e+19
1.579565217391304250e-06,1.578576129665001062e+19
1.589498327759197277e-06,1.578565545553512653e+19
1.599431438127090303e-06,1.578554961512987648e+19
1.609364548494983330e-06,1.578544377543429530e+19
1.619297658862876145e-06,1.578533793644832563e+19
1.629230769230769172e-06,1.578523209817198387e+19
1.639163879598662198e-06,1.578512626060529050e+19
1.649096989966555225e-06,1.578502042374818202e+19
1.659030100334448252e-06,1.578491458760069530e+19
1.668963210702341067e-06,1.578480875216282214e+19
1.678896321070234093e-06,1.578470291743457894e+19
1.688829431438127120e-06,1.578459708341591654e+19
1.698762541806020147e-06,1.578449125010685747e+19
1.708695652173912962e-06,1.578438541750740582e+19
1.718628762541805988e-06,1.578427958561751450e+19
1.728561872909699015e-06,1.578417375443722035e+19
1.738494983277592042e-06,1.578406792396651520e+19
1.748428093645484856e-06,1.578396209420537037e+19
1.758361204013377883e-06,1.578385626515379814e+19
1.768294314381270910e-06,1.578375043681178624e+19
1.778227424749163936e-06,1.578364460917933466e+19
1.788160535117056963e-06,1.578353878225642496e+19
1.798093645484949778e-06,1.578343295604307354e+19
1.808026755852842805e-06,1.578332713053928243e+19
1.817959866220735831e-06,1.578322130574502502e+19
1.827892976588628858e-06,1.578311548166029107e+19
1.837826086956521673e-06,1.578300965828511744e+19
1.847759197324414700e-06,1.578290383561945702e+19
1.857692307692307726e-06,1.578279801366331802e+19
1.867625418060200753e-06,1.578269219241670451e+19
1.877558528428093568e-06,1.578258637187958579e+19
1.887491638795986595e-06,1.578248055205198234e+19
1.897424749163879621e-06,1.578237473293389619e+19
1.907357859531772648e-06,1.578226891452529050e+19
1.917290969899665463e-06,1.578216309682618163e+19
1.927224080267558701e-06,1.578205727983656960e+19
1.937157190635451516e-06,1.578195146355641958e+19
1.947090301003344755e-06,1.578184564798576230e+19
1.957023411371237570e-06,1.578173983312456704e+19
1.966956521739130808e-06,1.578163401897286246e+19
1.976889632107023623e-06,1.578152820553059533e+19
1.986822742474916438e-06,1.578142239279780864e+19
1.996755852842809676e-06,1.578131658077447987e+19
2.006688963210702491e-06,1.578121076946060083e+19
2.016622073578595730e-06,1.578110495885614490e+19
2.026555183946488544e-06,1.578099914896114483e+19
2.036488294314381359e-06,1.578089333977557606e+19
2.046421404682274598e-06,1.578078753129942426e+19
2.056354515050167413e-06,1.578068172353272627e+19
2.066287625418060228e-06,1.578057591647543501e+19
2.076220735785953466e-06,1.578047011012755661e+19
2.086153846153846281e-06,1.578036430448909517e+19
2.096086956521739519e-06,1.578025849956003635e+19
2.106020066889632334e-06,1.578015269534037811e+19
2.115953177257525149e-06,1.578004689183011226e+19
2.125886287625418388e-06,1.577994108902925107e+19
2.135819397993311203e-06,1.577983528693776589e+19
2.145752508361204441e-06,1.577972948555565875e+19
2.155685618729097256e-06,1.577962368488294400e+19
2.165618729096990071e-06,1.577951788491958477e+19
2.175551839464883309e-06,1.577941208566559130e+19
2.185484949832776124e-06,1.577930628712098202e+19
2.195418060200668939e-06,1.577920048928570982e+19
2.205351170568562178e-06,1.577909469215980544e+19
2.215284280936454992e-06,1.577898889574325248e+19
2.225217391304348231e-06,1.577888310003604480e+19
2.235150501672241046e-06,1.577877730503816192e+19
2.245083612040133861e-06,1.577867151074963251e+19
2.255016722408027099e-06,1.577856571717042381e+19
2.264949832775919914e-06,1.577845992430053581e+19
2.274882943143813152e-06,1.577835413213997466e+19
2.284816053511705967e-06,1.577824834068874035e+19
2.294749163879598782e-06,1.577814254994680422e+19
2.304682274247492021e-06,1.577803675991417242e+19
2.314615384615384836e-06,1.577793097059085107e+19
2.324548494983277651e-06,1.577782518197682790e+19
2.334481605351170889e-06,1.577771939407207834e+19
2.344414715719063704e-06,1.577761360687665766e+19
2.354347826086956942e-06,1.577750782039049216e+19
2.364280936454849757e-06,1.577740203461360640e+19
2.374214046822742572e-06,1.577729624954602291e+19
2.384147157190635811e-06,1.577719046518768230e+19
2.394080267558528625e-06,1.577708468153860506e+19
2.404013377926421440e-06,1.577697889859879936e+19
2.413946488294314679e-06,1.577687311636823245e+19
2.423879598662207494e-06,1.577676733484691866e+19
2.433812709030100732e-06,1.577666155403485594e+19
2.443745819397993547e-06,1.577655577393203814e+19
2.453678929765886362e-06,1.577644999453846528e+19
2.463612040133779600e-06,1.577634421585409638e+19
2.473545150501672415e-06,1.577623843787900723e+19
2.483478260869565654e-06,1.577613266061310771e+19
2.493411371237458469e-06,1.577602688405642650e+19
2.503344481605351284e-06,1.577592110820897382e+19
2.513277591973244522e-06,1.577581533307072307e+19
2.523210702341137337e-06,1.577570955864164966e+19
2.533143812709030152e-06,1.577560378492180480e+19
2.543076923076923390e-06,1.577549801191113114e+19
2.553010033444816205e-06,1.577539223960964710e+19
2.562943143812709444e-06,1.577528646801734246e+19
2.572876254180602259e-06,1.577518069713423565e+19
2.582809364548495073e-06,1.577507492696028570e+19
2.592742474916388312e-06,1.577496915749549875e+19
2.602675585284281127e-06,1.577486338873990963e+19
2.612608695652174365e-06,1.577475762069344870e+19
2.622541806020067180e-06,1.577465185335614874e+19
2.632474916387959995e-06,1.577454608672800768e+19
2.642408026755853233e-06,1.577444032080900915e+19
2.652341137123746048e-06,1.577433455559915110e+19
2.662274247491638863e-06,1.577422879109843354e+19
2.672207357859532102e-06,1.577412302730683802e+19
2.682140468227424917e-06,1.577401726422436045e+19
2.692073578595318155e-06,1.577391150185102746e+19
2.702006688963210970e-06,1.577380574018680013e+19
2.711939799331103785e-06,1.577369997923166413e+19
2.721872909698997023e-06,1.577359421898565018e+19
2.731806020066889838e-06,1.577348845944875827e+19
2.741739130434783077e-06,1.577338270062093517e+19
2.751672240802675892e-06,1.577327694250221773e+19
2.761605351170568706e-06,1.577317118509260186e+19
2.771538461538461945e-06,1.577306542839204659e+19
2.781471571906354760e-06,1.577295967240058266e+19
2.791404682274247575e-06,1.577285391711819981e+19
2.801337792642140813e-06,1.577274816254486528e+19
2.811270903010033628e-06,1.577264240868060570e+19
2.821204013377926866e-06,1.577253665552541696e+19
2.831137123745819681e-06,1.577243090307927450e+19
2.841070234113712496e-06,1.577232515134218240e+19
2.851003344481605735e-06,1.577221940031415910e+19
2.860936454849498550e-06,1.577211364999515546e+19
2.870869565217391365e-06,1.577200790038518784e+19
2.880802675585284603e-06,1.577190215148426445e+19
2.890735785953177418e-06,1.577179640329236070e+19
2.900668896321070656e-06,1.577169065580948275e+19
2.910602006688963471e-06,1.577158490903560602e+19
2.920535117056856286e-06,1.577147916297076326e+19
2.930468227424749525e-06,1.577137341761490125e+19
2.940401337792642339e-06,1.577126767296805274e+19
2.950334448160535578e-06,1.577116192903021978e+19
2.960267558528428393e-06,1.577105618580135936e+19
2.970200668896321208e-06,1.577095044328149402e+19
2.980133779264214446e-06,1.577084470147063603e+19
2.990066889632107261e-06,1.577073896036872602e+19
3.000000000000000076e-06,1.577063321997580698e+19
3.313567839195979536e-05,1.545305514532067942e+19
6.327135678391959911e-05,1.514187214984819917e+19
9.340703517587938931e-05,1.483695545558623846e+19
1.235427135678391795e-04,1.453817887774908006e+19
1.536783919597989833e-04,1.424541877251820749e+19
1.838140703517587599e-04,1.395855398587497677e+19
2.139497487437185637e-04,1.367746580346330931e+19
2.440854271356783674e-04,1.340203790146208563e+19
2.742211055276381712e-04,1.313215629844690330e+19
3.043567839195980020e-04,1.286770930822104678e+19
3.344924623115577787e-04,1.260858749359626650e+19
3.646281407035175553e-04,1.235468362110437786e+19
3.947638190954773862e-04,1.210589261662077133e+19
4.248994974874371628e-04,1.186211152188135834e+19
4.550351758793969937e-04,1.162323945187536486e+19
4.851708542713567703e-04,1.138917755309590938e+19
5.153065326633165470e-04,1.115982896263126221e+19
5.454422110552762694e-04,1.093509876808001741e+19
5.755778894472361002e-04,1.071489396827318886e+19
6.057135678391959311e-04,1.049912343478745498e+19
6.358492462311556535e-04,1.028769787423323750e+19
6.659849246231154844e-04,1.008052979130217267e+19
6.961206030150753152e-04,9.877533452558716928e+18
7.262562814070350377e-04,9.678624850960852992e+18
7.563919597989948685e-04,9.483721671095085056e+18
7.865276381909546994e-04,9.292743255111667712e+18
8.166633165829145303e-04,9.105610569345590272e+18
8.467989949748742527e-04,8.922246171609737216e+18
8.769346733668340835e-04,8.742574179146667008e+18
9.070703517587939144e-04,8.566520237225646080e+18
9.372060301507536368e-04,8.394011488372016128e+18
9.673417085427134677e-04,8.224976542216192000e+18
9.974773869346731901e-04,8.059345445949697024e+18
1.027613065326633129e-03,7.897049655376111616e+18
1.057748743718592852e-03,7.738022006544941056e+18
1.087884422110552574e-03,7.582196687956595712e+18
1.118020100502512514e-03,7.429509213327012864e+18
1.148155778894472236e-03,7.279896394900763648e+18
1.178291457286431958e-03,7.133296317301322752e+18
1.208427135678391898e-03,6.989648311908031488e+18
1.238562814070351620e-03,6.848892931748814848e+18
1.268698492462311343e-03,6.710971926898510848e+18
1.298834170854271282e-03,6.575828220372463616e+18
1.328969849246231004e-03,6.443405884505519104e+18
1.359105527638190727e-03,6.313650117806563328e+18
1.389241206030150666e-03,6.186507222279036928e+18
1.419376884422110388e-03,6.061924581198110720e+18
