x,t=steady
2.385953177257525317e-07,1.580256972937433907e+19
2.485284280936455054e-07,1.580256971333114061e+19
2.584615384615384792e-07,1.580256969728786432e+19
2.683946488294314529e-07,1.580256968124451021e+19
2.783277591973244266e-07,1.580256966520109056e+19
2.882608695652174004e-07,1.580256964915758694e+19
2.981939799331103741e-07,1.580256963311401574e+19
3.081270903010033478e-07,1.580256961707036467e+19
3.180602006688963216e-07,1.580256960102664602e+19
3.279933110367892953e-07,1.580256958498285568e+19
3.379264214046822690e-07,1.580256956893899981e+19
3.478595317725752427e-07,1.580256955289506406e+19
3.577926421404682165e-07,1.580256953685107098e+19
3.677257525083611902e-07,1.580256952080700416e+19
3.776588628762541639e-07,1.580256950476286157e+19
3.875919732441471377e-07,1.580256948871865139e+19
3.975250836120401114e-07,1.580256947267435930e+19
4.074581939799330851e-07,1.580256945663000371e+19
4.173913043478260589e-07,1.580256944058557030e+19
4.273244147157190326e-07,1.580256942454105088e+19
4.372575250836120593e-07,1.580256940849647411e+19
4.471906354515050330e-07,1.580256939245180723e+19
4.571237458193980067e-07,1.580256937640708506e+19
4.670568561872909805e-07,1.580256936036228096e+19
4.769899665551840071e-07,1.580256934431741133e+19
4.869230769230769279e-07,1.580256932827245568e+19
4.968561872909699546e-07,1.580256931222743450e+19
5.067892976588628754e-07,1.580256929618234573e+19
5.167224080267559021e-07,1.580256928013717709e+19
5.266555183946489287e-07,1.580256926409193882e+19
5.365886287625418495e-07,1.580256924804661862e+19
5.465217391304348762e-07,1.580256923200124314e+19
5.564548494983277970e-07,1.580256921595577958e+19
5.663879598662208236e-07,1.580256919991025254e+19
5.763210702341137444e-07,1.580256918386465178e+19
5.862541806020067711e-07,1.580256916781896909e+19
5.961872909698996919e-07,1.580256915177322496e+19
6.061204013377927186e-07,1.580256913572740301e+19
6.160535117056856394e-07,1.580256911968150733e+19
6.259866220735786660e-07,1.580256910363553792e+19
6.359197324414715868e-07,1.580256908758948045e+19
6.458528428093646135e-07,1.580256907154335334e+19
6.557859531772575343e-07,1.580256905549714842e+19
6.657190635451505610e-07,1.580256903945088000e+19
6.756521739130435876e-07,1.580256902340452762e+19
6.855852842809365084e-07,1.580256900735810765e+19
6.955183946488295351e-07,1.580256899131161190e+19
7.054515050167224559e-07,1.580256897526503424e+19
7.153846153846154826e-07,1.580256895921838694e+19
7.253177257525084033e-07,1.580256894317166182e+19
7.352508361204014300e-07,1.580256892712486298e+19
7.451839464882943508e-07,1.580256891107798630e+19
7.551170568561873775e-07,1.580256889503104000e+19
7.650501672240802983e-07,1.580256887898400563e+19
7.749832775919733249e-07,1.580256886293691597e+19
7.849163879598662457e-07,1.580256884688973619e+19
7.948494983277592724e-07,1.580256883084249088e+19
8.047826086956521932e-07,1.580256881479516774e+19
8.147157190635452199e-07,1.580256879874778522e+19
8.246488294314381407e-07,1.580256878270031258e+19
8.345819397993311673e-07,1.580256876665278464e+19
8.445150501672241940e-07,1.580256875060516045e+19
8.544481605351171148e-07,1.580256873455747686e+19
