t (s), T (K), flux (H/m2/s)
2.099500000000000000e+03,4.979999999999990905e+02,3.162484722292268800e+17
2.100000000000000000e+03,5.000000000000009095e+02,3.330091220437227520e+17
2.100500000000000000e+03,5.019999999999996021e+02,3.505183039587381120e+17
2.101000000000000000e+03,5.040000000000015348e+02,3.687799357019475200e+17
2.101500000000000000e+03,5.059999999999977263e+02,3.877892940942553600e+17
2.102000000000000000e+03,5.079999999999993179e+02,4.075312339937512320e+17
2.102500000000000000e+03,5.099999999999975557e+02,4.279785134036230400e+17
2.103000000000000000e+03,5.120000000000000000e+02,4.490903671368886400e+17
2.103500000000000000e+03,5.140000000000023874e+02,4.708114960724965120e+17
2.104000000000000000e+03,5.160000000000007958e+02,4.930716307516419200e+17
2.104500000000000000e+03,5.180000000000023874e+02,5.157857788603963520e+17
2.105000000000000000e+03,5.199999999999984084e+02,5.388551817546238080e+17
2.105500000000000000e+03,5.220000000000006821e+02,5.621689038290801280e+17
2.106000000000000000e+03,5.239999999999992042e+02,5.856058847010063360e+17
2.106500000000000000e+03,5.260000000000013642e+02,6.090372203804117760e+17
2.107000000000000000e+03,5.279999999999978400e+02,6.323284195686584320e+17
2.107500000000000000e+03,5.299999999999997726e+02,6.553414068271694080e+17
2.108000000000000000e+03,5.319999999999985221e+02,6.779361065948515840e+17
2.108500000000000000e+03,5.340000000000007958e+02,6.999715249988279040e+17
2.109000000000000000e+03,5.359999999999971578e+02,7.213063322879773440e+17
2.109500000000000000e+03,5.380000000000015916e+02,7.417990221954965760e+17
2.110000000000000000e+03,5.399999999999971578e+02,7.613077755209233920e+17
2.110500000000000000e+03,5.420000000000001137e+02,7.796901797650013440e+17
2.111000000000000000e+03,5.439999999999962483e+02,7.968029562857114880e+17
2.111500000000000000e+03,5.460000000000038654e+02,8.125018265853530880e+17
2.112000000000000000e+03,5.479999999999997726e+02,8.266416173514689280e+17
2.112500000000000000e+03,5.500000000000023874e+02,8.390766673074595840e+17
2.113000000000000000e+03,5.519999999999987494e+02,8.496615641997484800e+17
2.113500000000000000e+03,5.540000000000025011e+02,8.582522118951412480e+17
2.114000000000000000e+03,5.559999999999984084e+02,8.647072080038502400e+17
2.114500000000000000e+03,5.580000000000013642e+02,8.688895021449355520e+17
2.115000000000000000e+03,5.599999999999995453e+02,8.706683028394220800e+17
2.115500000000000000e+03,5.620000000000017053e+02,8.699212049188540160e+17
2.116000000000000000e+03,5.639999999999980673e+02,8.665365166110754560e+17
2.116500000000000000e+03,5.659999999999998863e+02,8.604157733755358720e+17
2.117000000000000000e+03,5.679999999999986358e+02,8.514764316445839360e+17
2.117500000000000000e+03,5.700000000000003411e+02,8.396547379150952960e+17
2.118000000000000000e+03,5.719999999999970441e+02,8.249087657353895680e+17
2.118500000000000000e+03,5.739999999999997726e+02,8.072216042007646720e+17
2.119000000000000000e+03,5.759999999999974989e+02,7.866046661929410560e+17
2.119500000000000000e+03,5.779999999999997726e+02,7.631010626489212160e+17
2.120000000000000000e+03,5.800000000000025011e+02,7.367889606820355840e+17
2.120500000000000000e+03,5.820000000000001137e+02,7.077848086448282880e+17
2.121000000000000000e+03,5.840000000000023874e+02,6.762462707948615680e+17
2.121500000000000000e+03,5.859999999999979536e+02,6.423746693242816000e+17
2.122000000000000000e+03,5.880000000000022737e+02,6.064166844802554880e+17
2.122500000000000000e+03,5.899999999999987494e+02,5.686650183396713600e+17
2.123000000000000000e+03,5.920000000000025011e+02,5.294576907036105600e+17
2.123500000000000000e+03,5.939999999999971578e+02,4.891756152634214400e+17
2.124000000000000000e+03,5.960000000000009095e+02,4.482381118162862720e+17
2.124500000000000000e+03,5.979999999999980673e+02,4.070960586860657280e+17
2.125000000000000000e+03,6.000000000000018190e+02,3.662224913594842240e+17
2.125500000000000000e+03,6.019999999999967031e+02,3.261006184227543040e+17
2.126000000000000000e+03,6.040000000000022737e+02,2.872094569677581440e+17
2.126500000000000000e+03,6.059999999999965894e+02,2.500075779986163200e+17
2.127000000000000000e+03,6.080000000000026148e+02,2.149157737007454720e+17
2.127500000000000000e+03,6.099999999999987494e+02,1.822997709702372480e+17
2.128000000000000000e+03,6.120000000000032969e+02,1.524543623927886400e+17
2.128500000000000000e+03,6.139999999999988631e+02,1.255904427432457760e+17
2.129000000000000000e+03,6.160000000000013642e+02,1.018263684828664000e+17
2.129500000000000000e+03,6.179999999999982947e+02,8.118476616765721600e+16
2.130000000000000000e+03,6.200000000000017053e+02,6.359541010909680000e+16
2.130500000000000000e+03,6.219999999999985221e+02,4.890412638074088000e+16
2.131000000000000000e+03,6.240000000000018190e+02,3.688696130827515200e+16
2.131500000000000000e+03,6.259999999999988631e+02,2.726820569660933600e+16
2.132000000000000000e+03,6.280000000000003411e+02,1.974041636494626000e+16
2.132500000000000000e+03,6.299999999999968168e+02,1.398441123129160400e+16
2.133000000000000000e+03,6.320000000000002274e+02,9.687360710337558000e+15
2.133500000000000000e+03,6.339999999999974989e+02,6.557515541456636000e+15
2.134000000000000000e+03,6.360000000000007958e+02,4.334703070600221500e+15
2.134500000000000000e+03,6.379999999999956799e+02,2.796366178249591000e+15
2.135000000000000000e+03,6.399999999999997726e+02,1.759491826419853500e+15
2.135500000000000000e+03,6.420000000000034106e+02,1.079192015248711250e+15
2.136000000000000000e+03,6.439999999999994316e+02,6.449181408913175000e+14
2.136500000000000000e+03,6.460000000000035243e+02,3.753167951938900000e+14
2.137000000000000000e+03,6.479999999999996589e+02,2.126129226106387188e+14
2.137500000000000000e+03,6.500000000000036380e+02,1.171948220856859844e+14
2.138000000000000000e+03,6.519999999999977263e+02,6.283502353201257812e+13
2.138500000000000000e+03,6.540000000000021600e+02,3.275941373396420312e+13
2.139000000000000000e+03,6.559999999999984084e+02,1.660341591350381641e+13
2.139500000000000000e+03,6.580000000000031832e+02,8.178815375517087891e+12
2.140000000000000000e+03,6.599999999999980673e+02,3.915064936784157227e+12
2.140500000000000000e+03,6.620000000000028422e+02,1.820898527795604736e+12
2.141000000000000000e+03,6.639999999999969305e+02,8.227942997747088623e+11
2.141500000000000000e+03,6.660000000000015916e+02,3.611878615575770264e+11
2.142000000000000000e+03,6.679999999999979536e+02,1.540298439923481445e+11
2.142500000000000000e+03,6.700000000000014779e+02,6.381379723156240845e+10
2.143000000000000000e+03,6.719999999999978400e+02,2.568523543539408112e+10
2.143500000000000000e+03,6.740000000000020464e+02,1.004487607911821365e+10
2.144000000000000000e+03,6.759999999999986358e+02,3.817160349135006905e+09
2.144500000000000000e+03,6.780000000000021600e+02,1.409684635472899914e+09
2.145000000000000000e+03,6.799999999999989768e+02,5.059957120253410935e+08
2.145500000000000000e+03,6.820000000000017053e+02,1.765540409694039226e+08
2.146000000000000000e+03,6.839999999999985221e+02,5.989364928209160268e+07
2.146500000000000000e+03,6.860000000000009095e+02,1.975718024639655277e+07
2.147000000000000000e+03,6.879999999999972715e+02,6.338411365817585960e+06
2.147500000000000000e+03,6.900000000000010232e+02,6.460425937479702756e+06
2.148000000000000000e+03,6.919999999999965894e+02,6.584063594163456000e+06
2.148500000000000000e+03,6.940000000000014779e+02,2.032243585882387590e+06
2.149000000000000000e+03,6.959999999999973852e+02,2.070685451327467337e+06
2.149500000000000000e+03,6.980000000000000000e+02,2.109627920159269124e+06
2.150000000000000000e+03,6.999999999999960210e+02,2.149073943027373403e+06
