x (m), retention (H/m3)
0.000000000000000000e+00,4.735047799091492664e+25
4.285714285714285672e-07,8.720197011218704646e+25
8.571428571428571343e-07,8.757758398752910568e+25
1.285714285714285807e-06,6.246744031158865968e+25
1.714285714285714269e-06,6.242891185097038355e+25
2.142857142857142730e-06,6.221332615231597980e+25
2.571428571428571615e-06,6.106949664178996788e+25
3.000000000000000076e-06,2.222868349649716400e+16
5.000000000000000409e-06,1.418867307115074564e-64
