x,t=1.00e+00s,t=2.10e+00s,t=3.31e+00s,t=4.64e+00s,t=6.11e+00s,t=7.72e+00s,t=9.49e+00s,t=1.14e+01s,t=1.36e+01s,t=1.59e+01s,t=1.85e+01s,t=2.14e+01s,t=2.45e+01s,t=2.80e+01s,t=3.18e+01s,t=3.59e+01s,t=4.05e+01s,t=4.56e+01s,t=5.12e+01s,t=5.73e+01s,t=6.40e+01s,t=7.14e+01s,t=7.95e+01s,t=8.85e+01s,t=9.83e+01s,t=1.00e+02s
3.030303030303030233e-05,4.431420957812926976e+18,2.946345185597395354e+19,1.042671020984004280e+20,2.629162922823335936e+20,5.328219639879797965e+20,9.268690363084113183e+20,1.441737471975626637e+21,2.060790845251691217e+21,2.758823996435083559e+21,3.506727573245696410e+21,4.275195925283651191e+21,5.037301603603073466e+21,5.770066768914475385e+21,6.455248845078165193e+21,7.079555370703632990e+21,7.634471150603776033e+21,8.115839899801330123e+21,8.523300672071248380e+21,8.859642951386151256e+21,9.130118887000768512e+21,9.341739143706687046e+21,9.502578259827250692e+21,9.621120826572575605e+21,9.705684606901358166e+21,9.763955630061941424e+21,9.772844805112979259e+21
3.131313131313131094e-05,4.879330614124450816e+18,3.195804831049633792e+19,1.115949782597104763e+20,2.781185185186495529e+20,5.579535350998318449e+20,9.622418036516647076e+20,1.485915775824602595e+21,2.111127159881637822e+21,2.812172354832737239e+21,3.560061342796012323e+21,4.326008886131404308e+21,5.083787496147540509e+21,5.811130310859721540e+21,6.490414784895574344e+21,7.108832204483098313e+21,7.658208297585284743e+21,8.134600113547011686e+21,8.537756784076094702e+21,8.870500199874073461e+21,9.138060163386032783e+21,9.347389163160352063e+21,9.506482713185377845e+21,9.623737122885107450e+21,9.707381378302502502e+21,9.765018569297172103e+21,9.773811047938543059e+21
3.232323232323232293e-05,5.377994812745719808e+18,3.469380323020560794e+19,1.195260037138904678e+20,2.943871394652375286e+20,5.845943351935448515e+20,9.994483762982769132e+20,1.532095170846852383e+21,2.163485866011695251e+21,2.867454693760261685e+21,3.615170971754792223e+21,4.378402864040479031e+21,5.131646249279072240e+21,5.853360447347793854e+21,6.526552303807200494e+21,7.138902369138300158e+21,7.682580307415319708e+21,8.153857814092261097e+21,8.552594182040919736e+21,8.881642867906613084e+21,9.146209794677868069e+21,9.353187255596762530e+21,9.510489428910829208e+21,9.626421920315455046e+21,9.709122567702526820e+21,9.766109331693846397e+21,9.774802582411814109e+21
3.333333333333333493e-05,5.933320227160058880e+18,3.769405176754071962e+19,1.281078307237470208e+20,3.117893390837288796e+20,6.128177503315707822e+20,1.038554335200366428e+21,1.580324348050252497e+21,2.217895881838601961e+21,2.924681958317263684e+21,3.672053639113605120e+21,4.432366033367800480e+21,5.180861246460514009e+21,5.896738976293516739e+21,6.563643761972772602e+21,7.169750035339632706e+21,7.707573737223652114e+21,8.173602068383435588e+21,8.567804292462717960e+21,8.893064448411417182e+21,9.154562992103723368e+21,9.359130001991231603e+21,9.514596039716893622e+21,9.629173630953565716e+21,9.710907144728660148e+21,9.767227271604158333e+21,9.775818821590031794e+21
3.434343434343434015e-05,6.551923862855548928e+18,4.098442920157451059e+19,1.373918648754978488e+20,3.303963821084789965e+20,6.427004117097857679e+20,1.079627134395910193e+21,1.630652590806160376e+21,2.274385834645871133e+21,2.983864336902543901e+21,3.730705606301400433e+21,4.487885666526346871e+21,5.231415066377565766e+21,5.941247013891746038e+21,6.601670959621513150e+21,7.201358923517389701e+21,7.733174788486708855e+21,8.193821667346500026e+21,8.583378331675344765e+21,8.904758277654381068e+21,9.163114852820826718e+21,9.365213902372581933e+21,9.518800122460011233e+21,9.631990629490048893e+21,9.712734054763041128e+21,9.768371728195096936e+21,9.776859164727194943e+21
3.535353535353535215e-05,7.241219641628381184e+18,4.459309162282819584e+19,1.474335283729011999e+20,3.502837889673623634e+20,6.743222280083513016e+20,1.122736021317057118e+21,1.683129645281512260e+21,2.332983932139921474e+21,3.045011159604769325e+21,3.791122148975442919e+21,4.544948094865756914e+21,5.283289464980834877e+21,5.986864990105073877e+21,6.640615139975856390e+21,7.233712310137750815e+21,7.759369314179912565e+21,8.214505132592010887e+21,8.599307311525070373e+21,8.916717539735053009e+21,9.171860363304812675e+21,9.371435378275040362e+21,9.523099199849774449e+21,9.634871254367709692e+21,9.714602219691382407e+21,9.769542025918067769e+21,9.777922997701023105e+21
3.636363636363636415e-05,8.009515721141127168e+18,4.855095718087661158e+19,1.582925387846541967e+20,3.715315119703004283e+20,7.077664082702747566e+20,1.167951944927349441e+21,1.737805581367014326e+21,2.393717828331150770e+21,3.108130794334268162e+21,3.853297488400422011e+21,4.603538669952792265e+21,5.336465358154355442e+21,6.033572644747042882e+21,6.680456992659588776e+21,7.266793034348457099e+21,7.786142826204660498e+21,8.235640723322408272e+21,8.615582045193973531e+21,8.928935271189268398e+21,9.180794402815169528e+21,9.377790775244016845e+21,9.527490742195996066e+21,9.637813808957667410e+21,9.716510538667644682e+21,9.770737474988452872e+21,9.779009693449019458e+21
3.737373737373737614e-05,8.866123891814652928e+18,5.289196964751355085e+19,1.700332035960227430e+20,3.942241116755960791e+20,7.431194739007820923e+20,1.215347450767270216e+21,1.794730643782065455e+21,2.456614484017045570e+21,3.173230540892458189e+21,3.917224722614406611e+21,4.663641725401314099e+21,5.390922805106634129e+21,6.081349024215200694e+21,6.721176657617449124e+21,7.300583505004909822e+21,7.813480503092612956e+21,8.257216443440103948e+21,8.632193153168651059e+21,8.941404365696444400e+21,9.189911746935063052e+21,9.384276365394096161e+21,9.531972169191483507e+21,9.640816562759448658e+21,9.718457888894089167e+21,9.771957371874876326e+21,9.780118612413345956e+21
3.838383838383838137e-05,9.821482562711142400e+18,5.765338617353742746e+19,1.827247308350367334e+20,4.184509321805483868e+20,7.804712582795939021e+20,1.264996561972267844e+21,1.853955093064368783e+21,2.521700021955752624e+21,3.240316523196292530e+21,3.982895757590267429e+21,4.725240539404933530e+21,5.446640992580556292e+21,6.130172478927469019e+21,6.762753729571933127e+21,7.335065708086810378e+21,7.841367197989056020e+21,8.279220048854769467e+21,8.649131069351407911e+21,8.954117578888549761e+21,9.199207071183445950e+21,9.390888350017357087e+21,9.536540851729235706e+21,9.643877752623868150e+21,9.720443126416215638e+21,9.773200999797760197e+21,9.781249102994064015e+21
3.939393939393939336e-05,1.088729503919426560e+19,6.287609124670844109e+19,1.964415559438435615e+20,4.443062739033716163e+20,8.199148923752098038e+20,1.316974645317454791e+21,1.915529036184663884e+21,2.588999576852926824e+21,3.309393579896855855e+21,4.050301238611463897e+21,4.788317298128802808e+21,5.503598219978681090e+21,6.180020661514799153e+21,6.805167263042738586e+21,7.370221214514891719e+21,7.869787446916925096e+21,8.301639054987956847e+21,8.666386047310855406e+21,8.967067533257924936e+21,9.208674954696607138e+21,9.397622862240143114e+21,9.541194113752680628e+21,9.646995583998042833e+21,9.722465086931862553e+21,9.774467629236680131e+21,9.782400502010499564e+21
4.040404040404040536e-05,1.207668501058759475e+19,6.860493899125231616e+19,2.112636849442206188e+20,4.718895622273082327e+20,8.615467746460747694e+20,1.371358261339148780e+21,1.979502246564863672e+21,2.658537140321382826e+21,3.380465153653555069e+21,4.119430482090803069e+21,4.852853060119768859e+21,5.561771885500586525e+21,6.230870525822063608e+21,6.848395777953042006e+21,7.406031188376564007e+21,7.898725477322699309e+21,8.324460744472697766e+21,8.683948166668814909e+21,8.980246723160809931e+21,9.218309883977005007e+21,9.404475969726422450e+21,9.545929234137749651e+21,9.650168232191379636e+21,9.724522586613974303e+21,9.775756518446342341e+21,9.783572135170325610e+21
4.141414141414141058e-05,1.340437140890864845e+19,7.488912608428577587e+19,2.272770537997865779e+20,5.013055101642860790e+20,9.054665234089987277e+20,1.428224997586394415e+21,2.045923973321512976e+21,2.730335401012669448e+21,3.453533179348360626e+21,4.190271408070694797e+21,4.918827721896821260e+21,5.621138473388360073e+21,6.282698326768128885e+21,6.892417265846098854e+21,7.442476395568743580e+21,7.928165216904703640e+21,8.347672175045815304e+21,8.701807339620164174e+21,8.993647519913450930e+21,9.228106256706528346e+21,9.411443677425758634e+21,9.550743448605085925e+21,9.653393843661855261e+21,9.726614422946335162e+21,9.777066913980651405e+21,9.784763317546047767e+21
4.242424242424242258e-05,1.488686507354512384e+19,8.178259770022425395e+19,2.445739037027695329e+20,5.326642729638546637e+20,9.517769097514806149e+20,1.487653284066321498e+21,2.114842739606084125e+21,2.804415580161698693e+21,3.528597971548040593e+21,4.262810473652670693e+21,4.986219984885712421e+21,5.681673542375784317e+21,6.335479621114732216e+21,6.937209196734334370e+21,7.479537212865189511e+21,7.958090302724074635e+21,8.371260187629957677e+21,8.719953317582071661e+21,9.007262176977520427e+21,9.238058385621650506e+21,9.418521930363804058e+21,9.555633951661329744e+21,9.656670537321262612e+21,9.728739375571707888e+21,9.778398051224438964e+21,9.785973354058464887e+21
4.343434343434343458e-05,1.654268996542907187e+19,8.934448902869275443e+19,2.632531718066144870e+20,5.660815923429038490e+20,1.000583768962992964e+21,1.549722189966899151e+21,2.186306129969665802e+21,2.880797262830216151e+21,3.605658111546031079e+21,4.337032607613045965e+21,5.055007323863440687e+21,5.743351715435791778e+21,6.389189269192434516e+21,6.982748526602105127e+21,7.517193637414972686e+21,7.988484090598059409e+21,8.395211414602508141e+21,8.738375697968918430e+21,9.021082835231397904e+21,9.248160502447673967e+21,9.425706616473378619e+21,9.560597898567648018e+21,9.659996405858748596e+21,9.730896207151594734e+21,9.779749154932612137e+21,9.787201539966815437e+21
4.444444444444444657e-05,1.839263202232931328e+19,9.763960504230830080e+19,2.834208966831716762e+20,6.016789277424627220e+20,1.051995888362276913e+21,1.614511200770135949e+21,2.260360566742113059e+21,2.959498225181958078e+21,3.684710334339745317e+21,4.412921146470150701e+21,5.125165957079406477e+21,5.806146670919445119e+21,6.443801437630143398e+21,7.029011705581924254e+21,7.555425296678053216e+21,8.019329664774970540e+21,8.419512288247828972e+21,8.757063931089150542e+21,9.035101528323910533e+21,9.258406761889315946e+21,9.432993569463982883e+21,9.565632407334362808e+21,9.663369517081517097e+21,9.733083664237167903e+21,9.781119439776092520e+21,9.788447161365179662e+21
4.545454545454545180e-05,2.046001913937538662e+19,1.067389413149475799e+20,3.051906375002895811e+20,6.395835717294589215e+20,1.106124869304980865e+21,1.682099974909427712e+21,2.337051075485225714e+21,3.040534258171601486e+21,3.765749415923022823e+21,4.490457772276476019e+21,5.196670818220696928e+21,5.870031135177979199e+21,6.499289603133075882e+21,7.075974686822656639e+21,7.594211458802600903e+21,8.050609847889235542e+21,8.444149049389445284e+21,8.776007327159913808e+21,9.049310188106991796e+21,9.268791245674762994e+21,9.440378571727663268e+21,9.570734560739917300e+21,9.666787915271585661e+21,9.735300478150490718e+21,9.782508110894333952e+21,9.789709495684776854e+21
4.646464646464646379e-05,2.277103620155228570e+19,1.167202488050992906e+20,3.286839055874954363e+20,6.799287463537956618e+20,1.163084961070568702e+21,1.752568079177529164e+21,2.416421039655948911e+21,3.123918988081210851e+21,3.848768061297481744e+21,4.569622452416426279e+21,5.269495530389044724e+21,5.934976876757545648e+21,6.555626557351720387e+21,7.123612936066597650e+21,7.633531043448360010e+21,8.082307211195033059e+21,8.469107756197943968e+21,8.795195063435316429e+21,9.063700650143418155e+21,9.279307966650345587e+21,9.447857357278987420e+21,9.575901408372820279e+21,9.670249622557738140e+21,9.737545365875486360e+21,9.783914364453831836e+21,9.790987812201696330e+21
4.747474747474747579e-05,2.535507959410339021e+19,1.276686456181234565e+20,3.540306066788454236e+20,7.228536769447770194e+20,1.222992864251491123e+21,1.825994702157858996e+21,2.498511944699308147e+21,3.209663694391189438e+21,3.933756793630048125e+21,4.650393381696883393e+21,5.343612382256489824e+21,6.000954702253744194e+21,6.612784412882425086e+21,7.171901441950905008e+21,7.673362633058821341e+21,8.114404085075731808e+21,8.494374293170619941e+21,8.814616191444009878e+21,9.078264659286105784e+21,9.289950872922716373e+21,9.455425614727063011e+21,9.581129968694924935e+21,9.673752640301496795e+21,9.739817030957968392e+21,9.785337388212284293e+21,9.792281372549900665e+21
4.848484848484848101e-05,2.824515617982239539e+19,1.396772788402562990e+20,3.813694916873158001e+20,7.685036394865463132e+20,1.285967501203670303e+21,1.902458345032723726e+21,2.583363111881806971e+21,3.297777125527987421e+21,4.020703845007183839e+21,4.732746927023464645e+21,5.418992306565534450e+21,6.067934453910457025e+21,6.670734610437570036e+21,7.220814727047185170e+21,7.713684484584455012e+21,8.146882569826533900e+21,8.519934380278111273e+21,8.834259644331522523e+21,9.092993875324877930e+21,9.300713852045796311e+21,9.463078990277326668e+21,9.586417231124582367e+21,9.677294950496086262e+21,9.742114164413980213e+21,9.786776362088002486e+21,9.793589431238750372e+21
4.949494949494949301e-05,3.147833236730949632e+19,1.528480395893920563e+20,4.108486133681881743e+20,8.170299773508528374e+20,1.352129751068228714e+21,1.982036489218823291e+21,2.671011422274392162e+21,3.388265313087290606e+21,4.109595049258503897e+21,4.816657574959979168e+21,5.495604861137819009e+21,6.135885009044098777e+21,6.729447927220846723e+21,7.270326859651142910e+21,7.754474541657792446e+21,8.179724546706430231e+21,8.545773582273299350e+21,8.854114244302637892e+21,9.107879878696981496e+21,9.311590735249140613e+21,9.470813090760783561e+21,9.591760158137950142e+21,9.680874517177414189e+21,9.744435445645795394e+21,9.788230458733955645e+21,9.794911236175050047e+21
5.050505050505050501e-05,3.509623961068686131e+19,1.672923344451222897e+20,4.426257856632949309e+20,8.685900827888814653e+20,1.421602146843131118e+21,2.064805240394277978e+21,2.761491031399794213e+21,3.481131385189114053e+21,4.200413737344186712e+21,4.902097882472299626e+21,5.573418212552561656e+21,6.204774281371067613e+21,6.788894486540202279e+21,7.320411466332604727e+21,7.795710447220449870e+21,8.212911689255619658e+21,8.571877318157230146e+21,8.874168710158998307e+21,9.122914176257122894e+21,9.322575301704781136e+21,9.478623486688578503e+21,9.597155687387004666e+21,9.684489287845770428e+21,9.746779543364821844e+21,9.789698844116291420e+21,9.796246029188806476e+21
5.151515151515151700e-05,3.914564348947874611e+19,1.831319163936766362e+20,4.768690418768510321e+20,9.233473381942515466e+20,1.494508531973510660e+21,2.150838948613887885e+21,2.854833075172088480e+21,3.576375379679667290e+21,4.293140635820495995e+21,4.989038431160162583e+21,5.652399122652905603e+21,6.274569224312118575e+21,6.849043768688145072e+21,7.371041745254023692e+21,7.837369556600717574e+21,8.246425474873396560e+21,8.598230870796567314e+21,8.894411664926964711e+21,9.138088207103153930e+21,9.333661282829444579e+21,9.486505715329459552e+21,9.602600733832569160e+21,9.688137194897481400e+21,9.749145116520856158e+21,9.791180678096614326e+21,9.797593046562730148e+21
5.252525252525252223e-05,4.367908442918368051e+19,2.004997783409441833e+20,5.137570871096794153e+20,9.814710117495735583e+20,1.570973673944671060e+21,2.240209804361116942e+21,2.951065367876185620e+21,3.673994057953535066e+21,4.387753768916827505e+21,5.077447785281622114e+21,5.732512938034038047e+21,6.345235836342992110e+21,6.909864623115836850e+21,7.422190480263968981e+21,7.879428951039493014e+21,8.280247196651364549e+21,8.624819396686839284e+21,8.914831643570420580e+21,9.153393348452914561e+21,9.344842366618806780e+21,9.494455283807938413e+21,9.608092191890744541e+21,9.691816157065064219e+21,9.751530815236719247e+21,9.792675115017734980e+21,9.798951519564658115e+21
5.353535353535353422e-05,4.875559915185153638e+19,2.195411120950950625e+20,5.534797395644364227e+20,1.043136101662957896e+21,1.651122832406115779e+21,2.332987410558165975e+21,3.050212093061816123e+21,3.773980720228336140e+21,4.484228364774449611e+21,5.167292453874563023e+21,5.813723582661981635e+21,6.416739168455995949e+21,6.971325281924011786e+21,7.473830055769462014e+21,7.921865451660999918e+21,8.314357975455778210e+21,8.651627935855269642e+21,8.935417100783417557e+21,9.168820921568336019e+21,9.356112202010640515e+21,9.502467672220652012e+21,9.613626937591115809e+21,9.695524080865113014e+21,9.753935281747828670e+21,9.794181304292449714e+21,9.800320674982797509e+21
5.454545454545454622e-05,5.444153310680262246e+19,2.404143354834458051e+20,5.962383544222150820e+20,1.108523122793299706e+21,1.735081279433059336e+21,2.429238330749938041e+21,3.152293488359489667e+21,3.876325023162003096e+21,4.582536766412454101e+21,5.258536857277953999e+21,5.895993553766386237e+21,6.489043333792027116e+21,7.033393374690361213e+21,7.525932472389555192e+21,7.964655633883523449e+21,8.348738772252599779e+21,8.678641421896844837e+21,8.956156418856896692e+21,9.184362197722105643e+21,9.367464403273628254e+21,9.510538336768763101e+21,9.619201830745091867e+21,9.699258862052562698e+21,9.756357151345797497e+21,9.795698390994746606e+21,9.801699735663217213e+21
5.555555555555555822e-05,6.081145544152095130e+19,2.632921899270516244e+20,6.422462229728294339e+20,1.177817829059765076e+21,1.822973769648414654e+21,2.529025613895072481e+21,3.257325525364742029e+21,3.981012800759482810e+21,4.682648347999027593e+21,5.351143298352168305e+21,5.979283921143814160e+21,6.562111519496950776e+21,7.096035944649153577e+21,7.578469363389818733e+21,8.007775842264414159e+21,8.383370400667899265e+21,8.705844692136748909e+21,8.977037915614165860e+21,9.200008404202813391e+21,9.378892554418494898e+21,9.518662712903860224e+21,9.624813717122778661e+21,9.703018387080359182e+21,9.758795053325409583e+21,9.797225516453209309e+21,9.803087921049235358e+21
5.656565656565656344e-05,6.794918955095012966e+19,2.883629103286232023e+20,6.917289385493246771e+20,1.251210864638814847e+21,1.914923958088291058e+21,2.632408296438087287e+21,3.365319585880733123e+21,4.088025889570620965e+21,4.784529437016521179e+21,5.445071938692565697e+21,6.063554330000734814e+21,6.635906000850406867e+21,7.159219466235130413e+21,7.631412011895328080e+21,8.051202205771976671e+21,8.418233539775797658e+21,8.733222497912330650e+21,8.998049852409091457e+21,9.215750730353791205e+21,9.390390213628094579e+21,9.526836218485052277e+21,9.630459430636579979e+21,9.706800534563411984e+21,9.761247611934300176e+21,9.798761818845943431e+21,9.804484447722287399e+21
5.757575757575757544e-05,7.594897391165051699e+19,3.158314685082621706e+20,7.449247195642918339e+20,1.328897336579614573e+21,2.011053763903194661e+21,2.739440882601759343e+21,3.476282135957386822e+21,4.197341959233361412e+21,4.888143242916103455e+21,5.540280780123955790e+21,6.148763007456916799e+21,6.710388157708739019e+21,7.222909863999654855e+21,7.684731368877602111e+21,8.094910653476097753e+21,8.453308747105407336e+21,8.760759514966924460e+21,9.019180442181243503e+21,9.231580333641392194e+21,9.401950917703188349e+21,9.535054256944835461e+21,9.636135795530068394e+21,9.710603176745575121e+21,9.763713447324461040e+21,9.800306433796744413e+21,9.805888529943834395e+21
5.858585858585858743e-05,8.491676979007722291e+19,3.459208906159882895e+20,8.020846785642600858e+20,1.411076301125903712e+21,2.111482678250812473e+21,2.850172804128359580e+21,3.590214399316325302e+21,4.308934349465579422e+21,4.993449792862046650e+21,5.636725651754591453e+21,6.234866772820842512e+21,6.785518493297116447e+21,7.287072532902945227e+21,7.738398071908248584e+21,8.138876930647747723e+21,8.488576471857653350e+21,8.788440353948151316e+21,9.040417857561863127e+21,9.247488345747895615e+21,9.413568186520463999e+21,9.543312220461299925e+21,9.641839628570259882e+21,9.714424180968779678e+21,9.766191176505058394e+21,9.801858494971946992e+21,9.807299380197929779e+21
5.959595959595959266e-05,9.497173453934138163e+19,3.788736479235486515e+20,8.634730247024688497e+20,1.497950155731052528e+21,2.216327015060704068e+21,2.964647861012701643e+21,3.707112031904243122e+21,4.422771914654120149e+21,5.100405875166518706e+21,5.734360202858113008e+21,6.321821051738554106e+21,6.861256655378908709e+21,7.351672359982082294e+21,7.792382464670046355e+21,8.183076615256689082e+21,8.524017068322275197e+21,8.816249571002562904e+21,9.061750239024506733e+21,9.263465878684481618e+21,9.425235527499421581e+21,9.551605493134331478e+21,9.647567741241763299e+21,9.718261411142969590e+21,9.768679414295613669e+21,9.803417134677564064e+21,9.808716209734008439e+21
6.060606060606060465e-05,1.062478815975388611e+20,4.149531191075368468e+20,9.293671853745690378e+20,1.589723928506807091e+21,2.325699103742144020e+21,3.082903645108279706e+21,3.826964799471032992e+21,4.538818877230081901e+21,5.208964991012802920e+21,5.833135901838982250e+21,6.409579894306417672e+21,6.937561459822946157e+21,7.416673747389891215e+21,7.846654617213472866e+21,8.227485134854999245e+21,8.559610809484453085e+21,8.844171678458431144e+21,9.083165703073982054e+21,9.279504030919561314e+21,9.436946440074638131e+21,9.559929454163237274e+21,9.653316941941041005e+21,9.722112729215836094e+21,9.771176774279037452e+21,9.804981484456175993e+21,9.810138229109524791e+21
6.161616161616161665e-05,1.188959510084610458e+20,4.544451205312356680e+20,1.000057830962674794e+21,1.686604456671057281e+21,2.439706423370236035e+21,3.204970948850153947e+21,3.949756260222027956e+21,4.657034691054195442e+21,5.319077315057885905e+21,5.933002041522653233e+21,6.498095997226401661e+21,7.014390916581733433e+21,7.482040636795554628e+21,7.901184346944550470e+21,8.272077783833235161e+21,8.595337900810299245e+21,8.872191155588107862e+21,9.104652350467189244e+21,9.295593893517645054e+21,9.448694420170088645e+21,9.568279481023517950e+21,9.659084038169136464e+21,9.725975996641191133e+21,9.773681869753566626e+21,9.806550675683245294e+21,9.811564648731915583e+21
6.262626262626262187e-05,1.330855173422258258e+20,4.976594990549802025e+20,1.075848784689581392e+21,1.788799445474126332e+21,2.558450678428175696e+21,3.330873161722796966e+21,4.075463454743783801e+21,4.777373916064653509e+21,5.430689665494367076e+21,6.033905750994892882e+21,6.587320730069907800e+21,7.091702258085657575e+21,7.547736535133139763e+21,7.955941240327156793e+21,8.316829741034411917e+21,8.631178494199424090e+21,8.900292459441212621e+21,9.126198274459313373e+21,9.311726556283998831e+21,9.460472964671936135e+21,9.576650952640257065e+21,9.664865838721249837e+21,9.729849075844929028e+21,9.776193314683105575e+21,9.808123840162271592e+21,9.812994679399686078e+21
6.363636363636364065e-05,1.490073653442466939e+20,5.449317794856231240e+20,1.157056797498355220e+21,1.896516399107359375e+21,2.682026816811081662e+21,3.460625657506810561e+21,4.204056605548459590e+21,4.899786105460689469e+21,5.543745484135627489e+21,6.135792014196001997e+21,6.677204165702519357e+21,7.169451970050000945e+21,7.613724541679670657e+21,8.010894675280732881e+21,8.361716087710051992e+21,8.667112702092518621e+21,8.928460035739520860e+21,9.147791569068607144e+21,9.327893113910251749e+21,9.472275575896400724e+21,9.585039252555695129e+21,9.670659155871372673e+21,9.733729831687362183e+21,9.778709724645069685e+21,9.809700110718445027e+21,9.814427532841938059e+21
6.464646464646464587e-05,1.668761675370491085e+20,5.966248558347789271e+20,1.244011165648727310e+21,2.009961415255893737e+21,2.810521991515062403e+21,3.594235175762608521e+21,4.335498828720353313e+21,5.024215706708051231e+21,5.658184827068077834e+21,6.238603695454862442e+21,6.767695114907959689e+21,7.247595824683125047e+21,7.679967376439583441e+21,8.066013844251717140e+21,8.406711825801094889e+21,8.703120611721096462e+21,8.956678329824141378e+21,9.169420337353103245e+21,9.344084672115975913e+21,9.484095766049190838e+21,9.593439772088597479e+21,9.676460807550400463e+21,9.737616132920825610e+21,9.781229717775099888e+21,9.811278621790236049e+21,9.815862422256173974e+21
6.565656565656565109e-05,1.869335023984221880e+20,6.531307119996769403e+20,1.337053166371144729e+21,2.129337835276110397e+21,2.944014468249023939e+21,3.731699201449117352e+21,4.469745860277722153e+21,5.150601977656139317e+21,5.773944366388687667e+21,6.342281572124831252e+21,6.858741165234423071e+21,7.326088916275534234e+21,7.746427409807974597e+21,8.121267777934759821e+21,8.451791896525467025e+21,8.739182299486138401e+21,8.984931797645628801e+21,9.191072699692300108e+21,9.360292353781469807e+21,9.495927061673089696e+21,9.601847913482941366e+21,9.682267619516053717e+21,9.741505853641621242e+21,9.783751915707962491e+21,9.812858510018583986e+21,9.817298562843819377e+21
6.666666666666666986e-05,2.094512567064177541e+20,7.148721532009961226e+20,1.436535284458794779e+21,2.254844742487024599e+21,3.082572482120579547e+21,3.873005347027452166e+21,4.606745799980424888e+21,5.278878919050063249e+21,5.890957403515680457e+21,6.446764374458450838e+21,6.950288724070741574e+21,7.404885699140600726e+21,7.813066693480036696e+21,8.176625369617245667e+21,8.496931199252814627e+21,8.775277845451800314e+21,9.013204916786932220e+21,9.212736802066928763e+21,9.376507305066680549e+21,9.507763008080028107e+21,9.610259093043552453e+21,9.688076427512919359e+21,9.745396874734901133e+21,9.786274944513761870e+21,9.814438914833170563e+21,9.818735172343130227e+21
6.767676767676767508e-05,2.347354612504722473e+20,7.823045243828539228e+20,1.542820200132233658e+21,2.386675301796959748e+21,3.226253047565023969e+21,4.018130741859074966e+21,4.746438875416955453e+21,5.408975224703511691e+21,6.009153894524343288e+21,6.551988832831104090e+21,7.042283065943628186e+21,7.483940027868805857e+21,7.879846992569570427e+21,8.232055400118365454e+21,8.542104610645801435e+21,8.811387347939669049e+21,9.041482197509394661e+21,9.234400824329737601e+21,9.392720701511401734e+21,9.519597173764459069e+21,9.618668744256161579e+21,9.693884079420999729e+21,9.749287085311638110e+21,9.788797435629036110e+21,9.816018979035356856e+21,9.820171471559023657e+21
6.868686868686868030e-05,2.631306154416293478e+20,8.559173856543121080e+20,1.656279505914669564e+21,2.525014934878794809e+21,3.375100726809340150e+21,4.167041434169713885e+21,4.888757229289987899e+21,5.540814250569099117e+21,6.128460487919158690e+21,6.657889732394660921e+21,7.134668384010144580e+21,7.563205199848232976e+21,7.946729818894769324e+21,8.287526563291620966e+21,8.587287004046297137e+21,8.847490938208901923e+21,9.069748193811410977e+21,9.256052988460075581e+21,9.408923754111685362e+21,9.531423154794215244e+21,9.627072320889600082e+21,9.699687437391072592e+21,9.753174384136524136e+21,9.791318026781680730e+21,9.817597849377341178e+21,9.821606684889530237e+21
6.969696969696969908e-05,2.950245635075740140e+20,9.362361075591930184e+20,1.777292117655234544e+21,2.670039326398144315e+21,3.529146363392571212e+21,4.319691811307752784e+21,5.033624732884122206e+21,5.674314003900977381e+21,6.248800575206614630e+21,6.764399975211429003e+21,7.227387845702376751e+21,7.642633999994846183e+21,8.013676465384719385e+21,8.343007492057462735e+21,8.632453269083643707e+21,8.883568795206680576e+21,9.097987514489420906e+21,9.277681566795388944e+21,9.425107715367559496e+21,9.543234579175695188e+21,9.635465300077684195e+21,9.705483379965339632e+21,9.757056681045621998e+21,9.793835362909346071e+21,9.819174677137093296e+21,9.823040040848347628e+21
7.070707070707070430e-05,3.308539930362886226e+20,1.023823340304031941e+21,1.906242342293921333e+21,2.821912258432797245e+21,3.688405788597482947e+21,4.476024044472117494e+21,5.180956828740754604e+21,5.809387153649348641e+21,6.370094354581551055e+21,6.871450649886276452e+21,7.320383652463183397e+21,7.722178747627011572e+21,8.080648041555673743e+21,8.398466784930398470e+21,8.677578331481287164e+21,8.919601160373352268e+21,9.126184834190585889e+21,9.299274890232022958e+21,9.441263885297032102e+21,9.555025111189645427e+21,9.643843185378374713e+21,9.711268804181580841e+21,9.760931898352868524e+21,9.796348097070373011e+21,9.820748618688651854e+21,9.824470772583172669e+21
7.171717171717172307e-05,3.711106357557673984e+20,1.119280300823798350e+21,2.043517562554964247e+21,2.980783272243757580e+21,3.852878510082825912e+21,4.635967564510893441e+21,5.330660405578709336e+21,5.945941063157446345e+21,6.492258907982633370e+21,6.978971108680412430e+21,7.413597103494034096e+21,7.801791345409375863e+21,8.147605510001498522e+21,8.453873033002954523e+21,8.722637173036930826e+21,8.955568352485955338e+21,9.154324904446365008e+21,9.320821356388401807e+21,9.457383617411363635e+21,9.566788455694346486e+21,9.652201509807919727e+21,9.717040627659462148e+21,9.764797972244227686e+21,9.798854891346694504e+21,9.822318836067369746e+21,9.825898118389505720e+21
