x,t=1.00e+00s,t=2.10e+00s,t=3.31e+00s,t=4.64e+00s,t=6.11e+00s,t=7.72e+00s,t=9.49e+00s,t=1.14e+01s,t=1.36e+01s,t=1.59e+01s,t=1.85e+01s,t=2.14e+01s,t=2.45e+01s,t=2.80e+01s,t=3.18e+01s,t=3.59e+01s,t=4.05e+01s,t=4.56e+01s,t=5.12e+01s,t=5.73e+01s,t=6.40e+01s,t=7.14e+01s,t=7.95e+01s,t=8.85e+01s,t=9.83e+01s,t=1.00e+02s
7.272727272727272829e-05,4.163482607421929554e+20,1.223247809456279388e+21,2.189505496586482614e+21,3.146785159017372582e+21,4.022546393532615098e+21,4.799438575789005603e+21,5.482633708482661974e+21,6.083877846147619881e+21,6.615208291710075404e+21,7.086889052054933733e+21,7.506968663417150243e+21,7.881423330282315973e+21,8.214509723838446567e+21,8.509194847346734662e+21,8.767604851750591267e+21,8.991450782523529888e+21,9.182392564676168778e+21,9.342309437723058897e+21,9.473458324646697894e+21,9.578518362392547557e+21,9.660535838847516279e+21,9.722795790667071095e+21,9.768652854158457569e+21,9.801354417737989882e+21,9.823884497529593659e+21,9.827321322219291804e+21
7.373737373737373352e-05,4.671905618889133916e+20,1.336406993722027016e+21,2.344590988761839698e+21,3.320031284144540484e+21,4.197372349748916781e+21,4.966339615480501764e+21,5.636766287331216851e+21,6.223094446884940415e+21,6.738853640731633910e+21,7.195130620555191910e+21,7.600438033736124072e+21,7.961025926284106007e+21,8.281321465040154395e+21,8.564400886788849140e+21,8.812456522073971360e+21,9.027228968537331597e+21,9.210372753150049255e+21,9.363727689600275055e+21,9.489479485246972887e+21,9.590208630058939056e+21,9.668841773420343460e+21,9.728531258166470509e+21,9.772494512153578963e+21,9.803845359046456508e+21,9.825444778106511426e+21,9.828739634184333558e+21
7.474747474747475229e-05,5.243400546168738284e+20,1.459479559912308867e+21,2.509152286582199812e+21,3.500612753088124027e+21,4.377299041291650204e+21,5.136559165946594329e+21,5.792938986348859097e+21,6.363482745292493685e+21,6.863103286730551198e+21,7.303620493908982628e+21,7.693944227959895228e+21,8.040550099164058354e+21,8.348001483594524525e+21,8.619459886020162486e+21,8.857167455253814051e+21,9.062883550508571689e+21,9.238250517899230839e+21,9.385064758295978312e+21,9.505438648593327063e+21,9.601853110724660822e+21,9.677114952836471325e+21,9.734244021836456133e+21,9.776320932257833419e+21,9.806326409751464772e+21,9.826998860151611458e+21,9.830152311053867811e+21
7.575757575757575751e-05,5.885881116602353582e+20,1.593227513462325772e+21,2.683556758069818950e+21,3.688595430964613087e+21,4.562247624493657227e+21,5.309971328102282822e+21,5.951023977538832564e+21,6.504929687663823290e+21,6.987862889872583819e+21,7.412281997172899054e+21,7.787425650237193060e+21,8.119946612676500652e+21,8.414510537410513732e+21,8.674340683990095102e+21,8.901713059741099360e+21,9.098395305176166564e+21,9.266011027563331191e+21,9.406309388936576762e+21,9.521327440974854488e+21,9.613445713815545053e+21,9.685351057703510737e+21,9.739931102071048110e+21,9.780130119804254159e+21,9.808796276873563734e+21,9.828545933881410322e+21,9.831558616746012180e+21
7.676767676767676273e-05,6.608262845404178022e+20,1.738452185956880482e+21,2.868156004462833959e+21,3.884016832679603864e+21,4.752116544425884123e+21,5.486435563837788783e+21,6.110884840583625441e+21,6.647317443473518363e+21,7.113035584188853518e+21,7.521037213721499271e+21,7.880820177329480270e+21,8.199166086436860461e+21,8.480809432898776072e+21,8.729012252540980429e+21,8.946068901637363073e+21,9.133745160816720609e+21,9.293639582163033653e+21,9.427450433363262833e+21,9.537137571296016597e+21,9.624980410240795148e+21,9.693545812800661619e+21,9.745589549952340591e+21,9.783920100747776098e+21,9.811253680827032142e+21,9.830085197909094040e+21,9.832957822812767126e+21
7.777777777777778151e-05,7.420590762985407119e+20,1.895992399533093683e+21,3.063280324715888509e+21,4.086882905852900540e+21,4.946780402123702010e+21,5.665796515632566501e+21,6.272376691583713542e+21,6.790523588627935527e+21,7.238522136386825355e+21,7.629807104834151645e+21,7.974065243732939112e+21,8.278159055213278790e+21,8.546859066146892546e+21,8.783443725233581720e+21,8.990210725148673180e+21,9.168914211958629073e+21,9.321121623786772234e+21,9.448476857914705838e+21,9.552860836715762287e+21,9.636451236428749210e+21,9.701694989913991152e+21,9.751216449195914297e+21,9.787688922963955941e+21,9.813697356260511318e+21,9.831615859770555105e+21,9.834349208918103687e+21
7.878787878787878673e-05,8.334183524737465713e+20,2.066721567777847509e+21,3.269232491644522594e+21,4.297164734885180473e+21,5.146088915072730530e+21,5.847883911463010566e+21,6.435346362742374138e+21,6.934421315324645212e+21,7.364221117814706012e+21,7.738511635594532094e+21,8.067097929742027850e+21,8.356876029519486517e+21,8.612620464606400217e+21,8.837604426313937977e+21,9.034114473017428935e+21,9.203883734012147007e+21,9.348442747180182143e+21,9.469377751120531685e+21,9.568489128213444821e+21,9.647852298306599256e+21,9.709794410630752502e+21,9.756808918067752993e+21,9.791434657528283136e+21,9.816126052884967064e+21,9.833137136442533741e+21,9.835732063308920914e+21
7.979797979797979195e-05,9.361796015136475709e+20,2.251543495237451121e+21,3.486280804970964976e+21,4.514795201379162391e+21,5.349865993542988464e+21,6.032512562945982464e+21,6.599632634791629685e+21,7.078879668502395879e+21,7.490029089215072961e+21,7.847069906777959039e+21,8.159855052230214287e+21,8.435267557367304159e+21,8.678054829205980447e+21,8.891463899770482852e+21,9.077756306901486797e+21,9.238635197797102518e+21,9.375588710226911560e+21,9.490142331298610414e+21,9.584014436076997313e+21,9.659177775220771521e+21,9.717839949090529477e+21,9.762364111270807863e+21,9.795155399975154745e+21,9.818538536288424821e+21,9.834648254852515234e+21,9.837105683278371750e+21
8.080808080808081072e-05,1.051780283145522381e+21,2.451386594522784858e+21,3.714651394575313666e+21,4.739665643743183110e+21,5.557908956799038390e+21,6.219482464361596846e+21,6.765066523592363082e+21,7.223763808664166597e+21,7.615840797812014973e+21,7.955400292362645144e+21,8.252273257907083018e+21,8.513284287030447047e+21,8.743123576802230927e+21,8.944991938429315973e+21,9.121112627669979103e+21,9.273150283949776306e+21,9.402545444309481554e+21,9.510759954048826212e+21,9.599428855308407013e+21,9.670421923794836783e+21,9.725827534691154002e+21,9.767879221800071070e+21,9.798849271535564227e+21,9.820933588736869925e+21,9.836148452379806663e+21,9.838469375621377032e+21
8.181818181818181594e-05,1.181840534132811891e+21,2.667196189736574648e+21,3.954519758580944994e+21,4.971622567159980360e+21,5.769987914435283386e+21,6.408578999746379645e+21,6.931471621929219129e+21,7.368935300645703909e+21,7.741549386184272118e+21,8.063420582262503113e+21,8.344289118795213046e+21,8.590877030664990884e+21,8.807788382877090054e+21,8.998158613034568778e+21,9.164160095584648167e+21,9.307410897190502007e+21,9.429299064538871628e+21,9.531220119636091601e+21,9.614724590941987930e+21,9.681579081721863733e+21,9.733753154747263615e+21,9.773351482764646416e+21,9.802514420352650576e+21,9.823310009960794948e+21,9.837636977347734274e+21,9.839822457081828475e+21
8.282828282828282116e-05,1.328186535754107716e+21,2.899924516454039290e+21,4.206001536289992081e+21,5.210464464154319127e+21,5.985845339015680623e+21,6.599573264626440208e+21,7.098664497059582706e+21,7.514252427682477244e+21,7.867046612284382118e+21,8.171048129842101879e+21,8.435839229655820272e+21,8.667996828626071847e+21,8.872011224388705714e+21,9.050934301260009964e+21,9.206875650335495422e+21,9.341399180433499881e+21,9.455835879841613218e+21,9.551512480255829869e+21,9.629893963270777209e+21,9.692643671488245793e+21,9.741612857099525554e+21,9.778778169175485448e+21,9.806149022674025710e+21,9.825666617926546883e+21,9.839113089506311406e+21,9.841164254791335936e+21
8.383838383838383994e-05,1.492876886795208884e+21,3.150517960468974797e+21,4.469142536373805777e+21,5.455938815654543491e+21,6.205195856750861877e+21,6.792222508156522070e+21,7.266455144066877227e+21,7.659570529901138149e+21,7.992223079872505840e+21,8.278200003738722107e+21,8.526860307078058082e+21,8.744595014315247927e+21,8.935754422680770576e+21,9.103289716597497790e+21,9.249236530899271549e+21,9.375097528720423911e+21,9.482142402893204947e+21,9.571626847174538559e+21,9.644929412976659661e+21,9.703610204025773883e+21,9.749402752672356893e+21,9.784156599697438409e+21,9.809751284020349501e+21,9.828002249592386093e+21,9.840576060505211273e+21,9.842494106699028234e+21
8.484848484848484516e-05,1.678232370431465619e+21,3.419900998495027331e+21,4.743908067238818611e+21,5.707739352578873360e+21,6.427726283028970865e+21,6.986270700433637900e+21,7.434647494515638665e+21,7.804742366129626808e+21,8.116968478543931507e+21,8.384793143482631848e+21,8.617289289934852588e+21,8.820623279388451930e+21,8.998980686353657758e+21,9.155195937067299242e+21,9.291220295189356610e+21,9.408488602959341421e+21,9.508205359886883619e+21,9.591553197738987356e+21,9.659823506159533294e+21,9.714473282289300144e+21,9.757119017978450412e+21,9.789484138364282077e+21,9.813319440328812397e+21,9.830315761648197960e+21,9.842025174356616806e+21,9.843811361992204091e+21
8.585858585858586393e-05,1.886869553767534559e+21,3.708956212283996897e+21,5.030171650471843856e+21,5.965503668383010259e+21,6.653095929125623824e+21,7.181449228554939138e+21,7.603039979312421798e+21,7.949618497685968388e+21,8.241171832442470793e+21,8.490744518375360168e+21,8.707063440896424935e+21,8.896033739150641332e+21,9.061653153999699837e+21,9.206624433695333810e+21,9.332804839465705013e+21,9.441555343450830799e+21,9.534011700126632903e+21,9.611281682246890684e+21,9.674568939261539647e+21,9.725227604756991574e+21,9.764757897567900008e+21,9.794758196255573148e+21,9.816851759071213126e+21,9.832606031238655902e+21,9.843459727887645540e+21,9.845115381507495559e+21
8.686868686868686915e-05,2.121738715752358478e+21,4.018499641231304819e+21,5.327703241317951734e+21,6.228811283391386223e+21,6.880937205241695175e+21,7.377477723583687950e+21,7.771426144049616126e+21,8.094047692571219591e+21,8.364721756668531048e+21,8.595971289056384385e+21,8.796120448683162468e+21,8.970778997959896859e+21,9.123735436703891980e+21,9.257547098701783106e+21,9.373968417473343521e+21,9.474280983183040184e+21,9.559548605433909346e+21,9.630802630672606298e+21,9.689158543881688580e+21,9.735867968850281628e+21,9.772315706420287767e+21,9.799976233133896892e+21,9.820346540345350160e+21,9.834871956669225501e+21,9.844879031181993050e+21,9.846405538132241940e+21
8.787878787878787437e-05,2.386166663556104716e+21,4.349250615231892685e+21,5.636157134158608466e+21,6.497182271704866488e+21,7.110856543037888135e+21,7.574065018975054463e+21,7.939595314454578856e+21,8.237877348262140183e+21,8.487506720312731369e+21,8.700390971163008827e+21,8.884398530730868605e+21,9.044812214461681107e+21,9.185191660210992710e+21,9.307936273346333770e+21,9.414689659278597292e+21,9.506649060877992460e+21,9.584803499357258121e+21,9.650106559241335603e+21,9.703585291476997767e+21,9.746389274270965432e+21,9.779788832277767651e+21,9.805135759041496089e+21,9.823802117939276022e+21,9.837112458094409941e+21,9.846282408010568434e+21,9.847681217195822547e+21
8.888888888888889315e-05,2.683905070251349901e+21,4.701795066738830737e+21,5.955059798189393576e+21,6.770076570500464640e+21,7.342435657931334615e+21,7.770910239200571818e+21,8.107333308893832937e+21,8.380953931074670428e+21,8.609415314972909502e+21,8.803921600464716562e+21,8.971836535934736663e+21,9.118087166471810580e+21,9.245986506659785081e+21,9.357764775374812611e+21,9.454947589772047024e+21,9.538643433771277222e+21,9.609764056174501560e+21,9.669184176845318259e+21,9.717842297946013434e+21,9.756786526252722815e+21,9.787173737917463921e+21,9.810234335854923350e+21,9.827216860367466529e+21,9.839326478187913806e+21,9.847669196250614333e+21,9.848941816850583388e+21
8.989898989898989837e-05,3.019185048879973794e+21,5.076541155688049541e+21,6.283797971615292064e+21,7.046894098917074403e+21,7.575233167473831313e+21,7.967704015309833765e+21,8.274423194201023840e+21,8.523123429855872418e+21,8.730336527547147223e+21,8.906481898834175721e+21,9.058374047133055582e+21,9.190558315326376772e+21,9.306085255785524232e+21,9.407005926012969026e+21,9.494721646808004559e+21,9.570248290108021146e+21,9.634418209677287358e+21,9.688026391295834456e+21,9.731922828090606092e+21,9.767054838724302995e+21,9.794466963361431028e+21,9.815269578796773147e+21,9.830589171878164693e+21,9.841512982794047848e+21,9.849038748293309399e+21,9.850186748442206798e+21
9.090909090909090359e-05,3.396778770949101584e+21,5.473665849768450982e+21,6.621607444842172908e+21,7.326975818551187735e+21,7.808786577033399370e+21,8.164129822001314398e+21,8.440646080419704340e+21,8.664231821562202817e+21,8.850160016037258461e+21,9.007991440401047224e+21,9.143951482988483576e+21,9.262180869516083331e+21,9.365453825492258914e+21,9.455633576453637931e+21,9.533991698950451626e+21,9.601448161337902367e+21,9.658754161727942689e+21,9.706624315405006537e+21,9.745820299952448864e+21,9.777189437382181519e+21,9.801665128022497296e+21,9.820239157903178596e+21,9.833917493431312056e+21,9.843670961560125178e+21,9.850390431439274377e+21,9.851415436869201035e+21
9.191919191919192236e-05,3.822069042486784819e+21,5.893050881512710341e+21,6.967563088072532820e+21,7.609605868710130614e+21,8.042614637656498242e+21,8.359865428472317870e+21,8.605781949391140028e+21,8.804125546099103498e+21,8.968776387048237957e+21,9.108370817223071105e+21,9.228510198922646389e+21,9.332910847424030835e+21,9.424058811697755849e+21,9.503622133784151851e+21,9.572738062796202181e+21,9.632227933992777679e+21,9.682760390579115262e+21,9.724969272891397898e+21,9.759528289020210577e+21,9.787185662669977813e+21,9.808764932784444670e+21,9.825140799446244655e+21,9.837200303646192959e+21,9.845799428549223907e+21,9.851723628281891652e+21,9.852627320931186901e+21
9.292929292929292759e-05,4.301127869586876662e+21,6.334206248355163537e+21,7.320570830807187325e+21,7.894014905520010297e+21,8.276220073334169141e+21,8.554584452921715327e+21,8.769610511486816354e+21,8.942651987635730383e+21,9.086077473629616996e+21,9.207541803801047466e+21,9.311992586760289780e+21,9.402705138986574152e+21,9.481867527354975257e+21,9.550946586302101848e+21,9.610941519846541623e+21,9.662572861230619296e+21,9.706425658946432795e+21,9.743052804103700742e+21,9.773040532304024306e+21,9.797038972662467002e+21,9.815763162014943281e+21,9.829972287310127956e+21,9.840436119718227608e+21,9.847897422832966042e+21,9.853037737078088008e+21,9.853821853665889092e+21
9.393939393939393281e-05,4.840805179677214769e+21,6.796179126976649363e+21,7.679362485188007297e+21,8.179384762913198703e+21,8.509092665909242233e+21,8.747958008142161248e+21,8.931912084201337258e+21,9.079659959471236448e+21,9.201956612075722637e+21,9.305427519761344889e+21,9.394342172741041390e+21,9.471521566100121715e+21,9.538848040556112642e+21,9.597582528168601846e+21,9.648583332899411984e+21,9.692468574030007370e+21,9.729739021825387528e+21,9.760866671557072650e+21,9.786350932273653613e+21,9.806744945851828797e+21,9.822656685509670076e+21,9.834731464320081723e+21,9.843623498304303661e+21,9.849964009063937212e+21,9.854332172106375102e+21,9.854998502674517721e+21
9.494949494949495158e-05,5.448829016585036366e+21,7.277445732997565252e+21,8.042494527980201574e+21,8.464854533117231235e+21,8.740712675587398828e+21,8.939656423224993907e+21,9.092468485798472188e+21,9.215000189419975082e+21,9.316308916283469988e+21,9.401952590030228685e+21,9.475503713560672862e+21,9.539318941599248941e+21,9.594969211626948919e+21,9.643506183349441921e+21,9.685645261934944059e+21,9.721901092019961332e+21,9.752689834043279147e+21,9.778402865276616966e+21,9.799453560657042997e+21,9.816299283834027901e+21,9.829442460366422409e+21,9.839416233523180208e+21,9.846761036375878795e+21,9.851998278027271209e+21,9.855606364011837260e+21,9.856156750435248505e+21
9.595959595959595680e-05,6.133918699144832090e+21,7.775783264580544758e+21,8.408352224441135006e+21,8.749528131665028710e+21,8.970554563584385352e+21,9.129351024088905155e+21,9.251063936758635823e+21,9.348525802604016435e+21,9.429031548260315038e+21,9.497043301830334874e+21,9.555423290109550658e+21,9.606057126635811897e+21,9.650200729122135605e+21,9.688694428796255732e+21,9.722109579468111610e+21,9.750856833930404823e+21,9.775267757537976386e+21,9.795653607943091257e+21,9.812342662096087941e+21,9.825697813893207818e+21,9.836117532787496452e+21,9.844024559420185772e+21,9.849847372039415923e+21,9.853999347171028107e+21,9.856859760137909305e+21,9.857296094604730302e+21
9.696969696969696202e-05,6.905912627194142654e+21,8.288118615953317560e+21,8.775160799756863668e+21,9.032483363600487940e+21,9.198090971108911088e+21,9.316715953421035766e+21,9.407485961424119792e+21,9.480092798496200983e+21,9.540023983380107362e+21,9.590627757839813181e+21,9.634048398583459217e+21,9.671697086293519368e+21,9.704513144634608714e+21,9.733124816821175714e+21,9.757959085343268405e+21,9.779322627649160872e+21,9.797462768355085648e+21,9.812611359835758264e+21,9.825012657656464146e+21,9.834936491482170786e+21,9.842679039809416069e+21,9.848554469147327594e+21,9.852881185323584848e+21,9.855966361115129020e+21,9.858091824844627771e+21,9.858416048307328516e+21
9.797979797979798080e-05,7.775912638269511172e+21,8.810350025304818319e+21,9.141005749996678545e+21,9.312782439102650778e+21,9.422796896062366810e+21,9.501430008784554557e+21,9.561526281994531504e+21,9.609560519046808470e+21,9.649188269002699309e+21,9.682636024869147378e+21,9.711328038651445641e+21,9.736200943277698974e+21,9.757877906335592350e+21,9.776775596620652741e+21,9.793177120946197103e+21,9.807285719871774523e+21,9.819265163356008350e+21,9.829268823567792865e+21,9.837458148188684812e+21,9.844011402596982981e+21,9.849124210958458159e+21,9.853004053607501267e+21,9.855861198932469088e+21,9.857898492138314793e+21,9.859302039813248516e+21,9.859516140411919794e+21
9.898989898989898602e-05,8.756447066473811149e+21,9.337137220676449468e+21,9.503864846182112035e+21,9.589483792852567720e+21,9.644153996164452057e+21,9.683178476204300698e+21,9.712981696901374018e+21,9.736792104753336156e+21,9.756429275102965662e+21,9.773000277430443704e+21,9.787212798376449933e+21,9.799532029526606348e+21,9.810267391165181460e+21,9.819625734905536709e+21,9.827747582810645332e+21,9.834733785331559039e+21,9.840665566629104452e+21,9.845618948609832649e+21,9.849673917537527529e+21,9.852918766043949695e+21,9.855450369830974128e+21,9.857371468549888934e+21,9.858786178964660421e+21,9.859794940642971353e+21,9.860489904336928768e+21,9.860595915796061880e+21
1.000000000000000048e-04,9.861654935597360349e+21,9.861654935597364543e+21,9.861654935597362446e+21,9.861654935597360349e+21,9.861654935597364543e+21,9.861654935597364543e+21,9.861654935597364543e+21,9.861654935597360349e+21,9.861654935597364543e+21,9.861654935597360349e+21,9.861654935597366641e+21,9.861654935597360349e+21,9.861654935597368738e+21,9.861654935597362446e+21,9.861654935597364543e+21,9.861654935597364543e+21,9.861654935597364543e+21,9.861654935597362446e+21,9.861654935597364543e+21,9.861654935597360349e+21,9.861654935597366641e+21,9.861654935597360349e+21,9.861654935597360349e+21,9.861654935597364543e+21,9.861654935597360349e+21,9.861654935597362446e+21
