x,t=1.00e+01s,t=2.10e+01s,t=3.31e+01s,t=4.64e+01s,t=6.11e+01s,t=7.72e+01s,t=9.49e+01s,t=1.14e+02s,t=1.36e+02s,t=1.59e+02s,t=1.85e+02s,t=2.14e+02s,t=2.45e+02s,t=2.80e+02s,t=3.18e+02s,t=3.59e+02s,t=4.05e+02s,t=4.56e+02s,t=5.12e+02s,t=5.73e+02s,t=6.40e+02s,t=7.14e+02s,t=7.95e+02s,t=8.85e+02s,t=9.83e+02s,t=1.09e+03s,t=1.21e+03s,t=1.34e+03s,t=1.49e+03s,t=1.64e+03s,t=1.82e+03s,t=2.01e+03s,t=2.22e+03s,t=2.45e+03s,t=2.71e+03s,t=2.99e+03s,t=3.30e+03s,t=3.64e+03s,t=4.01e+03s,t=4.43e+03s,t=4.88e+03s,t=5.38e+03s,t=5.92e+03s,t=6.53e+03s,t=7.19e+03s,t=7.92e+03s,t=8.72e+03s,t=9.60e+03s,t=1.00e+04s
1.868686868686868577e-03,7.161051177429521875e+13,1.583604710354297750e+15,1.709864454504543200e+16,1.207936111264308160e+17,6.311604681600770560e+17,2.613797967102382080e+18,8.975410827788668928e+18,2.639293340527486157e+19,6.810306988873353626e+19,1.571946328566906225e+20,3.296594101911145021e+20,6.362761350888007926e+20,1.142549845734213943e+21,1.926365278829012845e+21,3.073565193719409279e+21,4.672129998900198638e+21,6.805878055957900034e+21,9.548597488991550308e+21,1.295931860159432753e+22,1.707913900651814112e+22,2.192971387170198441e+22,2.751328316963868063e+22,3.381395259302579955e+22,4.079987279230791372e+22,4.842595448200192904e+22,5.663679101454092599e+22,6.536951361933567590e+22,7.455636237298201264e+22,8.412681068941062177e+22,9.400913251713982189e+22,1.041313540933057711e+23,1.144215915741636775e+23,1.248078445231847107e+23,1.352173893943213540e+23,1.455759866012761483e+23,1.558071652346649159e+23,1.658318669451173476e+23,1.755687056230053084e+23,1.849350305656138650e+23,1.938488743521913521e+23,2.022317360252206155e+23,2.100120131998703965e+23,2.171287729571514768e+23,2.235354596844315051e+23,2.292030943076650110e+23,2.341225344061647566e+23,2.383054422505625265e+23,2.417837429939163869e+23,2.431546522670498998e+23
1.888888888888888952e-03,4.219807949784886719e+13,9.673503579401858750e+14,1.081011713565761800e+16,7.891075941170654400e+16,4.253362148064606720e+17,1.813974696622873600e+18,6.403853770866956288e+18,1.932700528215499981e+19,5.109780190112560742e+19,1.206461578784293519e+20,2.583935447250077614e+20,5.085410351190533079e+20,9.297613693616945889e+20,1.593801515648015139e+21,2.581990284251777466e+21,3.980124804370095669e+21,5.872526927328974995e+21,8.336149333389233619e+21,1.143549403775544118e+22,1.521886055042709979e+22,1.971615629631691529e+22,2.493824814046569405e+22,3.087764967210272109e+22,3.751023369825903916e+22,4.479762268517038450e+22,5.268992179443606120e+22,6.112849895073841047e+22,7.004856791243485400e+22,7.938138460643929987e+22,8.905592213552390105e+22,9.899994877564528099e+22,1.091404998451495090e+23,1.194038093340180281e+23,1.297148455716848811e+23,1.399966659722938145e+23,1.501698547621390954e+23,1.601523214480176977e+23,1.698597088672325965e+23,1.792065879676716088e+23,1.881085097705042755e+23,1.964848569987849593e+23,2.042623057586956660e+23,2.113785896149687814e+23,2.177861716783295313e+23,2.234553895802600182e+23,2.283766537409758495e+23,2.325613551810207851e+23,2.360412712955174621e+23,2.374128355289846723e+23
1.909090909090909111e-03,2.486762868333069141e+13,5.907144323109121250e+14,6.829727885599911000e+15,5.149893207436895200e+16,2.862721104080210880e+17,1.257037601002583808e+18,4.561517596975915008e+18,1.412746227888875110e+19,3.826661198085356749e+19,9.241607275146983834e+19,2.021374365466087916e+20,4.056568442608236626e+20,7.551525280763062518e+20,1.316194236787778650e+21,2.165146390028375032e+21,3.384811928886487024e+21,5.058959818222686175e+21,7.266551229346874393e+21,1.007644646109109813e+22,1.354318973056973380e+22,1.770421201407203030e+22,2.257853664987058065e+22,2.816686713673395628e+22,3.445280190931946334e+22,4.140485497010348936e+22,4.897894937420244189e+22,5.712107401726216530e+22,6.576983682384768742e+22,7.485869918390049361e+22,8.431773387778871106e+22,9.407481293804816617e+22,1.040562050033425444e+23,1.141866427508845906e+23,1.243890034116673678e+23,1.345838173070156041e+23,1.446888665640050518e+23,1.546191465084194002e+23,1.642874295248576158e+23,1.736055970959337592e+23,1.824867992455739972e+23,1.908483757217108229e+23,1.986153463920384866e+23,2.057241662484068549e+23,2.121263587870468966e+23,2.177916037842036977e+23,2.227098714292628876e+23,2.268922687744467681e+23,2.303703934159533722e+23,2.317412699517300674e+23
1.929292929292929486e-03,1.465552231089651367e+13,3.606079035646504375e+14,4.312153790491102000e+15,3.357752914604388000e+16,1.924431947012731200e+17,8.698585491530836480e+17,3.244033194726808064e+18,1.030894316094823424e+19,2.860536596563192627e+19,7.065879068379720090e+19,1.578285870426564198e+20,3.229736080825910559e+20,6.121890109450867180e+20,1.084961796311900619e+21,1.812411042317289128e+21,2.873707554873428410e+21,4.351157884723099337e+21,6.324676348246711337e+21,8.866414851832195056e+21,1.203620096576624735e+22,1.587821584544967111e+22,2.041909744852166246e+22,2.566743668795344998e+22,3.161447499594786564e+22,3.823571828499494103e+22,4.549314587523415435e+22,5.333769810028286444e+22,6.171175775276864478e+22,7.055138765848080443e+22,7.978814470295298821e+22,8.935035903227688544e+22,9.916384608111326711e+22,1.091521056663954166e+23,1.192361485113382320e+23,1.293341634678668688e+23,1.393612842056917199e+23,1.492297210553872333e+23,1.588494874521096149e+23,1.681298743542635309e+23,1.769817201835749807e+23,1.853204024519171915e+23,1.930693559581057713e+23,2.001638165551692781e+23,2.065544130651822794e+23,2.122101951731336594e+23,2.171207014119589345e+23,2.212967433655196372e+23,2.247697077804322060e+23,2.261385689011153850e+23
1.949494949494949645e-03,8.637597112573747070e+12,2.200713121500840312e+14,2.720919363433068500e+15,2.187285418691128400e+16,1.292184170293825440e+17,6.011135305608872960e+17,2.303536022009804288e+18,7.510018259163762688e+18,2.134572952353996390e+19,5.392560387180600525e+19,1.230049162387133235e+20,2.566687437219306537e+20,4.953866905467823718e+20,8.927621652765752689e+20,1.514533596261541216e+21,2.435761056268976914e+21,3.736524112418707079e+21,5.496743870884908892e+21,7.790858946297712345e+21,1.068303263482916110e+22,1.422339565876128671e+22,1.844560202105560341e+22,2.336575394899976992e+22,2.898257407396392259e+22,3.527858459921324651e+22,4.222199243427755223e+22,4.976896475740670158e+22,5.786599773831721648e+22,6.645212167676583792e+22,7.546074283622593148e+22,8.482099360497336005e+22,9.445854649799271671e+22,1.042959390380798457e+23,1.142525459532331069e+23,1.242444087204638999e+23,1.341841761603662591e+23,1.439814133719650586e+23,1.535434967999958871e+23,1.627772355698859904e+23,1.715912545191345143e+23,1.798990569095877467e+23,1.876225694347201977e+23,1.946958726584022482e+23,2.010687488952903926e+23,2.067096477958000219e+23,2.116076864426610409e+23,2.157733706716131591e+23,2.192378463361114833e+23,2.206033801083817097e+23
1.969696969696969804e-03,5.091066772306290039e+12,1.342667283936406719e+14,1.715851485925656750e+15,1.423590566773824800e+16,8.666923544390012800e+16,4.148535592140978560e+17,1.633289136820771328e+18,5.462229961491378176e+18,1.590141260167652762e+19,4.108264999060665139e+19,9.569305220774546637e+19,2.036096173346131476e+20,4.001574038437147443e+20,7.333338565862648709e+20,1.263483633360838590e+21,2.061221207732716044e+21,3.203774145513680011e+21,4.770237301187574497e+21,6.836404408885031469e+21,9.469855962057020539e+21,1.272586041722354532e+22,1.664444681565400308e+22,2.124879018432317201e+22,2.654486102767973276e+22,3.252215052680884021e+22,3.915519900248631253e+22,4.640562034409220761e+22,5.422431862287599088e+22,6.255362521724829775e+22,7.132913914330949983e+22,8.048112626390212490e+22,8.993542087079347041e+22,9.961386884487675118e+22,1.094344437201834019e+23,1.193112409026038700e+23,1.291545969971295913e+23,1.388715815298165962e+23,1.483670658829237040e+23,1.575454954453910642e+23,1.663133878657451630e+23,1.745824672117005788e+23,1.822732346998974883e+23,1.893186837768998916e+23,1.956678015778187861e+23,2.012884700263993762e+23,2.061693965727196481e+23,2.103207722429126321e+23,2.137734729749192560e+23,2.151343840825101727e+23
1.989898989898989962e-03,3.000878130950982910e+12,8.189474520788251562e+13,1.081428045492410375e+15,9.257707498811356000e+15,5.806888445941817600e+16,2.859468961018226880e+17,1.156412797294744832e+18,3.966662676315248640e+18,1.182621586986665574e+19,3.124496689258186752e+19,7.431593438082885222e+19,1.612367078057480028e+20,3.226742719094207283e+20,6.013532806764363776e+20,1.052311354274704130e+21,1.741509515933591798e+21,2.742829744617405546e+21,4.133821821698398224e+21,5.990784586715156709e+21,8.383839119773655892e+21,1.137258297751114455e+22,1.500275040177982171e+22,1.930409951353197770e+22,2.428955197771429708e+22,2.995545397915832392e+22,3.628272190059370775e+22,4.323858091373369701e+22,5.077859234254779790e+22,5.884868777969550832e+22,6.738697805767580739e+22,7.632517840050721915e+22,8.558958171978874225e+22,9.510161103238593931e+22,1.047780761581068422e+23,1.145313336773514090e+23,1.242695886740433509e+23,1.338975739394160538e+23,1.433177971672475836e+23,1.524324671311204214e+23,1.611461087846989908e+23,1.693687689219260568e+23,1.770196114240122105e+23,1.840306150029317248e+23,1.903500260247982414e+23,1.959451931950768498e+23,2.008044277332824482e+23,2.049375980067039708e+23,2.083752820482118108e+23,2.097302926134585307e+23
2.010101010101010121e-03,1.768932097861077393e+12,4.993808060912277344e+13,6.812086398407333750e+14,6.015551527896530000e+15,3.886675183653166400e+16,1.968561223377292800e+17,8.176487274737822720e+17,2.876272092526762496e+18,8.781414683816376320e+18,2.372370780315992883e+19,5.761675266943553536e+19,1.274647889090964193e+20,2.597547577115448115e+20,4.923076544031093555e+20,8.750199528640761037e+20,1.469101326582980542e+21,2.344715920771915973e+21,3.577261878209451393e+21,5.242779981927406371e+21,7.413107514921214542e+21,1.015137839140031798e+22,1.350834609372856425e+22,1.751982197347282269e+22,2.220532720295116538e+22,2.756788795326462951e+22,3.359477916870315396e+22,4.025894749360328435e+22,4.752081507374060483e+22,5.533017680770897019e+22,6.362794802468050331e+22,7.234759163477403212e+22,8.141614604094801130e+22,9.075487642141732530e+22,1.002796674656356469e+23,1.099013488528837019e+23,1.195261819217570043e+23,1.290567300040032864e+23,1.383932873698132886e+23,1.474359619093853215e+23,1.560874081649774643e+23,1.642561042090191613e+23,1.718599700671670214e+23,1.788300461816511600e+23,1.851138955514870088e+23,1.906783703129575821e+23,1.955114004087845075e+23,1.996225249004274844e+23,2.030419969679297987e+23,2.043898473610035572e+23
2.030303030303030280e-03,1.042789721056926392e+12,3.044395283797214062e+13,4.288815236589783125e+14,3.905846999826570500e+15,2.598882245867833200e+16,1.353646150614793600e+17,5.773590572001072640e+17,2.082601503231421440e+18,6.510495165750133760e+18,1.798406195264840294e+19,4.459661319109083136e+19,1.005997590624423936e+20,2.087596701216796508e+20,4.023824401222150390e+20,7.264497249359742894e+20,1.237415096916188856e+21,2.001462553168517267e+21,3.091339992635479163e+21,4.582156447798234448e+21,6.546701151238830948e+21,9.050878427356061499e+21,1.214977056991310407e+22,1.588468278928281174e+22,2.028133774066376193e+22,2.534921157837163646e+22,3.108186376401550154e+22,3.745801974631666549e+22,4.444312022073600062e+22,5.199104931731568224e+22,6.004579143136553678e+22,6.854283595187231706e+22,7.741024171663485305e+22,8.656937555604843109e+22,9.593543519063886948e+22,1.054179387526225236e+23,1.149213977041778424e+23,1.243463808660749156e+23,1.335911276570533335e+23,1.425537889823917490e+23,1.511352787069309194e+23,1.592426211072252104e+23,1.667925909757606578e+23,1.737153708864109984e+23,1.799579007605320628e+23,1.854865748864507398e+23,1.902889583967525352e+23,1.943742555884527802e+23,1.977723688892879434e+23,1.991118185242435235e+23
2.050505050505050872e-03,6.147586480832553711e+11,1.855532327274208203e+13,2.698849894600642500e+14,2.534172517541317500e+15,1.736141097649721400e+16,9.297642261593468800e+16,4.071653891300227200e+17,1.505826916384387072e+18,4.819653051324135424e+18,1.361183824980655514e+19,3.446366846301981901e+19,7.926896280573345792e+19,1.675063782825764454e+20,3.283622056438900982e+20,6.021734834007822828e+20,1.040710002000167043e+21,1.706011084438309175e+21,2.667777627226778370e+21,3.999602988154052149e+21,5.774529879402721837e+21,8.060502988119314792e+21,1.091624900386655044e+22,1.438798821763721671e+22,1.850720889943922783e+22,2.328955855696011932e+22,2.873475467287879641e+22,3.482730803771447915e+22,4.153779023801760927e+22,4.882436271114315157e+22,5.663431399567177810e+22,6.490541750349117522e+22,7.356701373956518786e+22,8.254082346906478130e+22,9.174159371488297642e+22,1.010777486200484869e+23,1.104522487432923484e+23,1.197638502357155646e+23,1.289089039356444509e+23,1.377837553561628658e+23,1.462877145029666752e+23,1.543264728725763675e+23,1.618157635725984698e+23,1.686849954846598853e+23,1.748805485135506587e+23,1.803683998158908849e+23,1.851357676491110561e+23,1.891915172578640213e+23,1.925651754703532201e+23,1.938950035871531417e+23
2.070707070707071031e-03,3.624385982555302734e+11,1.130677966177943945e+13,1.697513937886566250e+14,1.643050840774656250e+15,1.158748396166400200e+16,6.379253204085704000e+16,2.867878667381656000e+17,1.087318705656018688e+18,3.562790405898450432e+18,1.028702514832609690e+19,2.659176903113630106e+19,6.236306891361773158e+19,1.341945896519568097e+20,2.675437570756620780e+20,4.984027182231464837e+20,8.739918615022154547e+20,1.452126700410035241e+21,2.299158761175503340e+21,3.486669917159548256e+21,5.087327266664968356e+21,7.170429055020347425e+21,9.797677203796699120e+21,1.301961832310950697e+22,1.687304092645231847e+22,2.137944314697273783e+22,2.654452601488210605e+22,3.235854394221068393e+22,3.879726728944130038e+22,4.582328476412120819e+22,5.338739359348851265e+22,6.142988605014867234e+22,6.988163022719943705e+22,7.866494434432955659e+22,8.769435770925175171e+22,9.687741904345445800e+22,1.061157410958991247e+23,1.153064552905996312e+23,1.243441972261798795e+23,1.331236658131321875e+23,1.415427107088167841e+23,1.495058174292924522e+23,1.569277856352125216e+23,1.637373382894040090e+23,1.698803609853487712e+23,1.753224563739008822e+23,1.800505151905003995e+23,1.840730604888510798e+23,1.874192197041852661e+23,1.887382261358811719e+23
2.090909090909091189e-03,2.136907403935880127e+11,6.888372508636890625e+12,1.067209631138315156e+14,1.064563954367002625e+15,7.727052677798020000e+15,4.372332849918693600e+16,2.017596304342992960e+17,7.840991690223229440e+17,2.630008958772422144e+18,7.762942692087759872e+18,2.048698148517856051e+19,4.898778768503226368e+19,1.073431561693017702e+20,2.176603952991862129e+20,4.119038475402869473e+20,7.329272278476973670e+20,1.234316240128888013e+21,1.978856693637343609e+21,3.035708020221841768e+21,4.476603736732396945e+21,6.371557741257290678e+21,8.784601234103584424e+21,1.177001704212721041e+22,1.536940707417113284e+22,1.960976384039116499e+22,2.450255422634512194e+22,3.004368922574069957e+22,3.621416275399910044e+22,4.298110277269049469e+22,5.029898850650053988e+22,5.811084202404711760e+22,6.634928820608213765e+22,7.493747605727781218e+22,8.378994554312841390e+22,9.281358838675103390e+22,1.019088757706615465e+23,1.109715076379988837e+23,1.198945841117272086e+23,1.285713229664535120e+23,1.368982632992909421e+23,1.447788169008148036e+23,1.521269626573596740e+23,1.588708287915174658e+23,1.649558747962768999e+23,1.703473732591383615e+23,1.750319081093853589e+23,1.790176581955828832e+23,1.823333288194806131e+23,1.836403347437692618e+23
2.111111111111111348e-03,1.259963664078672791e+11,4.195712734653260742e+12,6.706500947858924219e+13,6.893025599514203750e+14,5.148412850444438000e+15,2.993775354255540400e+16,1.417780734331477440e+17,5.647237530395112320e+17,1.938811467324476160e+18,5.849858078528023552e+18,1.576057373281005158e+19,3.842391814321819648e+19,8.573649700091884339e+19,1.768161740410084065e+20,3.399238489037063455e+20,6.137653632108058378e+20,1.047751945489248944e+21,1.700964455651167437e+21,2.639809247761618436e+21,3.934599551329807368e+21,5.655479985976451793e+21,7.868194965474482586e+21,1.063017987901692366e+22,1.398734931203399562e+22,1.797180489920984331e+22,2.260052341853345389e+22,2.787494335444429885e+22,3.378126559494022994e+22,4.029123186516444158e+22,4.736314507812598186e+22,5.494294319524357761e+22,6.296521914794577704e+22,7.135417457637686719e+22,8.002458263271537797e+22,8.888289521329430856e+22,9.782865037452812642e+22,1.067563143296384542e+23,1.155576372535592936e+23,1.241245273894219070e+23,1.323523689027402287e+23,1.401436372202924079e+23,1.474116072889459535e+23,1.540839069684502616e+23,1.601056402184957864e+23,1.654417957213590709e+23,1.700786726180097601e+23,1.740241046337056345e+23,1.773063532459366076e+23,1.786002019203284195e+23
2.131313131313131506e-03,7.429352987964532471e+10,2.555113541617523926e+12,4.212692842929229688e+13,4.460425476330408125e+14,3.427528828781008500e+15,2.047874451652709200e+16,9.951810756415305600e+16,4.062280182504174080e+17,1.427392918434083840e+18,4.402149478947755008e+18,1.210729287809385882e+19,3.009441049028072243e+19,6.837935612518914458e+19,1.434290855792681452e+20,2.801245305538920120e+20,5.132677476205800325e+20,8.882010464206825718e+20,1.460229097413144216e+21,2.292749372880800973e+21,3.454238128289214890e+21,5.014441369769738240e+21,7.040235970835542704e+21,9.591639565637968200e+21,1.271837192634155139e+22,1.645723591357461273e+22,2.083042901231613143e+22,2.584474958415465021e+22,3.149154961535563255e+22,3.774722247616077654e+22,4.457400476895745042e+22,5.192091092698791097e+22,5.972469424164555876e+22,6.791081821000949563e+22,7.639450471422857996e+22,8.508198069054583760e+22,9.387206077819770425e+22,1.026581789207244403e+23,1.113309259667338460e+23,1.197810778137378727e+23,1.279030247087447705e+23,1.355984478156133572e+23,1.427800388498805636e+23,1.493750226651355692e+23,1.553282204521631916e+23,1.606043847539621531e+23,1.651895531774786729e+23,1.690912144708409554e+23,1.723371656407797255e+23,1.736167231206466823e+23
2.151515151515151665e-03,4.380909010704724121e+10,1.555728119828630859e+12,2.645138665597696094e+13,2.884571430316978750e+14,2.280079464983659500e+15,1.399524103401539800e+16,6.977978130946339200e+16,2.918700635742992640e+17,1.049539069048215936e+18,3.308279768150473728e+18,9.287955722545518592e+18,2.353730773400952832e+19,5.445874324040318976e+19,1.161821626940846080e+20,2.305246963456421069e+20,4.286446997811350077e+20,7.519610852813096878e+20,1.251990016494980825e+21,1.988932952079943336e+21,3.029080118052382048e+21,4.441306481119931662e+21,6.293080153335251599e+21,8.646450000643574727e+21,1.155443324689126837e+22,1.505810954856322564e+22,1.918457975585854875e+22,2.394579969165631894e+22,2.933817962900403048e+22,3.534276699288768191e+22,4.192581060701073913e+22,4.903953600905094785e+22,5.662302938718575106e+22,6.460321168483313674e+22,7.289596102905856996e+22,8.140749096422098757e+22,9.003610279093456182e+22,9.867440256495132030e+22,1.072120168485862318e+23,1.155387713906663353e+23,1.235482284438327646e+23,1.311414213643339322e+23,1.382305829136109079e+23,1.447426350431319034e+23,1.506221909677869766e+23,1.558338163504192348e+23,1.603633116844870263e+23,1.642178219166871365e+23,1.674246599731305544e+23,1.686888158119281390e+23
2.171717171717171824e-03,2.583433952460165405e+10,9.470649198336558838e+11,1.660232334861722266e+13,1.864381460469340000e+14,1.515626633427664750e+15,9.555744345607892000e+15,4.887728582072616000e+16,2.094650170588792000e+17,7.707572804834464000e+17,2.482987421318185472e+18,7.115539068501880832e+18,1.838359176741734810e+19,4.331203316132500275e+19,9.398155728231922074e+19,1.894494694295492035e+20,3.574986523195310735e+20,6.358008108995675423e+20,1.072121406239577997e+21,1.723340845429380088e+21,2.653278591893143290e+21,3.929523213186369061e+21,5.619635460356400218e+21,7.787168766987159470e+21,1.048793573206694193e+22,1.376685764595609397e+22,1.765559823539639209e+22,2.217103741355777904e+22,2.731451658016045138e+22,3.307170558552198192e+22,3.941291303173453618e+22,4.629368406070011730e+22,5.365558990022698756e+22,6.142719004322856488e+22,6.952521740912560806e+22,7.785607949140862016e+22,8.631777383565269506e+22,9.480228513776693097e+22,1.031984744535711076e+23,1.113954040094542644e+23,1.192859784102938967e+23,1.267707336140953318e+23,1.337615709563087047e+23,1.401852120942472667e+23,1.459861389111942269e+23,1.511287808211868556e+23,1.555987267164068632e+23,1.594027799095312248e+23,1.625677506630811554e+23,1.638154185940627746e+23
2.191919191919191982e-03,1.523526510017112732e+10,5.764367736138575439e+11,1.041664004333793164e+13,1.204331670929818906e+14,1.006745164299730375e+15,6.518824269478266000e+15,3.420183539700177200e+16,1.501590368451090880e+17,5.653492474726587520e+17,1.861220884648877824e+18,5.444099283067752448e+18,1.433910310920900198e+19,3.440031924981926298e+19,7.592073291145368371e+19,1.554860647392039076e+20,2.977736006459371684e+20,5.369064164440043028e+20,9.169788308554049126e+20,1.491480479011348677e+21,2.321535631481046303e+21,3.473087321805608714e+21,5.013335004919778771e+21,7.006838507383661003e+21,9.511714635500973195e+21,1.257628584557179988e+22,1.623641999126214318e+22,2.051366066253166595e+22,2.541412165061130689e+22,3.092803123795136715e+22,3.702977513413665830e+22,4.367830049767787017e+22,5.081779491751743770e+22,5.837862234898123928e+22,6.627855925177945896e+22,7.442440932297030815e+22,8.271407461580052365e+22,9.103912638063507092e+22,9.928786200825211912e+22,1.073487706676621811e+23,1.151142735834139779e+23,1.224845632643487467e+23,1.293713400678937663e+23,1.357012302150999894e+23,1.414186625677670157e+23,1.464879821678999199e+23,1.508945928316468991e+23,1.546449593561658436e+23,1.577653717725501016e+23,1.589954903713223981e+23
2.212121212121212141e-03,8.985077636529266357e+09,3.507943963440024414e+11,6.533277140856449219e+12,7.775426847104593750e+13,6.682564000191725000e+14,4.443319844908867000e+15,2.390951960432143600e+16,1.075287504936011520e+17,4.142015816846717440e+17,1.393439473899145984e+18,4.159970726638310400e+18,1.116983045799895654e+19,2.728622868724661043e+19,6.124998718429965517e+19,1.274453350425881969e+20,2.477102362875510784e+20,4.528328538797220168e+20,7.833498736435746570e+20,1.289338967857578377e+21,2.029060550958277460e+21,3.066507529226269229e+21,4.468109883294567367e+21,6.298967417479853244e+21,8.619025467359293866e+21,1.147956688750989908e+22,1.492029135223863116e+22,1.896712259366351064e+22,2.363075939562018780e+22,2.890589399876783571e+22,3.477097729852709431e+22,4.118841506008856632e+22,4.810512149566852170e+22,5.545341519182321156e+22,6.315229437469238965e+22,7.110915532633622656e+22,7.922201076617742333e+22,8.738222705949094078e+22,9.547774216059246713e+22,1.033966658883586254e+23,1.110311137626926403e+23,1.182810919054216182e+23,1.250582327212749357e+23,1.312891738392514926e+23,1.369183708827728730e+23,1.419101375118194445e+23,1.462497199223665402e+23,1.499432484223867840e+23,1.530164762451571869e+23,1.542280095724463897e+23
2.232323232323232300e-03,5.299226361052239418e+09,2.134448386667237244e+11,4.096237333547713379e+12,5.017388224753922656e+13,4.432753946946113125e+14,3.026159486818839500e+15,1.669879218984508200e+16,7.692108690386387200e+16,3.031219974811731840e+17,1.041982041602015744e+18,3.174793382708522496e+18,8.689977083459009536e+18,2.161551048424314061e+19,4.935059761150786765e+19,1.043284566952509604e+20,2.058062786073250365e+20,3.814599291443068273e+20,6.684087562138167542e+20,1.113339161677519258e+21,1.771529929668428562e+21,2.704771414326090138e+21,3.978361945632563790e+21,5.657509095879932379e+21,7.803530452048464052e+21,1.047023275214330082e+22,1.370076610110028985e+22,1.752513159576248386e+22,2.195839995376393467e+22,2.699960447559968332e+22,3.263122125426368132e+22,3.881914590049752161e+22,4.551310839758578935e+22,5.264751598290735831e+22,6.014275574227562765e+22,6.790700634061541265e+22,7.583859448040935916e+22,8.382889013103209690e+22,9.176567775804532562e+22,9.953688417939666187e+22,1.070344997728431249e+23,1.141585040111617012e+23,1.208205965963754954e+23,1.269475351237249299e+23,1.324838830347877614e+23,1.373939765736752766e+23,1.416629326167958513e+23,1.452965518714041952e+23,1.483200351925194992e+23,1.495119734165515440e+23
2.252525252525252458e-03,3.125515011290266991e+09,1.298534709757871399e+11,2.567411228000074219e+12,3.236045734773122266e+13,2.938469925871525000e+14,2.059367431564906000e+15,1.165212542828057400e+16,5.497027158470735200e+16,2.215890944421996160e+17,7.782675147002351360e+17,2.420003933291592704e+18,6.752307068391529472e+18,1.710180056070244966e+19,3.971295989059348070e+19,8.529816673564550758e+19,1.707815307375738880e+20,3.209528644095967887e+20,5.696747883136021299e+20,9.602986279519129436e+20,1.545049586103601332e+21,2.383312289182794121e+21,3.538936745385308193e+21,5.076841969269914730e+21,7.059284171984574874e+21,9.542165789116437889e+21,1.257170108298362565e+22,1.618165028378856600e+22,2.039122037801529586e+22,2.520363659865977835e+22,3.060533354850989533e+22,3.656570323378651110e+22,4.303735956267008944e+22,4.995691603468065597e+22,5.724630405619962295e+22,6.481466725672283433e+22,7.256084610839143986e+22,8.037642191092551411e+22,8.814923264927918037e+22,9.576722053026252482e+22,1.031224337105908673e+23,1.101149869815874485e+23,1.166567844556821947e+23,1.226748136868846418e+23,1.281138280593672330e+23,1.329382412021948670e+23,1.371330697285615758e+23,1.407037904476558569e+23,1.436750372245266508e+23,1.448463972224433641e+23
2.272727272727272617e-03,1.843524267487869740e+09,7.898762884558891296e+10,1.608671912662083740e+12,2.086137120323075000e+13,1.946685349485045938e+14,1.400377156472121000e+15,8.123509691878331000e+15,3.924510017537501600e+16,1.618148854529616000e+17,5.806417016037836800e+17,1.842494000419704320e+18,5.240356876780288000e+18,1.351405197417067315e+19,3.191815876702060134e+19,6.965401053603146957e+19,1.415472041708685230e+20,2.697270050908314337e+20,4.849744788363476337e+20,8.273915469094031196e+20,1.346118581457324081e+21,2.097977224099698835e+21,3.145096863464591196e+21,4.551748490000570253e+21,6.380718574247575814e+21,8.689588980111483339e+21,1.152725086611190055e+22,1.493089356909701287e+22,1.892360513735414619e+22,2.351262968177888749e+22,2.868826845337713272e+22,3.442339255239038730e+22,4.067354725861185867e+22,4.737765341996624799e+22,5.445933020362693411e+22,6.182886101599567164e+22,6.938579571758506757e+22,7.702213323844380262e+22,8.462597250470301087e+22,9.208547094224564335e+22,9.929291923350122345e+22,1.061487312321540574e+23,1.125651540682223156e+23,1.184695163948049021e+23,1.238068445202651063e+23,1.285416849487559991e+23,1.326589837505625682e+23,1.361639003036495150e+23,1.390804878212874088e+23,1.402303137590524049e+23
2.292929292929292776e-03,1.087411597100442886e+09,4.804019731618693542e+10,1.007642355849305420e+12,1.344218096706345117e+13,1.288862222638334531e+14,9.515601216876587500e+14,5.658649504588717000e+15,2.799181178599605600e+16,1.180432457421969920e+17,4.327248324410634880e+17,1.401196484766979584e+18,4.062168062131951616e+18,1.066619270148834714e+19,2.562247815145357312e+19,5.681110724689337549e+19,1.171790798947760865e+20,2.264163479817099674e+20,4.124071175401762324e+20,7.121134599045500109e+20,1.171595304224120242e+21,1.844996348645436555e+21,2.792495774820492902e+21,4.077394282895949431e+21,5.762627503703282680e+21,7.907055472912350839e+21,1.056186156149769450e+22,1.376732588405726747e+22,1.755014583955551683e+22,2.192138981119752353e+22,2.687511032292842668e+22,3.238761741245730521e+22,3.841741491421643486e+22,4.490581560635453289e+22,5.177825755776183330e+22,5.894633052152587197e+22,6.631048461261691106e+22,7.376334063246573044e+22,8.119346565127750654e+22,8.848943298792732072e+22,9.554396188727032204e+22,1.022579303264195235e+23,1.085440681790240394e+23,1.143301571933968930e+23,1.195615802256383006e+23,1.242030726857298710e+23,1.282395403910661999e+23,1.316758324675915851e+23,1.345354087445743209e+23,1.356627726348460187e+23
