x,t=1.00e+01s,t=2.10e+01s,t=3.31e+01s,t=4.64e+01s,t=6.11e+01s,t=7.72e+01s,t=9.49e+01s,t=1.14e+02s,t=1.36e+02s,t=1.59e+02s,t=1.85e+02s,t=2.14e+02s,t=2.45e+02s,t=2.80e+02s,t=3.18e+02s,t=3.59e+02s,t=4.05e+02s,t=4.56e+02s,t=5.12e+02s,t=5.73e+02s,t=6.40e+02s,t=7.14e+02s,t=7.95e+02s,t=8.85e+02s,t=9.83e+02s,t=1.09e+03s,t=1.21e+03s,t=1.34e+03s,t=1.49e+03s,t=1.64e+03s,t=1.82e+03s,t=2.01e+03s,t=2.22e+03s,t=2.45e+03s,t=2.71e+03s,t=2.99e+03s,t=3.30e+03s,t=3.64e+03s,t=4.01e+03s,t=4.43e+03s,t=4.88e+03s,t=5.38e+03s,t=5.92e+03s,t=6.53e+03s,t=7.19e+03s,t=7.92e+03s,t=8.72e+03s,t=9.60e+03s,t=1.00e+04s
1.424242424242424220e-03,8.239771257465413632e+18,7.057118644148387021e+19,3.121380829263718646e+20,9.572797123488957071e+20,2.303231621304483578e+21,4.657987591333753651e+21,8.274568082609802314e+21,1.330845647363499675e+22,1.980617034410038500e+22,2.771805279638797471e+22,3.692329586052231175e+22,4.725710265088967967e+22,5.853411565406882523e+22,7.056591385117943923e+22,8.317263094310248225e+22,9.618975399074549518e+22,1.094713974019509914e+23,1.228912119273818224e+23,1.363418296661182723e+23,1.497334867922222821e+23,1.629922526617125897e+23,1.760581358913974887e+23,1.888832280402906820e+23,2.014299724669945475e+23,2.136695990105998801e+23,2.255807354816095962e+23,2.371481876737527120e+23,2.483618655547321420e+23,2.592158209601749920e+23,2.697073500438050311e+23,2.798361032133890277e+23,2.896031407635636190e+23,2.990098808560099713e+23,3.080569149273449263e+23,3.167427171970228117e+23,3.250623449521169052e+23,3.330063000814921879e+23,3.405597775085441542e+23,3.477025389611928728e+23,3.544096046253241470e+23,3.606528494671155765e+23,3.664034421781058866e+23,3.716349040160063284e+23,3.763264290950486163e+23,3.804660286691284028e+23,3.840530578944089559e+23,3.870997556682913921e+23,3.896315622610901832e+23,3.906291803701943709e+23
1.444444444444444378e-03,4.847090991533207552e+18,4.378402979853737984e+19,2.033744286789246648e+20,6.521364169400896717e+20,1.633372429699947954e+21,3.424162903607264412e+21,6.280224693582062158e+21,1.039035839383911740e+22,1.585351660702158081e+22,2.267849326176651916e+22,3.079877953153459972e+22,4.009391600992923314e+22,5.041089476043050110e+22,6.158212826300965873e+22,7.343882133959773205e+22,8.581994541740114890e+22,9.857761247063672514e+22,1.115797773723082665e+23,1.247111019723971289e+23,1.378726402013405423e+23,1.509808265094946053e+23,1.639661007279240973e+23,1.767713882045577324e+23,1.893505716760264164e+23,2.016670341263447588e+23,2.136923128218301917e+23,2.254048775309676060e+23,2.367890255211238827e+23,2.478338686219646864e+23,2.585323718708272227e+23,2.688803902548780620e+23,2.788756443163183368e+23,2.885165838063388779e+23,2.978011179664968893e+23,3.067252440736720665e+23,3.152816771940503708e+23,3.234586583764220238e+23,3.312391729412673058e+23,3.386008212667743401e+23,3.455165355461395517e+23,3.519562267349412804e+23,3.578892936966690864e+23,3.632877631015348790e+23,3.681296911049730409e+23,3.724023782038997366e+23,3.761049453115989987e+23,3.792498932400874712e+23,3.818634051598836428e+23,3.828932267293793688e+23
1.464646464646464754e-03,2.851616803910379520e+18,2.712802855152488038e+19,1.321785521286972375e+20,4.427750211695318139e+20,1.153792295260899770e+21,2.506453001219503817e+21,4.745635026925669843e+21,8.076619828293371167e+21,1.263579579965701829e+22,1.848017854931091325e+22,2.559269028005804612e+22,3.389680162476881504e+22,4.327445185399813361e+22,5.358309539067168450e+22,6.466976501693692667e+22,7.638153404455363543e+22,8.857261370035540695e+22,1.011086917253570264e+23,1.138691950494126545e+23,1.267480916459075068e+23,1.396537264986732532e+23,1.525080624742966021e+23,1.652455896366020905e+23,1.778120819607154543e+23,1.901633171341571753e+23,2.022638289659219715e+23,2.140857279458674328e+23,2.256075991352549090e+23,2.368134643556474872e+23,2.476917760630540961e+23,2.582343946737611807e+23,2.684354939986217607e+23,2.782903477226524052e+23,2.877939800768601506e+23,2.969397181504810658e+23,3.057177555810891250e+23,3.141139117284887007e+23,3.221088237051783057e+23,3.296778170337332004e+23,3.367916486434645774e+23,3.434182033197549622e+23,3.495250694930601366e+23,3.550827544988935604e+23,3.600681605392820727e+23,3.644678626141484582e+23,3.682807270972845143e+23,3.715194856623393609e+23,3.742110195898279275e+23,3.752715941409006331e+23
1.484848484848484912e-03,1.677814467671249152e+18,1.678732196650219725e+19,8.570767310274050458e+19,2.996886506445783695e+20,8.120241892702887608e+20,1.827324325623361438e+21,3.571054809644324094e+21,6.251832940252467560e+21,1.003000701028209892e+22,1.500016519148198062e+22,2.118819320659992746e+22,2.855907932669933624e+22,3.703042846016732660e+22,4.648745230796479214e+22,5.679672415804563915e+22,6.781739476623569610e+22,7.940954747419668093e+22,9.143992289262784689e+22,1.037854806118907500e+23,1.163353122441130683e+23,1.289913712373020639e+23,1.416683997246336711e+23,1.542933432749466992e+23,1.668044652907295177e+23,1.791503084334234489e+23,1.912886001925766177e+23,2.031851606285446703e+23,2.148128388700795967e+23,2.261504781928367422e+23,2.371818862321421297e+23,2.478947686435548278e+23,2.582795760145259173e+23,2.683282219052924855e+23,2.780326608047673495e+23,2.873833701191690874e+23,2.963678532554590719e+23,3.049693549067047409e+23,3.131660313469422152e+23,3.209308242972180417e+23,3.282322316460736979e+23,3.350360525226575607e+23,3.413080263432745297e+23,3.470171178595520862e+23,3.521390603938424307e+23,3.566596894281043018e+23,3.605775969397979082e+23,3.639057146330706126e+23,3.666715771650505724e+23,3.677614502277882116e+23
1.505050505050505071e-03,9.872754355424154880e+17,1.037640155312376422e+19,5.545537334565326848e+19,2.022500502980628972e+20,5.695146957575267287e+20,1.327141965146005963e+21,2.676516783395311190e+21,4.819946119180308185e+21,7.930285944043973116e+21,1.212941682467626444e+22,1.747885891286116336e+22,2.398122052417038057e+22,3.158889042879563642e+22,4.021614968913364464e+22,4.975175120997634068e+22,6.007016838355113057e+22,7.104069369106496330e+22,8.253422946240347033e+22,9.442798068642770584e+22,1.066084168028357835e+23,1.189728988411025928e+23,1.314303322545060672e+23,1.439011437793777308e+23,1.563168144710178544e+23,1.686191409232647532e+23,1.807593458324637902e+23,1.926971170478454997e+23,2.043996189763879756e+23,2.158404895923735720e+23,2.269988096755258716e+23,2.378580102008355391e+23,2.484046739581720278e+23,2.586271953486044033e+23,2.685142938254340029e+23,2.780534326132551535e+23,2.872292676183089805e+23,2.960223247613547795e+23,3.044081536973141799e+23,3.123572087097406154e+23,3.198356489903280059e+23,3.268071317067952271e+23,3.332355111002926681e+23,3.390881878850936190e+23,3.443397128613138069e+23,3.489751688422364157e+23,3.529928540971395826e+23,3.564058698267891650e+23,3.592423594468225392e+23,3.603600733323778180e+23
1.525252525252525446e-03,5.809961441946078720e+17,6.406951591760769024e+18,3.580940046633259827e+19,1.361190607735475732e+20,3.981288810980307108e+20,9.604018855925811773e+20,1.998470631715380658e+21,3.701764897394305532e+21,6.246406975347331432e+21,9.772202098711588766e+21,1.436872844035715236e+22,2.007133106054103879e+22,2.686501868245354545e+22,3.469320024828323824e+22,4.346840198006450002e+22,5.308289087957538282e+22,6.341799307094056659e+22,7.435158622240363669e+22,8.576370115286832618e+22,9.754041916464929178e+22,1.095763584994707274e+23,1.217760621025281536e+23,1.340545715558830613e+23,1.463374254922424029e+23,1.585602701379157476e+23,1.706682219800142870e+23,1.826150801341598296e+23,1.943624484925379235e+23,2.058787942175669580e+23,2.171384397281678842e+23,2.281204624865680603e+23,2.388074658941324734e+23,2.491841923409645960e+23,2.592359815477094410e+23,2.689471341613736264e+23,2.782993138741321411e+23,2.872701935295701304e+23,2.958325980559386765e+23,3.039543966858039850e+23,3.115993349780015950e+23,3.187288755018747536e+23,3.253049539642745359e+23,3.312933876716631186e+23,3.366675327511251533e+23,3.414117072131532396e+23,3.455238969541886298e+23,3.490173425087700995e+23,3.519207516060824466e+23,3.530648461979684040e+23
1.545454545454545605e-03,3.419382070160651520e+17,3.952108394850286080e+18,2.308012723812404429e+19,9.137661315756780749e+19,2.774639143449856901e+20,6.926353677229749699e+20,1.486819031148214354e+21,2.832555452540959850e+21,4.902164638392018534e+21,7.845248703241125888e+21,1.177209752146355107e+22,1.674537274854207390e+22,2.277958496826907689e+22,2.984626495816587228e+22,3.788233440739518631e+22,4.679954682612298862e+22,5.649352704747988687e+22,6.685158204810136964e+22,7.775895069696421003e+22,8.910348112902949437e+22,1.007789004404079555e+23,1.126869156961039145e+23,1.247383971112685331e+23,1.368538726895608020e+23,1.489635272199867266e+23,1.610068578457881212e+23,1.729320983308203668e+23,1.846954862904543050e+23,1.962604124554599156e+23,2.075964595973361647e+23,2.186783142517993940e+23,2.294845225225527839e+23,2.399960690049597487e+23,2.501947905440726898e+23,2.600616938754810891e+23,2.695753192395574534e+23,2.787103627505081254e+23,2.874368149433297918e+23,2.957198690807976622e+23,3.035207874427162240e+23,3.107987894970877162e+23,3.175138622250770917e+23,3.236302225137333174e+23,3.291200213581285535e+23,3.339668009894095744e+23,3.381682170125601431e+23,3.417376195760107815e+23,3.447042365077692036e+23,3.458732500703772756e+23
1.565656565656565764e-03,2.012613823259072000e+17,2.435617734914622464e+18,1.484977988539706573e+19,6.119340441440076595e+19,1.928095378768280289e+20,4.979078411413451571e+20,1.102362959081758917e+21,2.159825005636392845e+21,3.833730722457011094e+21,6.276742135847162216e+21,9.613087219451529527e+21,1.392716707593059513e+22,1.925923672325166308e+22,2.560708773492775138e+22,3.293179560673466856e+22,4.116554531893988137e+22,5.021994691273635450e+22,5.999378648103014262e+22,7.037964181951285612e+22,8.126915217099792266e+22,9.255696212626588775e+22,1.041434853925876274e+23,1.159366865459556668e+23,1.278530858537275527e+23,1.398181741234600374e+23,1.517663943195029343e+23,1.636408116897269741e+23,1.753925579405135425e+23,1.869800995202664036e+23,1.983683475628853182e+23,2.095276015373137048e+23,2.204323063568381048e+23,2.310596107175919050e+23,2.413877477538704099e+23,2.513943168274316269e+23,2.610546177737445888e+23,2.703402577499922083e+23,2.792182923817467605e+23,2.876511553672468350e+23,2.955975618891010193e+23,3.030144443873758659e+23,3.098598144426571999e+23,3.160962741332825080e+23,3.216947607464668425e+23,3.266380310501120845e+23,3.309233932803100922e+23,3.345642779923086427e+23,3.375903891846064400e+23,3.387828591871272157e+23
1.585858585858585922e-03,1.184706394752879840e+17,1.499752404815990528e+18,9.538734208134772736e+18,4.088741988078727987e+19,1.336162212260279255e+20,3.568267422309510021e+20,8.146416235353562153e+20,1.641321046403992257e+21,2.988057177212933636e+21,5.005242050048353632e+21,7.825061157549979468e+21,1.154822349697538274e+22,1.623661696892573791e+22,2.191179200459625936e+22,2.855800239568370165e+22,3.612811892982026758e+22,4.455085038831649214e+22,5.373808233039692772e+22,6.359157119251489646e+22,7.400859757244834434e+22,8.488644874035248759e+22,9.612576893429193114e+22,1.076329070610180630e+23,1.193214284723285488e+23,1.311129604539737147e+23,1.429375243203671962e+23,1.547334797091848491e+23,1.664471741787389181e+23,1.780323569836636462e+23,1.894493834263347027e+23,2.006642104381273455e+23,2.116471718433782298e+23,2.223715303525334049e+23,2.328118374102587020e+23,2.429421900701031517e+23,2.527345457904729803e+23,2.621573226574165553e+23,2.711745506696982147e+23,2.797458282745502745e+23,2.878272660718614185e+23,2.953734705410131477e+23,3.023404550339742254e+23,3.086891953034954780e+23,3.143894084181707069e+23,3.194230574201828949e+23,3.237870870316244523e+23,3.274949795878268662e+23,3.305768716708998860e+23,3.317913356248935385e+23
1.606060606060606081e-03,6.974250313074250400e+16,9.227518737945524480e+17,6.117788747212247040e+18,2.726135527717204787e+19,9.235553207699097190e+19,2.549744852960264520e+20,6.001355681091396567e+20,1.243267035971861873e+21,2.321372905665640792e+21,3.978573769603696034e+21,6.349941512527228699e+21,9.547432062449015063e+21,1.365034558636135390e+22,1.870105433361577148e+22,2.470542254299107505e+22,3.163664794045324775e+22,3.944110515904292323e+22,4.804496259034087057e+22,5.736067728792524266e+22,6.729281298168705083e+22,7.774290626617913062e+22,8.861330545596221830e+22,9.981003143352711486e+22,1.112447763204620660e+23,1.228361813749163497e+23,1.345105345213370215e+23,1.462020106164579661e+23,1.578525507617975205e+23,1.694114455758106589e+23,1.808346560931214184e+23,1.920838808649969214e+23,2.031253663544248537e+23,2.139284672883906167e+23,2.244639986435122707e+23,2.347024792616523289e+23,2.446124378145609755e+23,2.541590159203687182e+23,2.633031376175213723e+23,2.720014988610758215e+23,2.802075549846736239e+23,2.878735529592175712e+23,2.949534892377103642e+23,3.014067048387900909e+23,3.072016923386776335e+23,3.123196143347891993e+23,3.167570369092590701e+23,3.205274661961318258e+23,3.236614281695020093e+23,3.248964244784330289e+23
1.626262626262626240e-03,4.106009372782452000e+16,5.673195979502646400e+17,3.918064518045864960e+18,1.813971532940673229e+19,6.367947280268424806e+19,1.816893122923075666e+20,4.407927697177621299e+20,9.388349316558916157e+20,1.797804435783585628e+21,3.152738587497068495e+21,5.137467512427007443e+21,7.870656403514060702e+21,1.144488766023465645e+22,1.592017122203851660e+22,2.132196544257581069e+22,2.764291357266597747e+22,3.484712009840659425e+22,4.287579084952920339e+22,5.165327381485080648e+22,6.109282381561858936e+22,7.110168571042199293e+22,8.158530683304101177e+22,9.245064050081163274e+22,1.036085956683103795e+23,1.149757360335641326e+23,1.264753480471119806e+23,1.380379918040831560e+23,1.496016294985623772e+23,1.611113991028174173e+23,1.725190721737884854e+23,1.837822112164991772e+23,1.948630319867913285e+23,2.057269871287053551e+23,2.163411237153471946e+23,2.266723258536334448e+23,2.366856230475342964e+23,2.463428062847918607e+23,2.556016242138849256e+23,2.644158119899295478e+23,2.727361262312819891e+23,2.805124266009531777e+23,2.876966784305686769e+23,2.942465829253995068e+23,3.001294062938777065e+23,3.053255056278402965e+23,3.098310543448801930e+23,3.136595551040454085e+23,3.168418805274511199e+23,3.180959493465712341e+23
1.646464646464646398e-03,2.417558962313418400e+16,3.485529050907621760e+17,2.505873497310336000e+18,1.204723536620828262e+19,4.380506790924946637e+19,1.291260279852785664e+20,3.228344720520603238e+20,7.068432945597807329e+20,1.388136262390760079e+21,2.490874218238790074e+21,4.144431887980736020e+21,6.470258711822176616e+21,9.570333087605578531e+21,1.351903535317358372e+22,1.835909186872717135e+22,2.410128505668657742e+22,3.072706592793068936e+22,3.819302516505113841e+22,4.643625807451681666e+22,5.537986830791253112e+22,6.493809727193683381e+22,7.502078331482926796e+22,8.553702278729535639e+22,9.639802042669481748e+22,1.075191859913698868e+23,1.188215677617811845e+23,1.302327211374616206e+23,1.416871002514751834e+23,1.531260393289292804e+23,1.644973654915995633e+23,1.757546638767183867e+23,1.868562081005478368e+23,1.977635820810758720e+23,2.084400568406927160e+23,2.188488448056500001e+23,2.289514223095034266e+23,2.387061692106244316e+23,2.480676006952547532e+23,2.569864421819109259e+23,2.654107157533817538e+23,2.732878720482967416e+23,2.805678357711153256e+23,2.872066667689235616e+23,2.931704055554470220e+23,2.984386004216011607e+23,3.030070192745780336e+23,3.068891347917784723e+23,3.101161239978928620e+23,3.113878081029060900e+23
1.666666666666666557e-03,1.423534847998595200e+16,2.140062901318257600e+17,1.600631172802097664e+18,7.986623375869843456e+18,3.006694494176282624e+19,9.153868897810659738e+19,2.357981626655875400e+20,5.306626474428724675e+20,1.068715962361398559e+21,1.962286429478068421e+21,3.333922974972504965e+21,5.304583711924420608e+21,7.982109571110244712e+21,1.145203720298432351e+22,1.577185296121487740e+22,2.096884619831927426e+22,2.704104788121717467e+22,3.396040606910216615e+22,4.167729386944206995e+22,5.012556337798091846e+22,5.922755350728455435e+22,6.889866254528371963e+22,7.905127050522080051e+22,8.959792760978531995e+22,1.004538131759668595e+23,1.115385197807515877e+23,1.227772388614973193e+23,1.341014237065553694e+23,1.454489916748929234e+23,1.567641073861364359e+23,1.679965714551985154e+23,1.791008345333994105e+23,1.900346719443154287e+23,2.007575935550102113e+23,2.112291227909596182e+23,2.214071454260545056e+23,2.312465836947700072e+23,2.406986729923030748e+23,2.497110898211475601e+23,2.582290938918611022e+23,2.661977114897240241e+23,2.735648221491011267e+23,2.802848465372280332e+23,2.863226028331968233e+23,2.916568290964169000e+23,2.962828761287680454e+23,3.002141609427219817e+23,3.034821232678112592e+23,3.047699689308147082e+23
1.686868686868686932e-03,8.382859897849791000e+15,1.313162782988619520e+17,1.021173235279495296e+18,5.285664383282813952e+18,2.059408352333903462e+19,6.473712246767395635e+19,1.717780473170701844e+20,3.973060350766607892e+20,8.205015178242074870e+20,1.541564452477444817e+21,2.674593200221468492e+21,4.337423986816191562e+21,6.640648675748049060e+21,9.677907069543540326e+21,1.351886869045295710e+22,1.820546764161160105e+22,2.375123359093513152e+22,3.014310996945649271e+22,3.734496907698482918e+22,4.530205284353484154e+22,5.394570078368738941e+22,6.319790123263713922e+22,7.297537126091470773e+22,8.319301055551029799e+22,9.376667690883980093e+22,1.046152968625881665e+23,1.156623598459182897e+23,1.268368547175661170e+23,1.380737015878280932e+23,1.493137177048625122e+23,1.605031436875817781e+23,1.715927554279506497e+23,1.825366056540553997e+23,1.932904805867647738e+23,2.038102168590502205e+23,2.140500890306230784e+23,2.239615294749692270e+23,2.334924595290030735e+23,2.425874776906878943e+23,2.511890617597693631e+23,2.592398050004677417e+23,2.666855424199917474e+23,2.734790615788513982e+23,2.795839644949201111e+23,2.849781795212854097e+23,2.896566300774181047e+23,2.936326527040094040e+23,2.969379087328043661e+23,2.982404666040459901e+23
1.707070707070707091e-03,4.936834920128575000e+15,8.053055271000523200e+16,6.507477359890562560e+17,3.492490505850840064e+18,1.407760654266283008e+19,4.567810440755656294e+19,1.248275421942726656e+20,2.966814530590043668e+20,6.282431064273841029e+20,1.207786147828234977e+21,2.139968640326937608e+21,3.537484602894481097e+21,5.511022008031713952e+21,8.159511412223652135e+21,1.156225583135098038e+22,1.577383130606218720e+22,2.082193989196454665e+22,2.670786969184902316e+22,3.340892841305577829e+22,4.088213781902508478e+22,4.906853853924721426e+22,5.789758888456340531e+22,6.729129489951432796e+22,7.716784940781486788e+22,8.744466960132848012e+22,9.804080135932842344e+22,1.088787059222303746e+23,1.198854660375196866e+23,1.309934514424098199e+23,1.421404763774157293e+23,1.532694749172908415e+23,1.643277236106207041e+23,1.752656633386293149e+23,1.860354161960884183e+23,1.965891535226655390e+23,2.068775347543310724e+23,2.168484845897002254e+23,2.264465883517495772e+23,2.356133478169326366e+23,2.442884479069926111e+23,2.524120471007184783e+23,2.599279419060437081e+23,2.667872968986775446e+23,2.729525070358165544e+23,2.784006935276102017e+23,2.831263435131278957e+23,2.871426891805228259e+23,2.904815730017020747e+23,2.917973989957486940e+23
1.727272727272727466e-03,2.907612579057750500e+15,4.935913297262567200e+16,4.142455978416851840e+17,2.304125577497164800e+18,9.604845395002286080e+18,3.215984823585816576e+19,9.049295876832704922e+19,2.209831812779541135e+20,4.797884224948731904e+20,9.438138954906478838e+20,1.707809263316263240e+21,2.877860930210247475e+21,4.562561925120997196e+21,6.863616004077448593e+21,9.867514998335876366e+21,1.363941354084257235e+22,1.821968254928708384e+22,2.362306429612895450e+22,2.983998226686300232e+22,3.683938942981770523e+22,4.457252608441107612e+22,5.297704317580523392e+22,6.198107502161608416e+22,7.150697842968634799e+22,8.147457075202540700e+22,9.180378742834972538e+22,1.024167380798137717e+23,1.132391722592505283e+23,1.242013778382313971e+23,1.352385354705191337e+23,1.462905520807179620e+23,1.573014054625899100e+23,1.682180588384766164e+23,1.789890509420166644e+23,1.895629282381076648e+23,1.998867477766474322e+23,2.099049232706514673e+23,2.195586945672693993e+23,2.287864586032500567e+23,2.375251052580871078e+23,2.457123635738981821e+23,2.532900031467272274e+23,2.602075798740875293e+23,2.664262937810184983e+23,2.719224636098864879e+23,2.766901327560012443e+23,2.807424061464305069e+23,2.841112676152333136e+23,2.854389238001804100e+23
1.747474747474747625e-03,1.712597394043215750e+15,3.023796851801455200e+16,2.634268759234920960e+17,1.517909342923935744e+18,6.541335903409294336e+18,2.259507076582921011e+19,6.545221606403850240e+19,1.642004815246147584e+20,3.654989128837656740e+20,7.356785619453653811e+20,1.359525326593682047e+21,2.335539954712437588e+21,3.768478614347947966e+21,5.760626895801084281e+21,8.403385627918837219e+21,1.177043341875740882e+22,1.591319309107758472e+22,2.085878058319668996e+22,2.661019278154224422e+22,3.314824422515746328e+22,4.043467687551666487e+22,4.841589665796375917e+22,5.702688480363221615e+22,6.619494978083355414e+22,7.584309892011053915e+22,8.589290223460747208e+22,9.626678830429204224e+22,1.068897537961384183e+23,1.176904891638245008e+23,1.286019316248586748e+23,1.395612631206685332e+23,1.505093862248317253e+23,1.613899426437045326e+23,1.721479888419580417e+23,1.827285052489050033e+23,1.930749757115016057e+23,2.031283141455924397e+23,2.128264180694082608e+23,2.221045822344321554e+23,2.308969083060402132e+23,2.391387085285702458e+23,2.467697428826154693e+23,2.537379771961195385e+23,2.600034318060457589e+23,2.655416298383849365e+23,2.703461649655476540e+23,2.744299929596349278e+23,2.778251999642265217e+23,2.791632554526279006e+23
1.767676767676767784e-03,1.008797784161150250e+15,1.851520167898604800e+16,1.673564216547562560e+17,9.985862107994439680e+17,4.447273827160311808e+18,1.584335966528041370e+19,4.723678831237257626e+19,1.217241420818401362e+20,2.777637445853325230e+20,5.720464367102750228e+20,1.079652143393610400e+21,1.890932272594528764e+21,3.105482983189316633e+21,4.824318646073231933e+21,7.141676998099868844e+21,1.013777232551919747e+22,1.387340697381836633e+22,1.838684890325216081e+22,2.369293858961033789e+22,2.978408289057222794e+22,3.663264036891364688e+22,4.419417465478624104e+22,5.241110684842521841e+22,6.121639345814984511e+22,7.053696139113754159e+22,8.029672589866881044e+22,9.041909085777099227e+22,1.008288807440951101e+23,1.114536833039076929e+23,1.222245987790456388e+23,1.330764057552611768e+23,1.439471756810365394e+23,1.547774052058380391e+23,1.655087888882993537e+23,1.760828177641030434e+23,1.864394478046406592e+23,1.965161187306458180e+23,2.062474015360545802e+23,2.155655023348510968e+23,2.244017505459354877e+23,2.326890616887426595e+23,2.403652092580578481e+23,2.473765920213557471e+23,2.536820690612065717e+23,2.592563769700622963e+23,2.640926552460161827e+23,2.682036896656630219e+23,2.716216303939813187e+23,2.729686622342179979e+23
1.787878787878787942e-03,5.942680481049465000e+14,1.133200134465658000e+16,1.062249088414125440e+17,6.560765847829489920e+17,3.018611215795783168e+18,1.108798074907267277e+19,3.401902422426506854e+19,9.003364896844405146e+19,2.105985343277566198e+20,4.437624987132536422e+20,8.553829506157775421e+20,1.527439349045530722e+21,2.553422621303344988e+21,4.031557754853268652e+21,6.057082497786105037e+21,8.714870619653386797e+21,1.207342724613161144e+22,1.618085598634015352e+22,2.106295978898320733e+22,2.672329304215491340e+22,3.314477172138888187e+22,4.029236430941367514e+22,4.811639688290375408e+22,5.655607315978979063e+22,6.554290129370972003e+22,7.500380997310503033e+22,8.486381281766724652e+22,9.504813647653954703e+22,1.054837653729639966e+23,1.161003810898477129e+23,1.268306965321153994e+23,1.376102141640591467e+23,1.483764805811940255e+23,1.590679668882424285e+23,1.696227684435577463e+23,1.799773744191108861e+23,1.900657901920467833e+23,1.998192886785549607e+23,2.091670118642609449e+23,2.180375421335881803e+23,2.263614258984194335e+23,2.340744792290484489e+23,2.411215613213400933e+23,2.474603916870316385e+23,2.530649317450102446e+23,2.579278639326364634e+23,2.620617842786026085e+23,2.654988694825153835e+23,2.668534635493579681e+23
1.808080808080808101e-03,3.500978167285956875e+14,6.932627661647176000e+15,6.736466210384427200e+16,4.305068515616202240e+17,2.045685282755873792e+18,7.745774454991699968e+18,2.445039154441413427e+19,6.645010940009542451e+19,1.593165972480130089e+20,3.434625629069694075e+20,6.761578065476697457e+20,1.231058495181050872e+21,2.094936171299948200e+21,3.362027791811679355e+21,5.126983448425499984e+21,7.477606676699255144e+21,1.048846773049097611e+22,1.421613755319321625e+22,1.869638486854971320e+22,2.394331703176416828e+22,2.995018973875304346e+22,3.669147486163990217e+22,4.412574120375131256e+22,5.219893789411438179e+22,6.084774196683734621e+22,7.000271425713896790e+22,7.959108370841806989e+22,8.953904083515326700e+22,9.977346536514781184e+22,1.102230459621927698e+23,1.208187801004443812e+23,1.314938788334322424e+23,1.421831503647424716e+23,1.528219975941503781e+23,1.633452301636612055e+23,1.736859467867485488e+23,1.837747723584627131e+23,1.935397227269615339e+23,2.029069112361890339e+23,2.118022077552121233e+23,2.201538248272467187e+23,2.278956561636797081e+23,2.349710534173115443e+23,2.413366215088159609e+23,2.469655603567171008e+23,2.518500940471977682e+23,2.560026102276378675e+23,2.594552754813350414e+23,2.608160273644920609e+23
1.828282828282828260e-03,2.062645291437116562e+14,4.239476385390404000e+15,4.268531045772471200e+16,2.821549891289478720e+17,1.384265138585419776e+18,5.401545383501874176e+18,1.753910087232365158e+19,4.894230252272594125e+19,1.202615065137071391e+20,2.652465881059800187e+20,5.333052076335921234e+20,9.900263308170385162e+20,1.715129786093396296e+21,2.797961375846723748e+21,4.331247870472567652e+21,6.404163116785947640e+21,9.095779525544274559e+21,1.246975343814698546e+22,1.657074136659409450e+22,2.142268580501908986e+22,2.702882358934870216e+22,3.337308933260063434e+22,4.042250785056583634e+22,4.813016921226817516e+22,5.643842841810029458e+22,6.528204178666543697e+22,7.459102407819138590e+22,8.429307279062563658e+22,9.431545561773715017e+22,1.045862971070098954e+23,1.150352386366059064e+23,1.255934901734655635e+23,1.361933478747628938e+23,1.467673170928396162e+23,1.572470470379541889e+23,1.675623370045195939e+23,1.776404989658776669e+23,1.874063451353716485e+23,1.967830066447626378e+23,2.056936846950881758e+23,2.140643008650003842e+23,2.218268676234845471e+23,2.289232656889403104e+23,2.353090136992245571e+23,2.409565660853103598e+23,2.458576889122892997e+23,2.500245439586253815e+23,2.534892519082603116e+23,2.548547677977421409e+23
1.848484848484848418e-03,1.215310378194122656e+14,2.591546242119949000e+15,2.702606547435631600e+16,1.847147282884968320e+17,9.353566975967150080e+17,3.760484037328292352e+18,1.255797574981554586e+19,3.597529926201499648e+19,9.059094555490757837e+19,2.044055458538712924e+20,4.197323333348902830e+20,7.945002096707612180e+20,1.401277956019113951e+21,2.323882955787618222e+21,3.652028707657737568e+21,5.474884471882149528e+21,7.874564363820684280e+21,1.092044787677406639e+22,1.466495207589128700e+22,1.914103993502354584e+22,2.436144889324195388e+22,3.031940788107383249e+22,3.699049155684172248e+22,4.433522399722207812e+22,5.230206575162807865e+22,6.083047186358404225e+22,6.985377289061507321e+22,7.930169245924750629e+22,8.910236799280251037e+22,9.918378754972310517e+22,1.094746013617394717e+23,1.199043186635188596e+23,1.304029625500821608e+23,1.409003254234060455e+23,1.513250356680525433e+23,1.616036982554404554e+23,1.716603931178950166e+23,1.814167944924489832e+23,1.907931085866576820e+23,1.997099210890281212e+23,2.080909131934923185e+23,2.158662633147782440e+23,2.229764224465617551e+23,2.293758545987352385e+23,2.350362870837478110e+23,2.399490299143191884e+23,2.441260026809407368e+23,2.475992452826275156e+23,2.489681428497846596e+23
