x (m), retention (H/m3)
0.000000000000000000e+00,4.431309676639166375e+25
4.285714285714285672e-07,8.723844063842500832e+25
8.571428571428571343e-07,8.760367406643036307e+25
1.285714285714285807e-06,6.249045212161933196e+25
1.714285714285714269e-06,6.245060350846547745e+25
2.142857142857142730e-06,6.223522446862486598e+25
2.571428571428571615e-06,6.109660958890967183e+25
3.000000000000000076e-06,1.289406060249659600e+16
5.000000000000000409e-06,4.837211272556512489e-65
