x (m), retention (H/m3)
0.000000000000000000e+00,4.810634115137076937e+25
4.285714285714285672e-07,8.723787071714381619e+25
8.571428571428571343e-07,8.760361813091529675e+25
1.285714285714285807e-06,6.249039113895014728e+25
1.714285714285714269e-06,6.245052394575253173e+25
2.142857142857142730e-06,6.223509101143498597e+25
2.571428571428571615e-06,6.109404516269815636e+25
3.000000000000000076e-06,2.478529093007187200e+16
5.000000000000000409e-06,1.588806952632282866e-64
